,ut_ms,description,round_time
85,1234818246000,MAR_PENUMBRA_END,178
86,1234840469000,MAR_PENUMBRA_START,179
87,1234843077000,MAR_PENUMBRA_END,179
88,1234865280000,MAR_PENUMBRA_START,179
89,1234867912000,MAR_PENUMBRA_END,179
90,1234890089000,MAR_PENUMBRA_START,179
91,1234892745000,MAR_PENUMBRA_END,179
92,1234914900000,MAR_PENUMBRA_START,179
93,1234917577000,MAR_PENUMBRA_END,180
94,1234939712000,MAR_PENUMBRA_START,180
95,1234942412000,MAR_PENUMBRA_END,180
96,1234964522000,MAR_PENUMBRA_START,180
97,1234967241000,MAR_PENUMBRA_END,180
98,1234989337000,MAR_PENUMBRA_START,180
99,1234992077000,MAR_PENUMBRA_END,180
100,1235014147000,MAR_PENUMBRA_START,181
101,1235016906000,MAR_PENUMBRA_END,181
102,1235038960000,MAR_PENUMBRA_START,181
103,1235041740000,MAR_PENUMBRA_END,181
104,1235063771000,MAR_PENUMBRA_START,181
105,1235066569000,MAR_PENUMBRA_END,181
106,1235088584000,MAR_PENUMBRA_START,182
107,1235091399000,MAR_PENUMBRA_END,182
108,1235113398000,MAR_PENUMBRA_START,182
109,1235116231000,MAR_PENUMBRA_END,182
110,1235138211000,MAR_PENUMBRA_START,182
111,1235141060000,MAR_PENUMBRA_END,182
112,1235163029000,MAR_PENUMBRA_START,182
113,1235165895000,MAR_PENUMBRA_END,182
114,1235187842000,MAR_PENUMBRA_START,183
115,1235190724000,MAR_PENUMBRA_END,183
116,1235212659000,MAR_PENUMBRA_START,183
117,1235215557000,MAR_PENUMBRA_END,183
118,1235237471000,MAR_PENUMBRA_START,183
119,1235240384000,MAR_PENUMBRA_END,183
120,1235262288000,MAR_PENUMBRA_START,184
121,1235265215000,MAR_PENUMBRA_END,184
122,1235287102000,MAR_PENUMBRA_START,184
123,1235290044000,MAR_PENUMBRA_END,184
124,1235311919000,MAR_PENUMBRA_START,184
125,1235314873000,MAR_PENUMBRA_END,184
126,1235336737000,MAR_PENUMBRA_START,184
127,1235339706000,MAR_PENUMBRA_END,184
128,1235361553000,MAR_PENUMBRA_START,185
129,1235364534000,MAR_PENUMBRA_END,185
130,1235386373000,MAR_PENUMBRA_START,185
131,1235389367000,MAR_PENUMBRA_END,185
132,1235411187000,MAR_PENUMBRA_START,185
133,1235414193000,MAR_PENUMBRA_END,185
134,1235436007000,MAR_PENUMBRA_START,186
135,1235439024000,MAR_PENUMBRA_END,186
136,1235460823000,MAR_PENUMBRA_START,186
137,1235463852000,MAR_PENUMBRA_END,186
138,1235485642000,MAR_PENUMBRA_START,186
139,1235488681000,MAR_PENUMBRA_END,186
140,1235510460000,MAR_PENUMBRA_START,186
141,1235513511000,MAR_PENUMBRA_END,186
142,1235535278000,MAR_PENUMBRA_START,187
143,1235538338000,MAR_PENUMBRA_END,187
144,1235560099000,MAR_PENUMBRA_START,187
145,1235563170000,MAR_PENUMBRA_END,187
146,1235584916000,MAR_PENUMBRA_START,187
147,1235587995000,MAR_PENUMBRA_END,187
148,1235609738000,MAR_PENUMBRA_START,188
149,1235612827000,MAR_PENUMBRA_END,188
150,1235634555000,MAR_PENUMBRA_START,188
151,1235637653000,MAR_PENUMBRA_END,188
152,1235659377000,MAR_PENUMBRA_START,188
153,1235662483000,MAR_PENUMBRA_END,188
154,1235684194000,MAR_PENUMBRA_START,188
155,1235687310000,MAR_PENUMBRA_END,188
156,1235709014000,MAR_PENUMBRA_START,189
157,1235712136000,MAR_PENUMBRA_END,189
158,1235733835000,MAR_PENUMBRA_START,189
159,1235736965000,MAR_PENUMBRA_END,189
160,1235758654000,MAR_PENUMBRA_START,189
161,1235761791000,MAR_PENUMBRA_END,189
162,1235783479000,MAR_PENUMBRA_START,190
163,1235786623000,MAR_PENUMBRA_END,190
164,1235808298000,MAR_PENUMBRA_START,190
165,1235811449000,MAR_PENUMBRA_END,190
166,1235833122000,MAR_PENUMBRA_START,190
167,1235836279000,MAR_PENUMBRA_END,190
168,1235857940000,MAR_PENUMBRA_START,190
169,1235861104000,MAR_PENUMBRA_END,190
170,1235882762000,MAR_PENUMBRA_START,191
171,1235885931000,MAR_PENUMBRA_END,191
172,1235907583000,MAR_PENUMBRA_START,191
173,1235910758000,MAR_PENUMBRA_END,191
174,1235932405000,MAR_PENUMBRA_START,191
175,1235935585000,MAR_PENUMBRA_END,191
176,1235957229000,MAR_PENUMBRA_START,192
177,1235960416000,MAR_PENUMBRA_END,192
178,1235982051000,MAR_PENUMBRA_START,192
179,1235985241000,MAR_PENUMBRA_END,192
180,1236006876000,MAR_PENUMBRA_START,192
181,1236010072000,MAR_PENUMBRA_END,192
182,1236031696000,MAR_PENUMBRA_START,192
183,1236034896000,MAR_PENUMBRA_END,192
184,1236056521000,MAR_PENUMBRA_START,193
185,1236059724000,MAR_PENUMBRA_END,193
186,1236081342000,MAR_PENUMBRA_START,193
187,1236084550000,MAR_PENUMBRA_END,193
188,1236106166000,MAR_PENUMBRA_START,193
189,1236109377000,MAR_PENUMBRA_END,193
190,1236130990000,MAR_PENUMBRA_START,194
191,1236134205000,MAR_PENUMBRA_END,194
192,1236155813000,MAR_PENUMBRA_START,194
193,1236159030000,MAR_PENUMBRA_END,194
194,1236180639000,MAR_PENUMBRA_START,194
195,1236183860000,MAR_PENUMBRA_END,194
196,1236205460000,MAR_PENUMBRA_START,194
197,1236208683000,MAR_PENUMBRA_END,194
198,1236230288000,MAR_PENUMBRA_START,195
199,1236233513000,MAR_PENUMBRA_END,195
200,1236255109000,MAR_PENUMBRA_START,195
201,1236258338000,MAR_PENUMBRA_END,195
202,1236279936000,MAR_PENUMBRA_START,195
203,1236283166000,MAR_PENUMBRA_END,195
204,1236304758000,MAR_PENUMBRA_START,196
205,1236307991000,MAR_PENUMBRA_END,196
206,1236329582000,MAR_PENUMBRA_START,196
207,1236332815000,MAR_PENUMBRA_END,196
208,1236354407000,MAR_PENUMBRA_START,196
209,1236357643000,MAR_PENUMBRA_END,196
210,1236379231000,MAR_PENUMBRA_START,196
211,1236382467000,MAR_PENUMBRA_END,196
212,1236404060000,MAR_PENUMBRA_START,197
213,1236407297000,MAR_PENUMBRA_END,197
214,1236428883000,MAR_PENUMBRA_START,197
215,1236432122000,MAR_PENUMBRA_END,197
216,1236453711000,MAR_PENUMBRA_START,197
217,1236456950000,MAR_PENUMBRA_END,197
218,1236478533000,MAR_PENUMBRA_START,198
219,1236481774000,MAR_PENUMBRA_END,198
220,1236503359000,MAR_PENUMBRA_START,198
221,1236506599000,MAR_PENUMBRA_END,198
222,1236528184000,MAR_PENUMBRA_START,198
223,1236531425000,MAR_PENUMBRA_END,198
224,1236553009000,MAR_PENUMBRA_START,198
225,1236556250000,MAR_PENUMBRA_END,198
226,1236577838000,MAR_PENUMBRA_START,199
227,1236581079000,MAR_PENUMBRA_END,199
228,1236602664000,MAR_PENUMBRA_START,199
229,1236605904000,MAR_PENUMBRA_END,199
230,1236627493000,MAR_PENUMBRA_START,199
231,1236630733000,MAR_PENUMBRA_END,199
232,1236652316000,MAR_PENUMBRA_START,200
233,1236655555000,MAR_PENUMBRA_END,200
234,1236677145000,MAR_PENUMBRA_START,200
235,1236680382000,MAR_PENUMBRA_END,200
236,1236701969000,MAR_PENUMBRA_START,200
237,1236705207000,MAR_PENUMBRA_END,200
238,1236726797000,MAR_PENUMBRA_START,200
239,1236730033000,MAR_PENUMBRA_END,201
240,1236751624000,MAR_PENUMBRA_START,201
241,1236754860000,MAR_PENUMBRA_END,201
242,1236776451000,MAR_PENUMBRA_START,201
243,1236779684000,MAR_PENUMBRA_END,201
244,1236801280000,MAR_PENUMBRA_START,201
245,1236804512000,MAR_PENUMBRA_END,201
246,1236826104000,MAR_PENUMBRA_START,202
247,1236829334000,MAR_PENUMBRA_END,202
248,1236850935000,MAR_PENUMBRA_START,202
249,1236854163000,MAR_PENUMBRA_END,202
250,1236875760000,MAR_PENUMBRA_START,202
251,1236878987000,MAR_PENUMBRA_END,202
252,1236900590000,MAR_PENUMBRA_START,202
253,1236903814000,MAR_PENUMBRA_END,203
254,1236925415000,MAR_PENUMBRA_START,203
255,1236928638000,MAR_PENUMBRA_END,203
256,1236950242000,MAR_PENUMBRA_START,203
257,1236953461000,MAR_PENUMBRA_END,203
258,1236975070000,MAR_PENUMBRA_START,203
259,1236978288000,MAR_PENUMBRA_END,203
260,1236999897000,MAR_PENUMBRA_START,204
261,1237003111000,MAR_PENUMBRA_END,204
262,1237024729000,MAR_PENUMBRA_START,204
263,1237027940000,MAR_PENUMBRA_END,204
264,1237049555000,MAR_PENUMBRA_START,204
265,1237052763000,MAR_PENUMBRA_END,204
266,1237074386000,MAR_PENUMBRA_START,204
267,1237077591000,MAR_PENUMBRA_END,205
268,1237099211000,MAR_PENUMBRA_START,205
269,1237102413000,MAR_PENUMBRA_END,205
270,1237124039000,MAR_PENUMBRA_START,205
271,1237127238000,MAR_PENUMBRA_END,205
272,1237148867000,MAR_PENUMBRA_START,205
273,1237152062000,MAR_PENUMBRA_END,205
274,1237173695000,MAR_PENUMBRA_START,206
275,1237176886000,MAR_PENUMBRA_END,206
276,1237198527000,MAR_PENUMBRA_START,206
277,1237201715000,MAR_PENUMBRA_END,206
278,1237223355000,MAR_PENUMBRA_START,206
279,1237226539000,MAR_PENUMBRA_END,206
280,1237248187000,MAR_PENUMBRA_START,207
281,1237251367000,MAR_PENUMBRA_END,207
282,1237273012000,MAR_PENUMBRA_START,207
283,1237276188000,MAR_PENUMBRA_END,207
284,1237297843000,MAR_PENUMBRA_START,207
285,1237301014000,MAR_PENUMBRA_END,207
286,1237322670000,MAR_PENUMBRA_START,207
287,1237325838000,MAR_PENUMBRA_END,207
288,1237347500000,MAR_PENUMBRA_START,208
289,1237350663000,MAR_PENUMBRA_END,208
290,1237372331000,MAR_PENUMBRA_START,208
291,1237375490000,MAR_PENUMBRA_END,208
292,1237397159000,MAR_PENUMBRA_START,208
293,1237400313000,MAR_PENUMBRA_END,208
294,1237421991000,MAR_PENUMBRA_START,209
295,1237425141000,MAR_PENUMBRA_END,209
296,1237446817000,MAR_PENUMBRA_START,209
297,1237449962000,MAR_PENUMBRA_END,209
298,1237471650000,MAR_PENUMBRA_START,209
299,1237474790000,MAR_PENUMBRA_END,209
300,1237496478000,MAR_PENUMBRA_START,209
301,1237499613000,MAR_PENUMBRA_END,209
302,1237521310000,MAR_PENUMBRA_START,210
303,1237524439000,MAR_PENUMBRA_END,210
304,1237546138000,MAR_PENUMBRA_START,210
305,1237549263000,MAR_PENUMBRA_END,210
306,1237570966000,MAR_PENUMBRA_START,210
307,1237574086000,MAR_PENUMBRA_END,210
308,1237595797000,MAR_PENUMBRA_START,211
309,1237598911000,MAR_PENUMBRA_END,211
310,1237620625000,MAR_PENUMBRA_START,211
311,1237623733000,MAR_PENUMBRA_END,211
312,1237645459000,MAR_PENUMBRA_START,211
313,1237648562000,MAR_PENUMBRA_END,211
314,1237670287000,MAR_PENUMBRA_START,211
315,1237673385000,MAR_PENUMBRA_END,211
316,1237695121000,MAR_PENUMBRA_START,212
317,1237698212000,MAR_PENUMBRA_END,212
318,1237719947000,MAR_PENUMBRA_START,212
319,1237723034000,MAR_PENUMBRA_END,212
320,1237744777000,MAR_PENUMBRA_START,212
321,1237747857000,MAR_PENUMBRA_END,212
322,1237769607000,MAR_PENUMBRA_START,213
323,1237772681000,MAR_PENUMBRA_END,213
324,1237794436000,MAR_PENUMBRA_START,213
325,1237797504000,MAR_PENUMBRA_END,213
326,1237819270000,MAR_PENUMBRA_START,213
327,1237822332000,MAR_PENUMBRA_END,213
328,1237844100000,MAR_PENUMBRA_START,213
329,1237847155000,MAR_PENUMBRA_END,213
330,1237868934000,MAR_PENUMBRA_START,214
331,1237871983000,MAR_PENUMBRA_END,214
332,1237893761000,MAR_PENUMBRA_START,214
333,1237896804000,MAR_PENUMBRA_END,214
334,1237918593000,MAR_PENUMBRA_START,214
335,1237921629000,MAR_PENUMBRA_END,214
336,1237943422000,MAR_PENUMBRA_START,215
337,1237946452000,MAR_PENUMBRA_END,215
338,1237968254000,MAR_PENUMBRA_START,215
339,1237971277000,MAR_PENUMBRA_END,215
340,1237993086000,MAR_PENUMBRA_START,215
341,1237996103000,MAR_PENUMBRA_END,215
342,1238017916000,MAR_PENUMBRA_START,215
343,1238020926000,MAR_PENUMBRA_END,215
344,1238042750000,MAR_PENUMBRA_START,216
345,1238045753000,MAR_PENUMBRA_END,216
346,1238067578000,MAR_PENUMBRA_START,216
347,1238070574000,MAR_PENUMBRA_END,216
348,1238092412000,MAR_PENUMBRA_START,216
349,1238095401000,MAR_PENUMBRA_END,216
350,1238117241000,MAR_PENUMBRA_START,217
351,1238120223000,MAR_PENUMBRA_END,217
352,1238142074000,MAR_PENUMBRA_START,217
353,1238145049000,MAR_PENUMBRA_END,217
354,1238166904000,MAR_PENUMBRA_START,217
355,1238169873000,MAR_PENUMBRA_END,217
356,1238191734000,MAR_PENUMBRA_START,217
357,1238194695000,MAR_PENUMBRA_END,217
358,1238216566000,MAR_PENUMBRA_START,218
359,1238219520000,MAR_PENUMBRA_END,218
360,1238241395000,MAR_PENUMBRA_START,218
361,1238244341000,MAR_PENUMBRA_END,218
362,1238266231000,MAR_PENUMBRA_START,218
363,1238269169000,MAR_PENUMBRA_END,218
364,1238291061000,MAR_PENUMBRA_START,219
365,1238293992000,MAR_PENUMBRA_END,219
366,1238315895000,MAR_PENUMBRA_START,219
367,1238318818000,MAR_PENUMBRA_END,219
368,1238340724000,MAR_PENUMBRA_START,219
369,1238343640000,MAR_PENUMBRA_END,219
370,1238365554000,MAR_PENUMBRA_START,219
371,1238368462000,MAR_PENUMBRA_END,219
372,1238390385000,MAR_PENUMBRA_START,220
373,1238393286000,MAR_PENUMBRA_END,220
374,1238415216000,MAR_PENUMBRA_START,220
375,1238418108000,MAR_PENUMBRA_END,220
376,1238440052000,MAR_PENUMBRA_START,220
377,1238442936000,MAR_PENUMBRA_END,220
378,1238464882000,MAR_PENUMBRA_START,221
379,1238467759000,MAR_PENUMBRA_END,221
380,1238489717000,MAR_PENUMBRA_START,221
381,1238492586000,MAR_PENUMBRA_END,221
382,1238514545000,MAR_PENUMBRA_START,221
383,1238517406000,MAR_PENUMBRA_END,221
384,1238539378000,MAR_PENUMBRA_START,221
385,1238542231000,MAR_PENUMBRA_END,221
386,1238564209000,MAR_PENUMBRA_START,222
387,1238567054000,MAR_PENUMBRA_END,222
388,1238589042000,MAR_PENUMBRA_START,222
389,1238591878000,MAR_PENUMBRA_END,222
390,1238613876000,MAR_PENUMBRA_START,222
391,1238616704000,MAR_PENUMBRA_END,222
392,1238638706000,MAR_PENUMBRA_START,223
393,1238641526000,MAR_PENUMBRA_END,223
394,1238663541000,MAR_PENUMBRA_START,223
395,1238666353000,MAR_PENUMBRA_END,223
396,1238688370000,MAR_PENUMBRA_START,223
397,1238691173000,MAR_PENUMBRA_END,223
398,1238713205000,MAR_PENUMBRA_START,223
399,1238715999000,MAR_PENUMBRA_END,223
400,1238738035000,MAR_PENUMBRA_START,224
401,1238740822000,MAR_PENUMBRA_END,224
402,1238762870000,MAR_PENUMBRA_START,224
403,1238765647000,MAR_PENUMBRA_END,224
404,1238787701000,MAR_PENUMBRA_START,224
405,1238790471000,MAR_PENUMBRA_END,224
406,1238812532000,MAR_PENUMBRA_START,225
407,1238815292000,MAR_PENUMBRA_END,225
408,1238837365000,MAR_PENUMBRA_START,225
409,1238840117000,MAR_PENUMBRA_END,225
410,1238862194000,MAR_PENUMBRA_START,225
411,1238864938000,MAR_PENUMBRA_END,225
412,1238887031000,MAR_PENUMBRA_START,225
413,1238889765000,MAR_PENUMBRA_END,226
414,1238911862000,MAR_PENUMBRA_START,226
415,1238914588000,MAR_PENUMBRA_END,226
416,1238936697000,MAR_PENUMBRA_START,226
417,1238939414000,MAR_PENUMBRA_END,226
418,1238961527000,MAR_PENUMBRA_START,226
419,1238964235000,MAR_PENUMBRA_END,226
420,1238986358000,MAR_PENUMBRA_START,227
421,1238989057000,MAR_PENUMBRA_END,227
422,1239011189000,MAR_PENUMBRA_START,227
423,1239013880000,MAR_PENUMBRA_END,227
424,1239036020000,MAR_PENUMBRA_START,227
425,1239038701000,MAR_PENUMBRA_END,227
426,1239060857000,MAR_PENUMBRA_START,227
427,1239063529000,MAR_PENUMBRA_END,228
428,1239085689000,MAR_PENUMBRA_START,228
429,1239088352000,MAR_PENUMBRA_END,228
430,1239110525000,MAR_PENUMBRA_START,228
431,1239113178000,MAR_PENUMBRA_END,228
432,1239135354000,MAR_PENUMBRA_START,228
433,1239137999000,MAR_PENUMBRA_END,228
434,1239160187000,MAR_PENUMBRA_START,229
435,1239162822000,MAR_PENUMBRA_END,229
436,1239185018000,MAR_PENUMBRA_START,229
437,1239187644000,MAR_PENUMBRA_END,229
438,1239209851000,MAR_PENUMBRA_START,229
439,1239212468000,MAR_PENUMBRA_END,229
440,1239234687000,MAR_PENUMBRA_START,229
441,1239237295000,MAR_PENUMBRA_END,230
442,1239259518000,MAR_PENUMBRA_START,230
443,1239262117000,MAR_PENUMBRA_END,230
444,1239284354000,MAR_PENUMBRA_START,230
445,1239286943000,MAR_PENUMBRA_END,230
446,1239309183000,MAR_PENUMBRA_START,230
447,1239311763000,MAR_PENUMBRA_END,230
448,1239334019000,MAR_PENUMBRA_START,231
449,1239336588000,MAR_PENUMBRA_END,231
450,1239358850000,MAR_PENUMBRA_START,231
451,1239361410000,MAR_PENUMBRA_END,231
452,1239383685000,MAR_PENUMBRA_START,231
453,1239386236000,MAR_PENUMBRA_END,231
454,1239408517000,MAR_PENUMBRA_START,232
455,1239411059000,MAR_PENUMBRA_END,232
456,1239433348000,MAR_PENUMBRA_START,232
457,1239435880000,MAR_PENUMBRA_END,232
458,1239458182000,MAR_PENUMBRA_START,232
459,1239460705000,MAR_PENUMBRA_END,232
460,1239483012000,MAR_PENUMBRA_START,232
461,1239485525000,MAR_PENUMBRA_END,232
462,1239507849000,MAR_PENUMBRA_START,233
463,1239510352000,MAR_PENUMBRA_END,233
464,1239532680000,MAR_PENUMBRA_START,233
465,1239535174000,MAR_PENUMBRA_END,233
466,1239557517000,MAR_PENUMBRA_START,233
467,1239560000000,MAR_PENUMBRA_END,233
468,1239582347000,MAR_PENUMBRA_START,234
469,1239584821000,MAR_PENUMBRA_END,234
470,1239607178000,MAR_PENUMBRA_START,234
471,1239609642000,MAR_PENUMBRA_END,234
472,1239632010000,MAR_PENUMBRA_START,234
473,1239634464000,MAR_PENUMBRA_END,234
474,1239656841000,MAR_PENUMBRA_START,234
475,1239659285000,MAR_PENUMBRA_END,234
476,1239681679000,MAR_PENUMBRA_START,235
477,1239684113000,MAR_PENUMBRA_END,235
478,1239706511000,MAR_PENUMBRA_START,235
479,1239708935000,MAR_PENUMBRA_END,235
480,1239731348000,MAR_PENUMBRA_START,235
481,1239733762000,MAR_PENUMBRA_END,235
482,1239756177000,MAR_PENUMBRA_START,236
483,1239758581000,MAR_PENUMBRA_END,236
484,1239781010000,MAR_PENUMBRA_START,236
485,1239783404000,MAR_PENUMBRA_END,236
486,1239805842000,MAR_PENUMBRA_START,236
487,1239808226000,MAR_PENUMBRA_END,236
488,1239830675000,MAR_PENUMBRA_START,236
489,1239833049000,MAR_PENUMBRA_END,236
490,1239855512000,MAR_PENUMBRA_START,237
491,1239857876000,MAR_PENUMBRA_END,237
492,1239880343000,MAR_PENUMBRA_START,237
493,1239882698000,MAR_PENUMBRA_END,237
494,1239905180000,MAR_PENUMBRA_START,237
495,1239907523000,MAR_PENUMBRA_END,237
496,1239930009000,MAR_PENUMBRA_START,238
497,1239932343000,MAR_PENUMBRA_END,238
498,1239954845000,MAR_PENUMBRA_START,238
499,1239957168000,MAR_PENUMBRA_END,238
500,1239979677000,MAR_PENUMBRA_START,238
501,1239981990000,MAR_PENUMBRA_END,238
502,1240004512000,MAR_PENUMBRA_START,238
503,1240006815000,MAR_PENUMBRA_END,238
504,1240029346000,MAR_PENUMBRA_START,239
505,1240031638000,MAR_PENUMBRA_END,239
506,1240054176000,MAR_PENUMBRA_START,239
507,1240056459000,MAR_PENUMBRA_END,239
508,1240079011000,MAR_PENUMBRA_START,239
509,1240081283000,MAR_PENUMBRA_END,239
510,1240103840000,MAR_PENUMBRA_START,240
511,1240106103000,MAR_PENUMBRA_END,240
512,1240128678000,MAR_PENUMBRA_START,240
513,1240130929000,MAR_PENUMBRA_END,240
514,1240153510000,MAR_PENUMBRA_START,240
515,1240155751000,MAR_PENUMBRA_END,240
516,1240178347000,MAR_PENUMBRA_START,240
517,1240180577000,MAR_PENUMBRA_END,240
518,1240203177000,MAR_PENUMBRA_START,241
519,1240205397000,MAR_PENUMBRA_END,241
520,1240228008000,MAR_PENUMBRA_START,241
521,1240230218000,MAR_PENUMBRA_END,241
522,1240252841000,MAR_PENUMBRA_START,241
523,1240255040000,MAR_PENUMBRA_END,241
524,1240277672000,MAR_PENUMBRA_START,242
525,1240279860000,MAR_PENUMBRA_END,242
526,1240302511000,MAR_PENUMBRA_START,242
527,1240304688000,MAR_PENUMBRA_END,242
528,1240327342000,MAR_PENUMBRA_START,242
529,1240329510000,MAR_PENUMBRA_END,242
530,1240352180000,MAR_PENUMBRA_START,242
531,1240354336000,MAR_PENUMBRA_END,242
532,1240377009000,MAR_PENUMBRA_START,243
533,1240379155000,MAR_PENUMBRA_END,243
534,1240401842000,MAR_PENUMBRA_START,243
535,1240403978000,MAR_PENUMBRA_END,243
536,1240426674000,MAR_PENUMBRA_START,243
537,1240428799000,MAR_PENUMBRA_END,243
538,1240451508000,MAR_PENUMBRA_START,244
539,1240453622000,MAR_PENUMBRA_END,244
540,1240476345000,MAR_PENUMBRA_START,244
541,1240478448000,MAR_PENUMBRA_END,244
542,1240501177000,MAR_PENUMBRA_START,244
543,1240503270000,MAR_PENUMBRA_END,244
544,1240526014000,MAR_PENUMBRA_START,244
545,1240528095000,MAR_PENUMBRA_END,244
546,1240550843000,MAR_PENUMBRA_START,245
547,1240552914000,MAR_PENUMBRA_END,245
548,1240575679000,MAR_PENUMBRA_START,245
549,1240577739000,MAR_PENUMBRA_END,245
550,1240600511000,MAR_PENUMBRA_START,245
551,1240602560000,MAR_PENUMBRA_END,245
552,1240625347000,MAR_PENUMBRA_START,246
553,1240627385000,MAR_PENUMBRA_END,246
554,1240650181000,MAR_PENUMBRA_START,246
555,1240652208000,MAR_PENUMBRA_END,246
556,1240675012000,MAR_PENUMBRA_START,246
557,1240677029000,MAR_PENUMBRA_END,246
558,1240699847000,MAR_PENUMBRA_START,246
559,1240701852000,MAR_PENUMBRA_END,246
560,1240724677000,MAR_PENUMBRA_START,247
561,1240726671000,MAR_PENUMBRA_END,247
562,1240749515000,MAR_PENUMBRA_START,247
563,1240751497000,MAR_PENUMBRA_END,247
564,1240774347000,MAR_PENUMBRA_START,247
565,1240776319000,MAR_PENUMBRA_END,247
566,1240799184000,MAR_PENUMBRA_START,248
567,1240801144000,MAR_PENUMBRA_END,248
568,1240824015000,MAR_PENUMBRA_START,248
569,1240825964000,MAR_PENUMBRA_END,248
570,1240848845000,MAR_PENUMBRA_START,248
571,1240850785000,MAR_PENUMBRA_END,248
572,1240873678000,MAR_PENUMBRA_START,248
573,1240875606000,MAR_PENUMBRA_END,248
574,1240898509000,MAR_PENUMBRA_START,249
575,1240900426000,MAR_PENUMBRA_END,249
576,1240923348000,MAR_PENUMBRA_START,249
577,1240925252000,MAR_PENUMBRA_END,249
578,1240948180000,MAR_PENUMBRA_START,249
579,1240950074000,MAR_PENUMBRA_END,249
580,1240973018000,MAR_PENUMBRA_START,250
581,1240974900000,MAR_PENUMBRA_END,250
