,eclipse_day,duration,sunmars_km,earthmars_km,sunmarsearthangle_deg,solarconstantmars,year,dist_shift
84,191,52.733333333333334,209528517.709356,340405388.518342,14.9548513284991,696.3302177991051,1,Distance_shift-1
85,192,52.81666666666666,209422879.94554698,339970186.02278596,15.1181182230768,697.032885239025,1,Distance_shift-1
86,192,52.916666666666664,209422879.94554698,339970186.02278596,15.1181182230768,697.032885239025,1,Distance_shift-1
87,192,53.0,209422879.94554698,339970186.02278596,15.1181182230768,697.032885239025,1,Distance_shift-1
88,193,53.11666666666667,209319026.988537,339534414.51719904,15.280920931994698,697.724718036766,1,Distance_shift-1
89,193,53.166666666666664,209319026.988537,339534414.51719904,15.280920931994698,697.724718036766,1,Distance_shift-1
90,193,53.266666666666666,209319026.988537,339534414.51719904,15.280920931994698,697.724718036766,1,Distance_shift-1
91,193,53.333333333333336,209319026.988537,339534414.51719904,15.280920931994698,697.724718036766,1,Distance_shift-1
92,194,53.38333333333333,209216972.720017,339098150.949652,15.443254679753199,698.40557247789,1,Distance_shift-1
93,194,53.46666666666666,209216972.720017,339098150.949652,15.443254679753199,698.40557247789,1,Distance_shift-1
94,194,53.516666666666666,209216972.720017,339098150.949652,15.443254679753199,698.40557247789,1,Distance_shift-1
95,195,53.583333333333336,209116730.817958,338661475.183498,15.6051166355409,699.075306387255,1,Distance_shift-1
96,195,53.61666666666667,209116730.817958,338661475.183498,15.6051166355409,699.075306387255,1,Distance_shift-1
97,195,53.68333333333334,209116730.817958,338661475.183498,15.6051166355409,699.075306387255,1,Distance_shift-1
98,195,53.71666666666666,209116730.817958,338661475.183498,15.6051166355409,699.075306387255,1,Distance_shift-1
99,196,53.75,209018314.752892,338224467.281619,15.766506132259199,699.7337791931731,1,Distance_shift-1
100,196,53.81666666666666,209018314.752892,338224467.281619,15.766506132259199,699.7337791931731,1,Distance_shift-1
101,196,53.833333333333336,209018314.752892,338224467.281619,15.766506132259199,699.7337791931731,1,Distance_shift-1
102,197,53.88333333333333,208921737.784224,337787204.338826,15.9274247753121,700.380851991423,1,Distance_shift-1
103,197,53.88333333333333,208921737.784224,337787204.338826,15.9274247753121,700.380851991423,1,Distance_shift-1
104,197,53.93333333333334,208921737.784224,337787204.338826,15.9274247753121,700.380851991423,1,Distance_shift-1
105,197,53.93333333333334,208921737.784224,337787204.338826,15.9274247753121,700.380851991423,1,Distance_shift-1
106,198,53.95,208827012.95658,337349756.979319,16.0878764021002,701.016387609043,1,Distance_shift-1
107,198,53.983333333333334,208827012.95658,337349756.979319,16.0878764021002,701.016387609043,1,Distance_shift-1
108,198,53.983333333333334,208827012.95658,337349756.979319,16.0878764021002,701.016387609043,1,Distance_shift-1
109,199,54.016666666666666,208734153.096199,336912185.784319,16.2478668479386,701.6402506678751,1,Distance_shift-1
110,199,54.0,208734153.096199,336912185.784319,16.2478668479386,701.6402506678751,1,Distance_shift-1
111,199,54.016666666666666,208734153.096199,336912185.784319,16.2478668479386,701.6402506678751,1,Distance_shift-1
112,199,54.016666666666666,208734153.096199,336912185.784319,16.2478668479386,701.6402506678751,1,Distance_shift-1
113,200,54.016666666666666,208643170.807356,336474538.121204,16.4074034900529,702.252307647783,1,Distance_shift-1
114,200,54.0,208643170.807356,336474538.121204,16.4074034900529,702.252307647783,1,Distance_shift-1
115,200,54.0,208643170.807356,336474538.121204,16.4074034900529,702.252307647783,1,Distance_shift-1
116,201,53.983333333333334,208554078.46883798,336036845.991842,16.5664945875518,702.8524269495099,1,Distance_shift-1
117,201,53.95,208554078.46883798,336036845.991842,16.5664945875518,702.8524269495099,1,Distance_shift-1
118,201,53.96666666666666,208554078.46883798,336036845.991842,16.5664945875518,702.8524269495099,1,Distance_shift-1
119,202,53.93333333333334,208466888.230455,335599125.452449,16.7251485010684,703.440478957128,1,Distance_shift-1
120,202,53.93333333333334,208466888.230455,335599125.452449,16.7251485010684,703.440478957128,1,Distance_shift-1
121,202,53.88333333333333,208466888.230455,335599125.452449,16.7251485010684,703.440478957128,1,Distance_shift-1
122,202,53.86666666666667,208466888.230455,335599125.452449,16.7251485010684,703.440478957128,1,Distance_shift-1
123,203,53.833333333333336,208381612.009601,335161377.81607205,16.8833729284405,704.016336100004,1,Distance_shift-1
124,203,53.8,208381612.009601,335161377.81607205,16.8833729284405,704.016336100004,1,Distance_shift-1
125,203,53.78333333333334,208381612.009601,335161377.81607205,16.8833729284405,704.016336100004,1,Distance_shift-1
126,204,53.733333333333334,208298261.48786798,334723592.35146403,17.0411742974618,704.579872914245,1,Distance_shift-1
127,204,53.71666666666666,208298261.48786798,334723592.35146403,17.0411742974618,704.579872914245,1,Distance_shift-1
128,204,53.65,208298261.48786798,334723592.35146403,17.0411742974618,704.579872914245,1,Distance_shift-1
129,204,53.63333333333333,208298261.48786798,334723592.35146403,17.0411742974618,704.579872914245,1,Distance_shift-1
130,205,53.56666666666666,208216848.107703,334285749.790646,17.198557405179802,705.130966103573,1,Distance_shift-1
131,205,53.516666666666666,208216848.107703,334285749.790646,17.198557405179802,705.130966103573,1,Distance_shift-1
132,205,53.46666666666666,208216848.107703,334285749.790646,17.198557405179802,705.130966103573,1,Distance_shift-1
133,206,53.416666666666664,208137383.069122,333847825.849742,17.3555253130039,705.6694945995531,1,Distance_shift-1
134,206,53.36666666666667,208137383.069122,333847825.849742,17.3555253130039,705.6694945995531,1,Distance_shift-1
135,206,53.31666666666666,208137383.069122,333847825.849742,17.3555253130039,705.6694945995531,1,Distance_shift-1
136,206,53.25,208137383.069122,333847825.849742,17.3555253130039,705.6694945995531,1,Distance_shift-1
137,207,53.18333333333334,208059877.326481,333409794.157375,17.5120794392373,706.195339621147,1,Distance_shift-1
138,207,53.13333333333333,208059877.326481,333409794.157375,17.5120794392373,706.195339621147,1,Distance_shift-1
139,207,53.06666666666666,208059877.326481,333409794.157375,17.5120794392373,706.195339621147,1,Distance_shift-1
140,208,53.0,207984341.585297,332971628.316168,17.6682197604588,706.708384733523,1,Distance_shift-1
141,208,52.93333333333334,207984341.585297,332971628.316168,17.6682197604588,706.708384733523,1,Distance_shift-1
142,208,52.85,207984341.585297,332971628.316168,17.6682197604588,706.708384733523,1,Distance_shift-1
143,208,52.8,207984341.585297,332971628.316168,17.6682197604588,706.708384733523,1,Distance_shift-1
144,209,52.71666666666666,207910786.299135,332533303.123513,17.8239450390162,707.208515906075,1,Distance_shift-1
145,209,52.65,207910786.299135,332533303.123513,17.8239450390162,707.208515906075,1,Distance_shift-1
146,209,52.56666666666666,207910786.299135,332533303.123513,17.8239450390162,707.208515906075,1,Distance_shift-1
147,210,52.5,207839221.666549,332094795.159902,17.9792530192162,707.695621569586,1,Distance_shift-1
148,210,52.416666666666664,207839221.666549,332094795.159902,17.9792530192162,707.695621569586,1,Distance_shift-1
149,210,52.333333333333336,207839221.666549,332094795.159902,17.9792530192162,707.695621569586,1,Distance_shift-1
150,210,52.25,207839221.666549,332094795.159902,17.9792530192162,707.695621569586,1,Distance_shift-1
151,211,52.15,207769657.628095,331656083.018384,18.134140563450803,708.1695926724941,1,Distance_shift-1
152,211,52.083333333333336,207769657.628095,331656083.018384,18.134140563450803,708.1695926724941,1,Distance_shift-1
153,211,52.0,207769657.628095,331656083.018384,18.134140563450803,708.1695926724941,1,Distance_shift-1
154,212,51.9,207702103.86340502,331217147.439317,18.2886037230867,708.630322736195,1,Distance_shift-1
155,212,51.8,207702103.86340502,331217147.439317,18.2886037230867,708.630322736195,1,Distance_shift-1
156,212,51.71666666666666,207702103.86340502,331217147.439317,18.2886037230867,708.630322736195,1,Distance_shift-1
157,212,51.63333333333333,207702103.86340502,331217147.439317,18.2886037230867,708.630322736195,1,Distance_shift-1
158,213,51.516666666666666,207636569.788322,330777971.571266,18.4426377561257,709.0777079093381,1,Distance_shift-1
159,213,51.45,207636569.788322,330777971.571266,18.4426377561257,709.0777079093381,1,Distance_shift-1
160,213,51.333333333333336,207636569.788322,330777971.571266,18.4426377561257,709.0777079093381,1,Distance_shift-1
161,214,51.233333333333334,207573064.552122,330338541.52185804,18.596237116434,709.5116470210401,1,Distance_shift-1
162,214,51.13333333333333,207573064.552122,330338541.52185804,18.596237116434,709.5116470210401,1,Distance_shift-1
163,214,51.03333333333334,207573064.552122,330338541.52185804,18.596237116434,709.5116470210401,1,Distance_shift-1
164,214,50.916666666666664,207573064.552122,330338541.52185804,18.596237116434,709.5116470210401,1,Distance_shift-1
165,215,50.81666666666666,207511597.034794,329898847.29238904,18.7493954496912,709.9320416329859,1,Distance_shift-1
166,215,50.71666666666666,207511597.034794,329898847.29238904,18.7493954496912,709.9320416329859,1,Distance_shift-1
167,215,50.6,207511597.034794,329898847.29238904,18.7493954496912,709.9320416329859,1,Distance_shift-1
168,216,50.5,207452175.844399,329458884.096987,18.902105638918897,710.33879609034,1,Distance_shift-1
169,216,50.38333333333333,207452175.844399,329458884.096987,18.902105638918897,710.33879609034,1,Distance_shift-1
170,216,50.28333333333334,207452175.844399,329458884.096987,18.902105638918897,710.33879609034,1,Distance_shift-1
171,216,50.166666666666664,207452175.844399,329458884.096987,18.902105638918897,710.33879609034,1,Distance_shift-1
172,217,50.05,207394809.31451598,329018653.944696,19.0543599443563,710.7318175714281,1,Distance_shift-1
173,217,49.93333333333334,207394809.31451598,329018653.944696,19.0543599443563,710.7318175714281,1,Distance_shift-1
174,217,49.81666666666666,207394809.31451598,329018653.944696,19.0543599443563,710.7318175714281,1,Distance_shift-1
175,218,49.7,207339505.501752,328578167.223071,19.2061502733444,711.111016136137,1,Distance_shift-1
176,218,49.583333333333336,207339505.501752,328578167.223071,19.2061502733444,711.111016136137,1,Distance_shift-1
177,218,49.483333333333334,207339505.501752,328578167.223071,19.2061502733444,711.111016136137,1,Distance_shift-1
178,218,49.35,207339505.501752,328578167.223071,19.2061502733444,711.111016136137,1,Distance_shift-1
179,219,49.233333333333334,207286272.183348,328137443.906194,19.3574685918054,711.476304772973,1,Distance_shift-1
180,219,49.1,207286272.183348,328137443.906194,19.3574685918054,711.476304772973,1,Distance_shift-1
181,219,48.96666666666666,207286272.183348,328137443.906194,19.3574685918054,711.476304772973,1,Distance_shift-1
182,220,48.85,207235116.854859,327696513.98027796,19.5083074520052,711.827599444738,1,Distance_shift-1
183,220,48.71666666666666,207235116.854859,327696513.98027796,19.5083074520052,711.827599444738,1,Distance_shift-1
184,220,48.6,207235116.854859,327696513.98027796,19.5083074520052,711.827599444738,1,Distance_shift-1
185,220,48.46666666666666,207235116.854859,327696513.98027796,19.5083074520052,711.827599444738,1,Distance_shift-1
186,221,48.35,207186046.72792602,327255416.783308,19.6586605728186,712.164819132783,1,Distance_shift-1
187,221,48.2,207186046.72792602,327255416.783308,19.6586605728186,712.164819132783,1,Distance_shift-1
188,221,48.06666666666666,207186046.72792602,327255416.783308,19.6586605728186,712.164819132783,1,Distance_shift-1
189,222,47.95,207139068.72812802,326814199.179196,19.808523385343896,712.487885879796,1,Distance_shift-1
190,222,47.81666666666666,207139068.72812802,326814199.179196,19.808523385343896,712.487885879796,1,Distance_shift-1
191,222,47.68333333333334,207139068.72812802,326814199.179196,19.808523385343896,712.487885879796,1,Distance_shift-1
192,222,47.55,207139068.72812802,326814199.179196,19.808523385343896,712.487885879796,1,Distance_shift-1
193,223,47.416666666666664,207094189.49291998,326372912.746848,19.9578934601765,712.796724831097,1,Distance_shift-1
194,223,47.266666666666666,207094189.49291998,326372912.746848,19.9578934601765,712.796724831097,1,Distance_shift-1
195,223,47.13333333333333,207094189.49291998,326372912.746848,19.9578934601765,712.796724831097,1,Distance_shift-1
196,224,47.0,207051415.369656,325931610.35007995,20.106770760498396,713.091264274418,1,Distance_shift-1
197,224,46.86666666666667,207051415.369656,325931610.35007995,20.106770760498396,713.091264274418,1,Distance_shift-1
198,224,46.71666666666666,207051415.369656,325931610.35007995,20.106770760498396,713.091264274418,1,Distance_shift-1
199,224,46.56666666666666,207051415.369656,325931610.35007995,20.106770760498396,713.091264274418,1,Distance_shift-1
200,225,46.45,207010752.41369298,325490342.50355,20.2551577017937,713.371435678157,1,Distance_shift-1
201,225,46.28333333333334,207010752.41369298,325490342.50355,20.2551577017937,713.371435678157,1,Distance_shift-1
202,225,46.166666666666664,207010752.41369298,325490342.50355,20.2551577017937,713.371435678157,1,Distance_shift-1
203,226,46.0,206972206.386567,325049153.887345,20.4030590272647,713.6371737280999,1,Distance_shift-1
204,226,45.86666666666667,206972206.386567,325049153.887345,20.4030590272647,713.6371737280999,1,Distance_shift-1
205,226,45.733333333333334,206972206.386567,325049153.887345,20.4030590272647,713.6371737280999,1,Distance_shift-1
206,227,45.56666666666666,206935782.754247,324608080.267769,20.5504815207869,713.888416362613,1,Distance_shift-1
207,227,45.43333333333334,206935782.754247,324608080.267769,20.5504815207869,713.888416362613,1,Distance_shift-1
208,227,45.28333333333334,206935782.754247,324608080.267769,20.5504815207869,713.888416362613,1,Distance_shift-1
209,227,45.13333333333333,206935782.754247,324608080.267769,20.5504815207869,713.888416362613,1,Distance_shift-1
210,228,44.983333333333334,206901486.685452,324167146.022674,20.697433581982697,714.125104806317,1,Distance_shift-1
211,228,44.85,206901486.685452,324167146.022674,20.697433581982697,714.125104806317,1,Distance_shift-1
212,228,44.68333333333334,206901486.685452,324167146.022674,20.697433581982697,714.125104806317,1,Distance_shift-1
213,229,44.53333333333334,206869323.05003402,323726362.456981,20.8439246920234,714.347183602263,1,Distance_shift-1
214,229,44.38333333333333,206869323.05003402,323726362.456981,20.8439246920234,714.347183602263,1,Distance_shift-1
215,229,44.21666666666666,206869323.05003402,323726362.456981,20.8439246920234,714.347183602263,1,Distance_shift-1
216,229,44.083333333333336,206869323.05003402,323726362.456981,20.8439246920234,714.347183602263,1,Distance_shift-1
217,230,43.916666666666664,206839296.417412,323285727.082447,20.9899648112576,714.5546006425819,1,Distance_shift-1
218,230,43.766666666666666,206839296.417412,323285727.082447,20.9899648112576,714.5546006425819,1,Distance_shift-1
219,230,43.61666666666667,206839296.417412,323285727.082447,20.9899648112576,714.5546006425819,1,Distance_shift-1
220,231,43.46666666666666,206811411.055072,322845223.964927,21.1355637677031,714.7473071976151,1,Distance_shift-1
221,231,43.31666666666666,206811411.055072,322845223.964927,21.1355637677031,714.7473071976151,1,Distance_shift-1
222,231,43.15,206811411.055072,322845223.964927,21.1355637677031,714.7473071976151,1,Distance_shift-1
223,231,43.0,206811411.055072,322845223.964927,21.1355637677031,714.7473071976151,1,Distance_shift-1
224,232,42.81666666666666,206785670.927119,322404825.090102,21.2807307071473,714.925257943495,1,Distance_shift-1
225,232,42.666666666666664,206785670.927119,322404825.090102,21.2807307071473,714.925257943495,1,Distance_shift-1
226,232,42.516666666666666,206785670.927119,322404825.090102,21.2807307071473,714.925257943495,1,Distance_shift-1
227,233,42.36666666666667,206762079.692892,321964492.507339,21.425473669258498,715.088410988101,1,Distance_shift-1
228,233,42.2,206762079.692892,321964492.507339,21.425473669258498,715.088410988101,1,Distance_shift-1
229,233,42.05,206762079.692892,321964492.507339,21.425473669258498,715.088410988101,1,Distance_shift-1
230,233,41.88333333333333,206762079.692892,321964492.507339,21.425473669258498,715.088410988101,1,Distance_shift-1
231,234,41.71666666666666,206740640.705662,321524180.865026,21.569799327292,715.236727895302,1,Distance_shift-1
232,234,41.56666666666666,206740640.705662,321524180.865026,21.569799327292,715.236727895302,1,Distance_shift-1
233,234,41.38333333333333,206740640.705662,321524180.865026,21.569799327292,715.236727895302,1,Distance_shift-1
234,235,41.233333333333334,206721357.011408,321083839.917371,21.7137128912886,715.3701737073959,1,Distance_shift-1
235,235,41.06666666666666,206721357.011408,321083839.917371,21.7137128912886,715.3701737073959,1,Distance_shift-1
236,235,40.9,206721357.011408,321083839.917371,21.7137128912886,715.3701737073959,1,Distance_shift-1
237,235,40.733333333333334,206721357.011408,321083839.917371,21.7137128912886,715.3701737073959,1,Distance_shift-1
238,236,40.56666666666666,206704231.347701,320643416.669487,21.857218141173394,715.4887169655871,1,Distance_shift-1
239,236,40.4,206704231.347701,320643416.669487,21.857218141173394,715.4887169655871,1,Distance_shift-1
240,236,40.233333333333334,206704231.347701,320643416.669487,21.857218141173394,715.4887169655871,1,Distance_shift-1
241,237,40.06666666666666,206689266.1427,320202856.98534304,22.000317537768503,715.5923297284331,1,Distance_shift-1
242,237,39.9,206689266.1427,320202856.98534304,22.000317537768503,715.5923297284331,1,Distance_shift-1
243,237,39.733333333333334,206689266.1427,320202856.98534304,22.000317537768503,715.5923297284331,1,Distance_shift-1
244,237,39.56666666666666,206689266.1427,320202856.98534304,22.000317537768503,715.5923297284331,1,Distance_shift-1
245,238,39.4,206676463.514281,319762106.645492,22.143012358333603,715.680987588123,1,Distance_shift-1
246,238,39.25,206676463.514281,319762106.645492,22.143012358333603,715.680987588123,1,Distance_shift-1
247,238,39.05,206676463.514281,319762106.645492,22.143012358333603,715.680987588123,1,Distance_shift-1
248,239,38.9,206665825.269298,319321111.963718,22.2853028138023,715.7546696845469,1,Distance_shift-1
249,239,38.71666666666666,206665825.269298,319321111.963718,22.2853028138023,715.7546696845469,1,Distance_shift-1
250,239,38.55,206665825.269298,319321111.963718,22.2853028138023,715.7546696845469,1,Distance_shift-1
251,239,38.38333333333333,206665825.269298,319321111.963718,22.2853028138023,715.7546696845469,1,Distance_shift-1
252,240,38.2,206657352.902987,318879820.14211696,22.427188120655497,715.813358717106,1,Distance_shift-1
253,240,38.05,206657352.902987,318879820.14211696,22.427188120655497,715.813358717106,1,Distance_shift-1
254,240,37.86666666666667,206657352.902987,318879820.14211696,22.427188120655497,715.813358717106,1,Distance_shift-1
255,241,37.71666666666666,206651047.598505,318438179.573062,22.568666516832,715.85704095427,1,Distance_shift-1
256,241,37.516666666666666,206651047.598505,318438179.573062,22.568666516832,715.85704095427,1,Distance_shift-1
257,241,37.35,206651047.598505,318438179.573062,22.568666516832,715.85704095427,1,Distance_shift-1
258,241,37.166666666666664,206651047.598505,318438179.573062,22.568666516832,715.85704095427,1,Distance_shift-1
259,242,37.0,206646910.226603,317996140.299055,22.709735226964604,715.8857062408999,1,Distance_shift-1
260,242,36.833333333333336,206646910.226603,317996140.299055,22.709735226964604,715.8857062408999,1,Distance_shift-1
261,242,36.65,206646910.226603,317996140.299055,22.709735226964604,715.8857062408999,1,Distance_shift-1
262,243,36.46666666666666,206644941.34543002,317553654.823433,22.8503903985599,715.899348003378,1,Distance_shift-1
263,243,36.28333333333334,206644941.34543002,317553654.823433,22.8503903985599,715.899348003378,1,Distance_shift-1
264,243,36.13333333333333,206644941.34543002,317553654.823433,22.8503903985599,715.899348003378,1,Distance_shift-1
265,243,35.93333333333334,206644941.34543002,317553654.823433,22.8503903985599,715.899348003378,1,Distance_shift-1
266,244,35.766666666666666,206645141.200449,317110679.417087,22.9906270486197,715.897963252617,1,Distance_shift-2
267,244,35.6,206645141.200449,317110679.417087,22.9906270486197,715.897963252617,1,Distance_shift-2
268,244,35.416666666666664,206645141.200449,317110679.417087,22.9906270486197,715.897963252617,1,Distance_shift-2
269,245,35.233333333333334,206647509.724462,316667175.96620697,23.130439078235803,715.881552584984,1,Distance_shift-2
