ut_ms,description
1219396391000,"OCC_MARS_200KM_END_/_RA_181.86_/_DE_-00.16_/_OMP_(261.73,054.36)_/_SZA_083"
1219396452000,"MAD_AOS_10_/_RTLT_02375"
1219396481000,"CEB_AOS_10_/_RTLT_02375"
1219396751000,"CAN_LOS_10_/_RTLT_02375"
1219396978000,"800_KM_ASCEND"
1219397301000,"1200_KM_ASCEND"
1219397578000,"MRB_/_RANGE_06000KM_END"
1219397853000,"2000_KM_ASCEND"
1219397934000,"CAN_LOS_06_/_RTLT_02375"
1219398229000,"CAN_LOS_05_/_RTLT_02375"
1219399180000,"4000_KM_ASCEND"
1219402827000,"MRB_AOS_00"
1219404755000,"NNO_LOS_10_/_RTLT_02375"
1219404978000,"MRB_AOS_10"
1219406158000,"NNO_LOS_05_/_RTLT_02375"
1219406422000,"NNO_LOS_04_/_RTLT_02375"
1219408549000,"APOCENTRE_PASSAGE_05958"
1219408889000,"MLG_AOS_00_/_RTLT_02375"
1219410298000,"MLG_AOS_05_/_RTLT_02375"
1219411782000,"MLG_AOS_10_/_RTLT_02375"
1219414066000,"MRB_LOS_10"
1219415424000,"MRB_LOS_00"
1219417928000,"4000_KM_DESCEND"
1219419157000,"OCC_MARS_200KM_START_/_RA_182.02_/_DE_-00.23_/_OMP_(096.81,-46.27)_/_SZA_077"
1219419244000,"2000_KM_DESCEND"
1219419252000,"OCC_MARS_START_/_RA_182.02_/_DE_-00.23_/_OMP_(099.80,-43.16)_/_SZA_076"
1219419787000,"1200_KM_DESCEND"
1219420106000,"800_KM_DESCEND"
1219420228000,"MAR_PENUMBRA_START"
1219420417000,"MAR_PENUMBRA_END"
1219420870000,"PERICENTRE_PASSAGE_05958_/_SSP_(175.87,030.39)_/_SZA_105"
1219420882000,"OCC_MARS_END_/_RA_182.03_/_DE_-00.23_/_OMP_(155.01,049.84)_/_SZA_081"
1219421032000,"OCC_MARS_200KM_END_/_RA_182.03_/_DE_-00.23_/_OMP_(161.53,054.20)_/_SZA_083"
1219421618000,"800_KM_ASCEND"
1219421695000,"KLZ_LOS_10_/_RTLT_02376"
1219421704000,"MRB_/_RANGE_06000KM_START"
1219421765000,"GDS_AOS_05_/_RTLT_02376"
1219421852000,"BLK_LOS_10_/_RTLT_02376"
1219421941000,"1200_KM_ASCEND"
1219422060000,"GDS_AOS_06_/_RTLT_02376"
1219422492000,"2000_KM_ASCEND"
1219423041000,"MRB_AOS_00"
1219423243000,"GDS_AOS_10_/_RTLT_02376"
1219423372000,"MRB_AOS_10"
1219423820000,"4000_KM_ASCEND"
1219423961000,"KLZ_LOS_05_/_RTLT_02376"
1219424033000,"BLK_LOS_05_/_RTLT_02376"
1219424674000,"MRB_/_RANGE_06000KM_END"
1219426174000,"BLK_LOS_00_/_RTLT_02376"
1219426181000,"KLZ_LOS_00_/_RTLT_02376"
1219433169000,"MAD_LOS_10_/_RTLT_02376"
1219433189000,"APOCENTRE_PASSAGE_05959"
1219433195000,"CEB_LOS_10_/_RTLT_02376"
1219433501000,"MAD_LOS_09_/_RTLT_02376"
1219434659000,"CEB_LOS_05_/_RTLT_02376"
1219434755000,"MAD_LOS_05_/_RTLT_02376"
1219434781000,"CEB_LOS_05_/_RTLT_02376"
1219435706000,"MRB_LOS_10"
1219437818000,"MRB_LOS_00"
1219442567000,"4000_KM_DESCEND"
1219443805000,"OCC_MARS_200KM_START_/_RA_182.18_/_DE_-00.30_/_OMP_(357.01,-46.20)_/_SZA_077"
1219443883000,"2000_KM_DESCEND"
1219443900000,"OCC_MARS_START_/_RA_182.18_/_DE_-00.30_/_OMP_(000.02,-43.06)_/_SZA_076"
1219443901000,"MRB_/_RANGE_06000KM_START"
1219444226000,"CAN_AOS_05_/_RTLT_02377"
1219444426000,"1200_KM_DESCEND"
1219444745000,"800_KM_DESCEND"
1219444882000,"MAR_PENUMBRA_START"
1219445050000,"MAR_PENUMBRA_END"
1219445463000,"CAN_AOS_09_/_RTLT_02377"
1219445510000,"PERICENTRE_PASSAGE_05959_/_SSP_(075.77,030.20)_/_SZA_105"
1219445523000,"OCC_MARS_END_/_RA_182.19_/_DE_-00.31_/_OMP_(054.89,049.68)_/_SZA_081"
1219445673000,"OCC_MARS_200KM_END_/_RA_182.20_/_DE_-00.31_/_OMP_(061.40,054.08)_/_SZA_083"
1219445701000,"CAN_AOS_10_/_RTLT_02377"
1219446258000,"800_KM_ASCEND"
1219446581000,"1200_KM_ASCEND"
1219446614000,"MRB_/_RANGE_06000KM_END"
1219447132000,"2000_KM_ASCEND"
1219448460000,"4000_KM_ASCEND"
1219449117000,"MLG_LOS_10_/_RTLT_02377"
1219450602000,"MLG_LOS_05_/_RTLT_02377"
1219450622000,"NNO_AOS_00_/_RTLT_02377"
1219451398000,"MLG_LOS_02_/_RTLT_02377"
1219452021000,"NNO_AOS_05_/_RTLT_02377"
1219453423000,"NNO_AOS_10_/_RTLT_02377"
1219457829000,"APOCENTRE_PASSAGE_05960"
1219460380000,"GDS_LOS_10_/_RTLT_02377"
1219461562000,"GDS_LOS_06_/_RTLT_02377"
1219461856000,"GDS_LOS_05_/_RTLT_02378"
1219467208000,"4000_KM_DESCEND"
1219467859000,"MRB_/_RANGE_06000KM_START"
1219468452000,"OCC_MARS_200KM_START_/_RA_182.35_/_DE_-00.38_/_OMP_(257.28,-46.06)_/_SZA_077"
1219468524000,"2000_KM_DESCEND"
1219468541000,"MRB_AOS_00"
1219468548000,"OCC_MARS_START_/_RA_182.35_/_DE_-00.38_/_OMP_(260.30,-42.90)_/_SZA_076"
1219469068000,"1200_KM_DESCEND"
1219469089000,"MRB_AOS_10"
1219469387000,"800_KM_DESCEND"
1219469557000,"MAR_PENUMBRA_START"
1219469584000,"BLK_AOS_00_/_RTLT_02378"
1219469605000,"KLZ_AOS_00_/_RTLT_02378"
1219469664000,"MAR_PENUMBRA_END"
1219469758000,"MRB_LOS_10"
1219469932000,"MRB_LOS_00"
1219470151000,"PERICENTRE_PASSAGE_05960_/_SSP_(335.67,030.02)_/_SZA_105"
1219470164000,"OCC_MARS_END_/_RA_182.36_/_DE_-00.38_/_OMP_(314.72,049.48)_/_SZA_081"
1219470314000,"OCC_MARS_200KM_END_/_RA_182.36_/_DE_-00.38_/_OMP_(321.22,053.93)_/_SZA_083"
1219470898000,"800_KM_ASCEND"
1219471221000,"1200_KM_ASCEND"
1219471308000,"MRB_/_RANGE_06000KM_END"
1219471732000,"BLK_AOS_05_/_RTLT_02378"
1219471773000,"2000_KM_ASCEND"
1219471832000,"KLZ_AOS_05_/_RTLT_02378"
1219473100000,"4000_KM_ASCEND"
1219473920000,"BLK_AOS_10_/_RTLT_02378"
1219474105000,"KLZ_AOS_10_/_RTLT_02378"
1219480612000,"CEB_AOS_03_/_RTLT_02378"
1219481223000,"MAD_AOS_05_/_RTLT_02378"
1219481251000,"CEB_AOS_05_/_RTLT_02378"
1219481539000,"MAD_AOS_06_/_RTLT_02378"
1219482469000,"APOCENTRE_PASSAGE_05961"
1219482811000,"MAD_AOS_10_/_RTLT_02378"
1219482840000,"CEB_AOS_10_/_RTLT_02378"
1219483100000,"CAN_LOS_10_/_RTLT_02378"
1219484282000,"CAN_LOS_06_/_RTLT_02378"
1219484577000,"CAN_LOS_05_/_RTLT_02378"
1219491096000,"NNO_LOS_10_/_RTLT_02379"
1219491848000,"4000_KM_DESCEND"
1219492499000,"NNO_LOS_05_/_RTLT_02379"
1219492739000,"NNO_LOS_04_/_RTLT_02379"
1219493101000,"OCC_MARS_200KM_START_/_RA_182.51_/_DE_-00.45_/_OMP_(157.50,-45.97)_/_SZA_077"
1219493164000,"2000_KM_DESCEND"
1219493197000,"OCC_MARS_START_/_RA_182.52_/_DE_-00.45_/_OMP_(160.54,-42.77)_/_SZA_076"
1219493708000,"1200_KM_DESCEND"
1219494027000,"800_KM_DESCEND"
1219494240000,"MAR_PENUMBRA_START"
1219494270000,"MAR_PENUMBRA_END"
1219494791000,"PERICENTRE_PASSAGE_05961_/_SSP_(235.57,029.86)_/_SZA_105"
1219494806000,"OCC_MARS_END_/_RA_182.53_/_DE_-00.46_/_OMP_(214.59,049.31)_/_SZA_081"
1219494871000,"MRB_/_RANGE_06000KM_START"
1219494956000,"OCC_MARS_200KM_END_/_RA_182.53_/_DE_-00.46_/_OMP_(221.09,053.81)_/_SZA_083"
1219495149000,"MLG_AOS_00_/_RTLT_02379"
1219495539000,"800_KM_ASCEND"
1219495863000,"1200_KM_ASCEND"
1219496414000,"2000_KM_ASCEND"
1219496557000,"MLG_AOS_05_/_RTLT_02379"
1219497262000,"MRB_/_RANGE_06000KM_END"
1219497474000,"MRB_AOS_00"
1219497741000,"4000_KM_ASCEND"
1219498039000,"MLG_AOS_10_/_RTLT_02379"
1219498050000,"MRB_AOS_10"
1219507114000,"APOCENTRE_PASSAGE_05962"
1219507893000,"KLZ_LOS_10_/_RTLT_02379"
1219508056000,"BLK_LOS_10_/_RTLT_02379"
1219508114000,"GDS_AOS_05_/_RTLT_02379"
1219508408000,"GDS_AOS_06_/_RTLT_02379"
1219509593000,"GDS_AOS_10_/_RTLT_02379"
1219510164000,"KLZ_LOS_05_/_RTLT_02380"
1219510241000,"BLK_LOS_05_/_RTLT_02380"
1219512384000,"BLK_LOS_00_/_RTLT_02380"
1219512385000,"KLZ_LOS_00_/_RTLT_02380"
1219513305000,"MRB_LOS_10"
1219514310000,"MRB_LOS_00"
1219516496000,"4000_KM_DESCEND"
1219517756000,"OCC_MARS_200KM_START_/_RA_182.68_/_DE_-00.53_/_OMP_(057.77,-45.81)_/_SZA_077"
1219517812000,"2000_KM_DESCEND"
1219517853000,"OCC_MARS_START_/_RA_182.68_/_DE_-00.53_/_OMP_(060.82,-42.58)_/_SZA_076"
1219518356000,"1200_KM_DESCEND"
1219518675000,"800_KM_DESCEND"
1219519417000,"MAD_LOS_10_/_RTLT_02380"
1219519439000,"PERICENTRE_PASSAGE_05962_/_SSP_(135.43,029.69)_/_SZA_105"
1219519443000,"CEB_LOS_10_/_RTLT_02380"
1219519454000,"OCC_MARS_END_/_RA_182.69_/_DE_-00.53_/_OMP_(114.40,049.11)_/_SZA_081"
1219519605000,"OCC_MARS_200KM_END_/_RA_182.69_/_DE_-00.53_/_OMP_(120.88,053.65)_/_SZA_083"
1219519747000,"MAD_LOS_09_/_RTLT_02380"
1219520187000,"800_KM_ASCEND"
1219520243000,"MRB_/_RANGE_06000KM_START"
1219520510000,"1200_KM_ASCEND"
1219520906000,"CEB_LOS_05_/_RTLT_02380"
1219521004000,"MAD_LOS_05_/_RTLT_02380"
1219521031000,"CEB_LOS_05_/_RTLT_02380"
1219521061000,"2000_KM_ASCEND"
1219521441000,"MRB_/_RANGE_06000KM_END"
1219522389000,"4000_KM_ASCEND"
1219522673000,"MRB_AOS_00"
1219527864000,"MRB_LOS_00"
1219530484000,"CAN_AOS_05_/_RTLT_02380"
1219531711000,"CAN_AOS_09_/_RTLT_02380"
1219531758000,"APOCENTRE_PASSAGE_05963"
1219531959000,"CAN_AOS_10_/_RTLT_02380"
1219535468000,"MLG_LOS_10_/_RTLT_02381"
1219536887000,"NNO_AOS_00_/_RTLT_02381"
1219536951000,"MLG_LOS_05_/_RTLT_02381"
1219537739000,"MLG_LOS_02_/_RTLT_02381"
1219538286000,"NNO_AOS_05_/_RTLT_02381"
1219539687000,"NNO_AOS_10_/_RTLT_02381"
1219541138000,"4000_KM_DESCEND"
1219541904000,"MRB_/_RANGE_06000KM_START"
1219542405000,"OCC_MARS_200KM_START_/_RA_182.85_/_DE_-00.60_/_OMP_(317.96,-45.74)_/_SZA_077"
1219542454000,"2000_KM_DESCEND"
1219542502000,"OCC_MARS_START_/_RA_182.85_/_DE_-00.60_/_OMP_(321.03,-42.48)_/_SZA_076"
1219542997000,"1200_KM_DESCEND"
1219543316000,"800_KM_DESCEND"
1219544081000,"PERICENTRE_PASSAGE_05963_/_SSP_(035.33,029.52)_/_SZA_105"
1219544097000,"OCC_MARS_END_/_RA_182.86_/_DE_-00.61_/_OMP_(014.26,048.93)_/_SZA_081"
1219544248000,"OCC_MARS_200KM_END_/_RA_182.86_/_DE_-00.61_/_OMP_(020.74,053.53)_/_SZA_083"
1219544829000,"800_KM_ASCEND"
1219545152000,"1200_KM_ASCEND"
1219545195000,"MRB_/_RANGE_06000KM_END"
1219545703000,"2000_KM_ASCEND"
1219546638000,"GDS_LOS_10_/_RTLT_02381"
1219547030000,"4000_KM_ASCEND"
1219547821000,"GDS_LOS_06_/_RTLT_02381"
1219548116000,"GDS_LOS_05_/_RTLT_02381"
1219555982000,"BLK_AOS_00_/_RTLT_02381"
1219556008000,"KLZ_AOS_00_/_RTLT_02381"
1219556402000,"APOCENTRE_PASSAGE_05964"
1219558130000,"BLK_AOS_05_/_RTLT_02381"
1219558235000,"KLZ_AOS_05_/_RTLT_02381"
1219560323000,"BLK_AOS_10_/_RTLT_02382"
1219560514000,"KLZ_AOS_10_/_RTLT_02382"
1219565784000,"4000_KM_DESCEND"
1219566730000,"MRB_/_RANGE_06000KM_START"
1219566960000,"CEB_AOS_03_/_RTLT_02382"
1219567059000,"OCC_MARS_200KM_START_/_RA_183.01_/_DE_-00.68_/_OMP_(218.20,-45.62)_/_SZA_077"
1219567100000,"2000_KM_DESCEND"
1219567156000,"OCC_MARS_START_/_RA_183.01_/_DE_-00.68_/_OMP_(221.28,-42.32)_/_SZA_076"
1219567580000,"MAD_AOS_05_/_RTLT_02382"
1219567608000,"CEB_AOS_05_/_RTLT_02382"
1219567643000,"1200_KM_DESCEND"
1219567897000,"MAD_AOS_06_/_RTLT_02382"
1219567962000,"800_KM_DESCEND"
1219568727000,"PERICENTRE_PASSAGE_05964_/_SSP_(295.19,029.34)_/_SZA_105"
1219568743000,"OCC_MARS_END_/_RA_183.03_/_DE_-00.68_/_OMP_(274.08,048.74)_/_SZA_081"
1219568894000,"OCC_MARS_200KM_END_/_RA_183.03_/_DE_-00.68_/_OMP_(280.55,053.37)_/_SZA_083"
1219569170000,"MAD_AOS_10_/_RTLT_02382"
1219569198000,"CEB_AOS_10_/_RTLT_02382"
1219569448000,"CAN_LOS_10_/_RTLT_02382"
1219569475000,"800_KM_ASCEND"
1219569798000,"1200_KM_ASCEND"
1219569979000,"MRB_/_RANGE_06000KM_END"
1219570349000,"2000_KM_ASCEND"
1219570630000,"CAN_LOS_06_/_RTLT_02382"
1219570925000,"CAN_LOS_05_/_RTLT_02382"
1219571676000,"4000_KM_ASCEND"
1219577439000,"NNO_LOS_10_/_RTLT_02382"
1219578842000,"NNO_LOS_05_/_RTLT_02382"
1219579056000,"NNO_LOS_04_/_RTLT_02382"
1219579842000,"MRB_AOS_00"
1219581044000,"APOCENTRE_PASSAGE_05965"
1219581407000,"MLG_AOS_00_/_RTLT_02382"
1219582814000,"MLG_AOS_05_/_RTLT_02383"
1219584296000,"MLG_AOS_10_/_RTLT_02383"
1219587346000,"MRB_LOS_00"
1219590423000,"4000_KM_DESCEND"
1219591705000,"OCC_MARS_200KM_START_/_RA_183.18_/_DE_-00.75_/_OMP_(118.42,-45.54)_/_SZA_077"
1219591739000,"2000_KM_DESCEND"
1219591802000,"OCC_MARS_START_/_RA_183.18_/_DE_-00.76_/_OMP_(121.51,-42.21)_/_SZA_076"
1219592282000,"1200_KM_DESCEND"
1219592601000,"800_KM_DESCEND"
1219593365000,"PERICENTRE_PASSAGE_05965_/_SSP_(195.09,029.13)_/_SZA_105"
1219593383000,"OCC_MARS_END_/_RA_183.19_/_DE_-00.76_/_OMP_(173.93,048.54)_/_SZA_081"
1219593534000,"OCC_MARS_200KM_END_/_RA_183.19_/_DE_-00.76_/_OMP_(180.38,053.22)_/_SZA_083"
1219594094000,"KLZ_LOS_10_/_RTLT_02383"
1219594113000,"800_KM_ASCEND"
1219594189000,"MRB_/_RANGE_06000KM_START"
1219594261000,"BLK_LOS_10_/_RTLT_02383"
1219594436000,"1200_KM_ASCEND"
1219594462000,"GDS_AOS_05_/_RTLT_02383"
1219594757000,"GDS_AOS_06_/_RTLT_02383"
1219594987000,"2000_KM_ASCEND"
1219595543000,"MRB_AOS_00"
1219595862000,"MRB_AOS_10"
1219595942000,"GDS_AOS_10_/_RTLT_02383"
1219596314000,"4000_KM_ASCEND"
1219596369000,"KLZ_LOS_05_/_RTLT_02383"
1219596451000,"BLK_LOS_05_/_RTLT_02383"
1219597378000,"MRB_/_RANGE_06000KM_END"
1219598592000,"KLZ_LOS_00_/_RTLT_02383"
1219598595000,"BLK_LOS_00_/_RTLT_02383"
1219605665000,"MAD_LOS_10_/_RTLT_02383"
1219605685000,"APOCENTRE_PASSAGE_05966"
1219605691000,"CEB_LOS_10_/_RTLT_02383"
1219605992000,"MAD_LOS_09_/_RTLT_02383"
1219607151000,"CEB_LOS_05_/_RTLT_02383"
1219607253000,"MAD_LOS_05_/_RTLT_02384"
1219607280000,"CEB_LOS_05_/_RTLT_02384"
1219610448000,"MRB_LOS_10"
1219612006000,"MRB_LOS_00"
1219615066000,"4000_KM_DESCEND"
1219616356000,"OCC_MARS_200KM_START_/_RA_183.35_/_DE_-00.83_/_OMP_(018.64,-45.44)_/_SZA_077"
1219616382000,"2000_KM_DESCEND"
1219616454000,"OCC_MARS_START_/_RA_183.35_/_DE_-00.83_/_OMP_(021.74,-42.07)_/_SZA_076"
1219616743000,"CAN_AOS_05_/_RTLT_02384"
1219616926000,"1200_KM_DESCEND"
1219617026000,"MRB_/_RANGE_06000KM_START"
1219617244000,"800_KM_DESCEND"
1219617960000,"CAN_AOS_09_/_RTLT_02384"
1219618009000,"PERICENTRE_PASSAGE_05966_/_SSP_(094.98,028.95)_/_SZA_105"
1219618027000,"OCC_MARS_END_/_RA_183.36_/_DE_-00.83_/_OMP_(073.79,048.36)_/_SZA_081"
1219618179000,"OCC_MARS_200KM_END_/_RA_183.36_/_DE_-00.83_/_OMP_(080.23,053.08)_/_SZA_083"
1219618217000,"CAN_AOS_10_/_RTLT_02384"
1219618757000,"800_KM_ASCEND"
1219619080000,"1200_KM_ASCEND"
1219619137000,"MRB_/_RANGE_06000KM_END"
1219619631000,"2000_KM_ASCEND"
1219620958000,"4000_KM_ASCEND"
1219621818000,"MLG_LOS_10_/_RTLT_02384"
1219623153000,"NNO_AOS_00_/_RTLT_02384"
1219623300000,"MLG_LOS_05_/_RTLT_02384"
1219624083000,"MLG_LOS_02_/_RTLT_02384"
1219624552000,"NNO_AOS_05_/_RTLT_02384"
1219625952000,"NNO_AOS_10_/_RTLT_02384"
1219630328000,"APOCENTRE_PASSAGE_05967"
1219632895000,"GDS_LOS_10_/_RTLT_02385"
1219634078000,"GDS_LOS_06_/_RTLT_02385"
1219634373000,"GDS_LOS_05_/_RTLT_02385"
1219639708000,"4000_KM_DESCEND"
1219640357000,"MRB_/_RANGE_06000KM_START"
1219640979000,"MRB_AOS_00"
1219641006000,"OCC_MARS_200KM_START_/_RA_183.51_/_DE_-00.91_/_OMP_(278.89,-45.32)_/_SZA_077"
1219641024000,"2000_KM_DESCEND"
1219641104000,"OCC_MARS_START_/_RA_183.51_/_DE_-00.91_/_OMP_(282.00,-41.91)_/_SZA_076"
1219641438000,"MRB_AOS_10"
1219641568000,"1200_KM_DESCEND"
1219641887000,"800_KM_DESCEND"
1219642378000,"BLK_AOS_00_/_RTLT_02385"
1219642408000,"KLZ_AOS_00_/_RTLT_02385"
1219642445000,"MRB_LOS_10"
1219642558000,"MRB_LOS_00"
1219642651000,"PERICENTRE_PASSAGE_05967_/_SSP_(354.87,028.78)_/_SZA_105"
1219642670000,"OCC_MARS_END_/_RA_183.52_/_DE_-00.91_/_OMP_(333.62,048.15)_/_SZA_081"
1219642821000,"OCC_MARS_200KM_END_/_RA_183.53_/_DE_-00.91_/_OMP_(340.05,052.93)_/_SZA_083"
1219643399000,"800_KM_ASCEND"
1219643722000,"1200_KM_ASCEND"
1219643805000,"MRB_/_RANGE_06000KM_END"
1219644273000,"2000_KM_ASCEND"
1219644528000,"BLK_AOS_05_/_RTLT_02385"
1219644638000,"KLZ_AOS_05_/_RTLT_02385"
1219645600000,"4000_KM_ASCEND"
1219646726000,"BLK_AOS_10_/_RTLT_02385"
1219646922000,"KLZ_AOS_10_/_RTLT_02385"
1219653309000,"CEB_AOS_03_/_RTLT_02385"
1219653939000,"MAD_AOS_05_/_RTLT_02385"
1219653967000,"CEB_AOS_05_/_RTLT_02385"
1219654255000,"MAD_AOS_06_/_RTLT_02385"
1219654972000,"APOCENTRE_PASSAGE_05968"
1219655529000,"MAD_AOS_10_/_RTLT_02385"
1219655558000,"CEB_AOS_10_/_RTLT_02385"
1219655799000,"CAN_LOS_10_/_RTLT_02385"
1219656979000,"CAN_LOS_06_/_RTLT_02386"
1219657273000,"CAN_LOS_05_/_RTLT_02386"
1219663781000,"NNO_LOS_10_/_RTLT_02386"
1219664353000,"4000_KM_DESCEND"
1219665184000,"NNO_LOS_05_/_RTLT_02386"
1219665373000,"NNO_LOS_04_/_RTLT_02386"
1219665658000,"OCC_MARS_200KM_START_/_RA_183.68_/_DE_-00.98_/_OMP_(179.10,-45.22)_/_SZA_077"
1219665669000,"2000_KM_DESCEND"
1219665757000,"OCC_MARS_START_/_RA_183.68_/_DE_-00.98_/_OMP_(182.23,-41.78)_/_SZA_076"
1219666212000,"1200_KM_DESCEND"
1219666232000,"MRB_/_RANGE_06000KM_START"
1219666531000,"800_KM_DESCEND"
1219667296000,"PERICENTRE_PASSAGE_05968_/_SSP_(254.74,028.64)_/_SZA_105"
1219667316000,"OCC_MARS_END_/_RA_183.69_/_DE_-00.98_/_OMP_(233.48,047.97)_/_SZA_081"
1219667468000,"OCC_MARS_200KM_END_/_RA_183.69_/_DE_-00.99_/_OMP_(239.91,052.80)_/_SZA_083"
1219667668000,"MLG_AOS_00_/_RTLT_02386"
1219668045000,"800_KM_ASCEND"
1219668368000,"1200_KM_ASCEND"
1219668917000,"MRB_/_RANGE_06000KM_END"
1219668918000,"2000_KM_ASCEND"
1219669073000,"MLG_AOS_05_/_RTLT_02386"
1219670245000,"4000_KM_ASCEND"
1219670554000,"MLG_AOS_10_/_RTLT_02386"
1219671034000,"MRB_AOS_00"
1219672139000,"MRB_AOS_10"
1219679616000,"APOCENTRE_PASSAGE_05969"
1219680292000,"KLZ_LOS_10_/_RTLT_02386"
1219680466000,"BLK_LOS_10_/_RTLT_02386"
1219680811000,"GDS_AOS_05_/_RTLT_02386"
1219681106000,"GDS_AOS_06_/_RTLT_02386"
1219682292000,"GDS_AOS_10_/_RTLT_02387"
1219682571000,"KLZ_LOS_05_/_RTLT_02387"
1219682659000,"BLK_LOS_05_/_RTLT_02387"
1219684797000,"KLZ_LOS_00_/_RTLT_02387"
1219684805000,"BLK_LOS_00_/_RTLT_02387"
1219685940000,"MRB_LOS_10"
1219686925000,"MRB_LOS_00"
1219688998000,"4000_KM_DESCEND"
1219690309000,"OCC_MARS_200KM_START_/_RA_183.85_/_DE_-01.06_/_OMP_(079.37,-45.07)_/_SZA_077"
1219690314000,"2000_KM_DESCEND"
1219690409000,"OCC_MARS_START_/_RA_183.85_/_DE_-01.06_/_OMP_(082.51,-41.60)_/_SZA_076"
1219690857000,"1200_KM_DESCEND"
1219691176000,"800_KM_DESCEND"
1219691914000,"MAD_LOS_10_/_RTLT_02387"
1219691939000,"CEB_LOS_10_/_RTLT_02387"
1219691940000,"PERICENTRE_PASSAGE_05969_/_SSP_(154.62,028.47)_/_SZA_105"
1219691960000,"OCC_MARS_END_/_RA_183.86_/_DE_-01.06_/_OMP_(133.30,047.75)_/_SZA_081"
1219692112000,"OCC_MARS_200KM_END_/_RA_183.86_/_DE_-01.06_/_OMP_(139.71,052.63)_/_SZA_083"
1219692239000,"MAD_LOS_09_/_RTLT_02387"
1219692688000,"800_KM_ASCEND"
1219692872000,"MRB_/_RANGE_06000KM_START"
1219693011000,"1200_KM_ASCEND"
1219693398000,"CEB_LOS_05_/_RTLT_02387"
1219693503000,"MAD_LOS_05_/_RTLT_02387"
1219693529000,"CEB_LOS_05_/_RTLT_02387"
1219693562000,"2000_KM_ASCEND"
1219694417000,"MRB_AOS_00"
1219694830000,"MRB_/_RANGE_06000KM_END"
1219694889000,"4000_KM_ASCEND"
1219694937000,"MRB_AOS_10"
1219702849000,"MRB_LOS_10"
1219703001000,"CAN_AOS_05_/_RTLT_02387"
1219704208000,"CAN_AOS_09_/_RTLT_02387"
1219704258000,"APOCENTRE_PASSAGE_05970"
1219704474000,"CAN_AOS_10_/_RTLT_02387"
1219705360000,"MRB_LOS_00"
1219708167000,"MLG_LOS_10_/_RTLT_02388"
