ut_ms,description
1397512982000,"1200_KM_ASCEND"
1397513121000,"MRB_AOS_00"
1397513291000,"MRB_AOS_10"
1397513526000,"2000_KM_ASCEND"
1397514134000,"MLG_AOS_05_/_RTLT_00616"
1397514832000,"4000_KM_ASCEND"
1397515609000,"MLG_AOS_10_/_RTLT_00616"
1397516137000,"MRB_/_RANGE_06000KM_END"
1397523198000,"MRB_LOS_10"
1397524480000,"APOCENTRE_PASSAGE_13065"
1397524536000,"KLZ_LOS_10_/_RTLT_00616"
1397524787000,"BLK_LOS_10_/_RTLT_00616"
1397525405000,"MRB_LOS_00"
1397526897000,"KLZ_LOS_05_/_RTLT_00616"
1397527006000,"GDS_AOS_05_/_RTLT_00616"
1397527051000,"BLK_LOS_05_/_RTLT_00616"
1397527303000,"GDS_AOS_06_/_RTLT_00616"
1397528498000,"GDS_AOS_10_/_RTLT_00616"
1397529159000,"KLZ_LOS_00_/_RTLT_00616"
1397529230000,"BLK_LOS_00_/_RTLT_00616"
1397534137000,"4000_KM_DESCEND"
1397534476000,"MSL_/_RANGE_06000KM_START"
1397535359000,"OCC_MARS_200KM_START_/_RA_195.92_/_DE_-04.34_/_OMP_(067.11,064.61)_/_SZA_088"
1397535422000,"OCC_MARS_START_/_RA_195.92_/_DE_-04.34_/_OMP_(065.88,064.38)_/_SZA_088"
1397535433000,"2000_KM_DESCEND"
1397535461000,"MAR_PENUMBRA_START"
1397535469000,"MAR_UMBRA_START"
1397535878000,"MRB_/_RANGE_06000KM_START"
1397535971000,"1200_KM_DESCEND"
1397536287000,"800_KM_DESCEND"
1397536789000,"MAD_LOS_10_/_RTLT_00616"
1397536814000,"CEB_LOS_10_/_RTLT_00616"
1397537059000,"PERICENTRE_PASSAGE_13065_/_SSP_(090.42,-65.82)_/_SZA_136"
1397537156000,"MAD_LOS_09_/_RTLT_00616"
1397537369000,"OCC_MARS_END_/_RA_195.91_/_DE_-04.34_/_OMP_(262.38,-67.68)_/_SZA_091"
1397537373000,"MAR_UMBRA_END"
1397537377000,"MAR_PENUMBRA_END"
1397537460000,"OCC_MARS_200KM_END_/_RA_195.91_/_DE_-04.34_/_OMP_(260.20,-67.58)_/_SZA_091"
1397537817000,"800_KM_ASCEND"
1397538007000,"MSL_/_RANGE_06000KM_END"
1397538137000,"1200_KM_ASCEND"
1397538213000,"MRB_/_RANGE_06000KM_END"
1397538379000,"CEB_LOS_05_/_RTLT_00616"
1397538397000,"MAD_LOS_05_/_RTLT_00616"
1397538423000,"CEB_LOS_05_/_RTLT_00616"
1397538682000,"2000_KM_ASCEND"
1397539988000,"4000_KM_ASCEND"
1397548009000,"CAN_AOS_05_/_RTLT_00616"
1397549112000,"CAN_AOS_09_/_RTLT_00616"
1397549476000,"CAN_AOS_10_/_RTLT_00616"
1397549635000,"APOCENTRE_PASSAGE_13066"
1397554269000,"MLG_LOS_10_/_RTLT_00616"
1397554495000,"NNO_AOS_00_/_RTLT_00616"
1397555742000,"MLG_LOS_05_/_RTLT_00616"
1397555894000,"NNO_AOS_05_/_RTLT_00616"
1397556262000,"MLG_LOS_03_/_RTLT_00616"
1397557290000,"NNO_AOS_10_/_RTLT_00616"
1397557464000,"MRB_AOS_00"
1397558688000,"MRB_AOS_10"
1397559137000,"MRB_/_RANGE_06000KM_START"
1397559292000,"4000_KM_DESCEND"
1397560518000,"OCC_MARS_200KM_START_/_RA_195.82_/_DE_-04.30_/_OMP_(325.16,064.66)_/_SZA_088"
1397560580000,"OCC_MARS_START_/_RA_195.82_/_DE_-04.30_/_OMP_(323.94,064.43)_/_SZA_088"
1397560588000,"2000_KM_DESCEND"
1397560620000,"MAR_PENUMBRA_START"
1397560628000,"MAR_UMBRA_START"
1397561127000,"1200_KM_DESCEND"
1397561443000,"800_KM_DESCEND"
1397561560000,"MRB_LOS_10"
1397561676000,"MRB_LOS_00"
1397562069000,"MSL_/_RANGE_06000KM_START"
1397562214000,"PERICENTRE_PASSAGE_13066_/_SSP_(348.20,-65.65)_/_SZA_136"
1397562526000,"OCC_MARS_END_/_RA_195.81_/_DE_-04.30_/_OMP_(160.07,-67.65)_/_SZA_091"
1397562530000,"MAR_UMBRA_END"
1397562534000,"MAR_PENUMBRA_END"
1397562617000,"OCC_MARS_200KM_END_/_RA_195.81_/_DE_-04.30_/_OMP_(157.93,-67.55)_/_SZA_091"
1397562921000,"MRB_/_RANGE_06000KM_END"
1397562971000,"800_KM_ASCEND"
1397563292000,"1200_KM_ASCEND"
1397563540000,"MSL_AOS_06"
1397563607000,"MSL_AOS_10"
1397563837000,"2000_KM_ASCEND"
1397564098000,"GDS_LOS_10_/_RTLT_00616"
1397565143000,"4000_KM_ASCEND"
1397565295000,"GDS_LOS_06_/_RTLT_00616"
1397565592000,"GDS_LOS_05_/_RTLT_00616"
1397566392000,"MSL_/_RANGE_06000KM_END"
1397573617000,"MSL_LOS_10"
1397574664000,"MSL_LOS_05"
1397574791000,"APOCENTRE_PASSAGE_13067"
1397575379000,"BLK_AOS_00_/_RTLT_00616"
1397575473000,"KLZ_AOS_00_/_RTLT_00616"
1397577555000,"BLK_AOS_05_/_RTLT_00616"
1397577733000,"KLZ_AOS_05_/_RTLT_00616"
1397579814000,"BLK_AOS_10_/_RTLT_00616"
1397580088000,"KLZ_AOS_10_/_RTLT_00616"
1397584447000,"4000_KM_DESCEND"
1397585678000,"OCC_MARS_200KM_START_/_RA_195.71_/_DE_-04.27_/_OMP_(223.21,064.70)_/_SZA_088"
1397585680000,"CEB_AOS_03_/_RTLT_00617"
1397585740000,"OCC_MARS_START_/_RA_195.71_/_DE_-04.27_/_OMP_(222.00,064.48)_/_SZA_088"
1397585744000,"2000_KM_DESCEND"
1397585780000,"MAR_PENUMBRA_START"
1397585788000,"MAR_UMBRA_START"
1397586282000,"1200_KM_DESCEND"
1397586400000,"MAD_AOS_05_/_RTLT_00617"
1397586428000,"CEB_AOS_05_/_RTLT_00617"
1397586579000,"MSL_/_RANGE_06000KM_START"
1397586598000,"800_KM_DESCEND"
1397586719000,"MAD_AOS_06_/_RTLT_00617"
1397586762000,"MRB_/_RANGE_06000KM_START"
1397587370000,"PERICENTRE_PASSAGE_13067_/_SSP_(245.97,-65.50)_/_SZA_137"
1397587684000,"OCC_MARS_END_/_RA_195.70_/_DE_-04.27_/_OMP_(057.77,-67.61)_/_SZA_091"
1397587687000,"MAR_UMBRA_END"
1397587691000,"MAR_PENUMBRA_END"
1397587774000,"OCC_MARS_200KM_END_/_RA_195.70_/_DE_-04.27_/_OMP_(055.66,-67.52)_/_SZA_091"
1397588008000,"MAD_AOS_10_/_RTLT_00616"
1397588038000,"CEB_AOS_10_/_RTLT_00616"
1397588128000,"800_KM_ASCEND"
1397588128000,"CAN_LOS_10_/_RTLT_00616"
1397588448000,"1200_KM_ASCEND"
1397588913000,"MSL_/_RANGE_06000KM_END"
1397588992000,"2000_KM_ASCEND"
1397589301000,"CAN_LOS_06_/_RTLT_00616"
1397589474000,"MRB_AOS_00"
1397589594000,"CAN_LOS_05_/_RTLT_00616"
1397590226000,"MRB_AOS_10"
1397590298000,"4000_KM_ASCEND"
1397590323000,"MRB_/_RANGE_06000KM_END"
1397595996000,"NNO_LOS_10_/_RTLT_00616"
1397597313000,"NNO_LOS_05_/_RTLT_00616"
1397597391000,"NNO_LOS_05_/_RTLT_00616"
1397598862000,"MLG_AOS_00_/_RTLT_00616"
1397599171000,"MRB_LOS_10"
1397599948000,"APOCENTRE_PASSAGE_13068"
1397600233000,"MLG_AOS_05_/_RTLT_00616"
1397601568000,"MRB_LOS_00"
1397601707000,"MLG_AOS_10_/_RTLT_00616"
1397608829000,"MSL_AOS_05"
1397609353000,"MSL_AOS_10"
1397609537000,"MSL_/_RANGE_06000KM_START"
1397609607000,"4000_KM_DESCEND"
1397610659000,"KLZ_LOS_10_/_RTLT_00617"
1397610840000,"OCC_MARS_200KM_START_/_RA_195.61_/_DE_-04.24_/_OMP_(121.23,064.74)_/_SZA_088"
1397610903000,"2000_KM_DESCEND"
1397610903000,"OCC_MARS_START_/_RA_195.61_/_DE_-04.24_/_OMP_(120.03,064.52)_/_SZA_088"
1397610907000,"BLK_LOS_10_/_RTLT_00617"
1397610943000,"MAR_PENUMBRA_START"
1397610951000,"MAR_UMBRA_START"
1397611441000,"1200_KM_DESCEND"
1397611757000,"800_KM_DESCEND"
1397611931000,"MSL_LOS_10"
1397611980000,"MSL_LOS_05"
1397612413000,"MRB_/_RANGE_06000KM_START"
1397612529000,"PERICENTRE_PASSAGE_13068_/_SSP_(143.71,-65.34)_/_SZA_137"
1397612846000,"OCC_MARS_END_/_RA_195.60_/_DE_-04.24_/_OMP_(315.48,-67.58)_/_SZA_090"
1397612848000,"MAR_UMBRA_END"
1397612852000,"MAR_PENUMBRA_END"
1397612935000,"OCC_MARS_200KM_END_/_RA_195.60_/_DE_-04.24_/_OMP_(313.41,-67.49)_/_SZA_091"
1397613014000,"KLZ_LOS_05_/_RTLT_00617"
1397613065000,"GDS_AOS_05_/_RTLT_00617"
1397613166000,"BLK_LOS_05_/_RTLT_00617"
1397613256000,"MSL_/_RANGE_06000KM_END"
1397613286000,"800_KM_ASCEND"
1397613362000,"GDS_AOS_06_/_RTLT_00617"
1397613607000,"1200_KM_ASCEND"
1397614151000,"2000_KM_ASCEND"
1397614244000,"MRB_AOS_00"
1397614558000,"GDS_AOS_10_/_RTLT_00617"
1397614848000,"MRB_AOS_10"
1397615274000,"KLZ_LOS_00_/_RTLT_00617"
1397615343000,"BLK_LOS_00_/_RTLT_00617"
1397615457000,"4000_KM_ASCEND"
1397615586000,"MRB_/_RANGE_06000KM_END"
1397617660000,"MRB_LOS_10"
1397620375000,"MRB_LOS_00"
1397622893000,"MAD_LOS_10_/_RTLT_00617"
1397622918000,"CEB_LOS_10_/_RTLT_00617"
1397623257000,"MAD_LOS_09_/_RTLT_00617"
1397624479000,"CEB_LOS_05_/_RTLT_00617"
1397624500000,"MAD_LOS_05_/_RTLT_00617"
1397624526000,"CEB_LOS_05_/_RTLT_00617"
1397625104000,"APOCENTRE_PASSAGE_13069"
1397634105000,"CAN_AOS_05_/_RTLT_00617"
1397634760000,"4000_KM_DESCEND"
1397635095000,"MRB_/_RANGE_06000KM_START"
1397635126000,"MRB_AOS_00"
1397635210000,"CAN_AOS_09_/_RTLT_00617"
1397635571000,"CAN_AOS_10_/_RTLT_00617"
1397635998000,"OCC_MARS_200KM_START_/_RA_195.50_/_DE_-04.21_/_OMP_(019.33,064.79)_/_SZA_089"
1397636056000,"2000_KM_DESCEND"
1397636061000,"OCC_MARS_START_/_RA_195.50_/_DE_-04.21_/_OMP_(018.14,064.58)_/_SZA_088"
1397636101000,"MAR_PENUMBRA_START"
1397636109000,"MAR_UMBRA_START"
1397636422000,"MRB_LOS_00"
1397636594000,"1200_KM_DESCEND"
1397636650000,"MSL_/_RANGE_06000KM_START"
1397636910000,"800_KM_DESCEND"
1397637682000,"PERICENTRE_PASSAGE_13069_/_SSP_(041.49,-65.17)_/_SZA_137"
1397638002000,"OCC_MARS_END_/_RA_195.49_/_DE_-04.21_/_OMP_(213.19,-67.55)_/_SZA_090"
1397638003000,"MAR_UMBRA_END"
1397638007000,"MAR_PENUMBRA_END"
1397638091000,"OCC_MARS_200KM_END_/_RA_195.49_/_DE_-04.21_/_OMP_(211.16,-67.46)_/_SZA_091"
1397638403000,"MRB_/_RANGE_06000KM_END"
1397638440000,"800_KM_ASCEND"
1397638760000,"1200_KM_ASCEND"
1397639304000,"2000_KM_ASCEND"
1397639998000,"MSL_/_RANGE_06000KM_END"
1397640329000,"MLG_LOS_10_/_RTLT_00617"
1397640587000,"NNO_AOS_00_/_RTLT_00617"
1397640610000,"4000_KM_ASCEND"
1397641305000,"MSL_AOS_02"
1397641803000,"MLG_LOS_05_/_RTLT_00617"
1397641986000,"NNO_AOS_05_/_RTLT_00617"
1397642329000,"MLG_LOS_03_/_RTLT_00617"
1397643382000,"NNO_AOS_10_/_RTLT_00617"
1397643684000,"MSL_AOS_10"
1397646829000,"MSL_LOS_10"
1397649496000,"MSL_LOS_05"
1397650199000,"GDS_LOS_10_/_RTLT_00617"
1397650260000,"APOCENTRE_PASSAGE_13070"
1397651394000,"GDS_LOS_06_/_RTLT_00617"
1397651691000,"GDS_LOS_05_/_RTLT_00617"
1397659918000,"4000_KM_DESCEND"
1397660390000,"MRB_/_RANGE_06000KM_START"
1397661160000,"OCC_MARS_200KM_START_/_RA_195.40_/_DE_-04.18_/_OMP_(277.35,064.83)_/_SZA_089"
1397661214000,"2000_KM_DESCEND"
1397661223000,"OCC_MARS_START_/_RA_195.40_/_DE_-04.18_/_OMP_(276.18,064.62)_/_SZA_088"
1397661264000,"MAR_PENUMBRA_START"
1397661271000,"MAR_UMBRA_START"
1397661419000,"BLK_AOS_00_/_RTLT_00617"
1397661511000,"KLZ_AOS_00_/_RTLT_00617"
1397661752000,"1200_KM_DESCEND"
1397662068000,"800_KM_DESCEND"
1397662740000,"MSL_/_RANGE_06000KM_START"
1397662840000,"PERICENTRE_PASSAGE_13070_/_SSP_(299.23,-65.00)_/_SZA_137"
1397663162000,"OCC_MARS_END_/_RA_195.39_/_DE_-04.18_/_OMP_(110.91,-67.52)_/_SZA_090"
1397663163000,"MAR_UMBRA_END"
1397663167000,"MAR_PENUMBRA_END"
1397663251000,"OCC_MARS_200KM_END_/_RA_195.39_/_DE_-04.18_/_OMP_(108.91,-67.43)_/_SZA_090"
1397663595000,"BLK_AOS_05_/_RTLT_00617"
1397663598000,"800_KM_ASCEND"
1397663770000,"KLZ_AOS_05_/_RTLT_00617"
1397663835000,"MRB_/_RANGE_06000KM_END"
1397663918000,"1200_KM_ASCEND"
1397664295000,"MSL_AOS_03"
1397664462000,"2000_KM_ASCEND"
1397664489000,"MSL_AOS_10"
1397665768000,"4000_KM_ASCEND"
1397665852000,"BLK_AOS_10_/_RTLT_00617"
1397666123000,"KLZ_AOS_10_/_RTLT_00617"
1397666333000,"MSL_/_RANGE_06000KM_END"
1397670061000,"MSL_LOS_10"
1397671320000,"MSL_LOS_04"
1397671741000,"CEB_AOS_03_/_RTLT_00617"
1397672457000,"MAD_AOS_05_/_RTLT_00617"
1397672485000,"CEB_AOS_05_/_RTLT_00617"
1397672775000,"MAD_AOS_06_/_RTLT_00617"
1397674062000,"MAD_AOS_10_/_RTLT_00617"
1397674091000,"CEB_AOS_10_/_RTLT_00617"
1397674187000,"CAN_LOS_10_/_RTLT_00617"
1397675361000,"CAN_LOS_06_/_RTLT_00617"
1397675415000,"APOCENTRE_PASSAGE_13071"
1397675654000,"CAN_LOS_05_/_RTLT_00617"
1397682059000,"NNO_LOS_10_/_RTLT_00617"
1397683384000,"NNO_LOS_05_/_RTLT_00617"
1397683454000,"NNO_LOS_05_/_RTLT_00617"
1397684958000,"MLG_AOS_00_/_RTLT_00617"
1397685070000,"4000_KM_DESCEND"
1397685738000,"MSL_/_RANGE_06000KM_START"
1397686316000,"OCC_MARS_200KM_START_/_RA_195.30_/_DE_-04.15_/_OMP_(175.45,064.87)_/_SZA_089"
1397686329000,"MLG_AOS_05_/_RTLT_00617"
1397686366000,"2000_KM_DESCEND"
1397686378000,"OCC_MARS_START_/_RA_195.30_/_DE_-04.15_/_OMP_(174.28,064.67)_/_SZA_088"
1397686420000,"MAR_PENUMBRA_START"
1397686427000,"MAR_UMBRA_START"
1397686904000,"1200_KM_DESCEND"
1397687220000,"800_KM_DESCEND"
1397687802000,"MLG_AOS_10_/_RTLT_00617"
1397687928000,"MRB_/_RANGE_06000KM_START"
1397687992000,"PERICENTRE_PASSAGE_13071_/_SSP_(197.01,-64.81)_/_SZA_137"
1397688316000,"MAR_UMBRA_END"
1397688316000,"OCC_MARS_END_/_RA_195.29_/_DE_-04.15_/_OMP_(008.63,-67.49)_/_SZA_090"
1397688321000,"MAR_PENUMBRA_END"
1397688405000,"OCC_MARS_200KM_END_/_RA_195.28_/_DE_-04.15_/_OMP_(006.66,-67.40)_/_SZA_090"
1397688749000,"800_KM_ASCEND"
1397688805000,"MSL_/_RANGE_06000KM_END"
1397689069000,"1200_KM_ASCEND"
1397689237000,"MRB_AOS_00"
1397689413000,"MRB_AOS_10"
1397689614000,"2000_KM_ASCEND"
1397690920000,"4000_KM_ASCEND"
1397692260000,"MRB_/_RANGE_06000KM_END"
1397696783000,"KLZ_LOS_10_/_RTLT_00617"
1397697029000,"BLK_LOS_10_/_RTLT_00617"
1397699125000,"GDS_AOS_05_/_RTLT_00617"
1397699137000,"KLZ_LOS_05_/_RTLT_00617"
1397699287000,"BLK_LOS_05_/_RTLT_00617"
1397699422000,"GDS_AOS_06_/_RTLT_00617"
1397699746000,"MRB_LOS_10"
1397700569000,"APOCENTRE_PASSAGE_13072"
1397700616000,"GDS_AOS_10_/_RTLT_00617"
1397701397000,"KLZ_LOS_00_/_RTLT_00617"
1397701464000,"BLK_LOS_00_/_RTLT_00617"
1397701898000,"MRB_LOS_00"
1397708995000,"MAD_LOS_10_/_RTLT_00617"
1397709020000,"CEB_LOS_10_/_RTLT_00617"
1397709357000,"MAD_LOS_09_/_RTLT_00617"
1397710226000,"4000_KM_DESCEND"
1397710500000,"MSL_/_RANGE_06000KM_START"
1397710577000,"CEB_LOS_05_/_RTLT_00617"
1397710601000,"MAD_LOS_05_/_RTLT_00617"
1397710627000,"CEB_LOS_05_/_RTLT_00617"
1397711477000,"OCC_MARS_200KM_START_/_RA_195.19_/_DE_-04.11_/_OMP_(073.50,064.91)_/_SZA_089"
1397711522000,"2000_KM_DESCEND"
1397711539000,"OCC_MARS_START_/_RA_195.19_/_DE_-04.11_/_OMP_(072.35,064.72)_/_SZA_089"
1397711581000,"MAR_PENUMBRA_START"
1397711588000,"MAR_UMBRA_START"
1397712060000,"1200_KM_DESCEND"
1397712130000,"MRB_/_RANGE_06000KM_START"
1397712376000,"800_KM_DESCEND"
1397713148000,"PERICENTRE_PASSAGE_13072_/_SSP_(094.79,-64.65)_/_SZA_137"
1397713475000,"MAR_UMBRA_END"
1397713475000,"OCC_MARS_END_/_RA_195.18_/_DE_-04.12_/_OMP_(266.32,-67.46)_/_SZA_090"
1397713479000,"MAR_PENUMBRA_END"
1397713564000,"OCC_MARS_200KM_END_/_RA_195.18_/_DE_-04.12_/_OMP_(264.39,-67.37)_/_SZA_090"
1397713906000,"800_KM_ASCEND"
1397714067000,"MSL_/_RANGE_06000KM_END"
1397714226000,"1200_KM_ASCEND"
1397714410000,"MRB_/_RANGE_06000KM_END"
1397714770000,"2000_KM_ASCEND"
1397716077000,"4000_KM_ASCEND"
1397720201000,"CAN_AOS_05_/_RTLT_00617"
1397721310000,"CAN_AOS_09_/_RTLT_00617"
1397721669000,"CAN_AOS_10_/_RTLT_00617"
1397725724000,"APOCENTRE_PASSAGE_13073"
1397726389000,"MLG_LOS_10_/_RTLT_00617"
1397726683000,"NNO_AOS_00_/_RTLT_00617"
1397727863000,"MLG_LOS_05_/_RTLT_00617"
1397728082000,"NNO_AOS_05_/_RTLT_00617"
1397728402000,"MLG_LOS_03_/_RTLT_00617"
1397729478000,"NNO_AOS_10_/_RTLT_00617"
1397733722000,"MRB_AOS_00"
1397734898000,"MRB_AOS_10"
1397735253000,"MRB_/_RANGE_06000KM_START"
