,ut_ms,sunmars_km,earthmars_km,sunmarsearthangle_deg,solarconstantmars,eclipseduration_min,occultationduration_min,round_time,season,group
16,1220745600000,239590036.71673998,363511991.500407,16.7267245098316,532.554446618765,0.0,20.3166666666667,17,1,Distance_shift-1
17,1220832000000,239434489.19935897,363924792.350569,16.5469997944732,533.246614483363,0.0,19.733333333333302,18,1,Distance_shift-1
18,1220918400000,239277966.75369903,364329253.78111404,16.3670540929443,533.9444836979139,0.0,19.3333333333333,19,1,Distance_shift-1
19,1221004800000,239120478.78430098,364725424.014355,16.1868929184884,534.648041371308,0.0,18.716666666666697,20,1,Distance_shift-1
20,1221091200000,238962034.793957,365113354.201828,16.0065208031335,535.35727414366,0.0,18.283333333333303,21,1,Distance_shift-1
21,1221177600000,238802644.384026,365493097.974881,15.8259411807764,536.072168176053,0.0,17.65,22,1,Distance_shift-1
22,1221264000000,238642317.25475097,365864710.58857,15.645156230451901,536.79270914016,0.0,17.1833333333333,23,1,Distance_shift-1
23,1221350400000,238481063.20556498,366228247.447838,15.464166712823602,537.518882207749,0.0,16.516666666666698,24,1,Distance_shift-1
24,1221436800000,238318892.135399,366583761.905635,15.282971853032599,538.250672040062,0.0,16.033333333333303,25,1,Distance_shift-1
25,1221523200000,238155814.042978,366931302.411465,15.1015693357679,538.9880627770681,0.0,15.333333333333302,26,1,Distance_shift-1
26,1221609600000,237991839.027123,367270909.339951,14.9199554727911,539.731038026611,0.0,14.783333333333301,27,1,Distance_shift-1
27,1221696000000,237826977.28704,367602612.053425,14.738125571802401,540.479580853417,0.0,14.066666666666698,28,1,Distance_shift-1
28,1221782400000,237661239.122609,367926426.828079,14.556074483748901,541.233673767997,0.0,13.466666666666699,29,1,Distance_shift-1
29,1221868800000,237494634.934662,368242356.12564504,14.3737972537609,541.993298715425,0.0,12.666666666666698,30,1,Distance_shift-1
30,1221955200000,237327175.225266,368550389.369493,14.1912897734784,542.758437063998,0.0,12.0,31,1,Distance_shift-1
31,1222041600000,237158870.59798902,368850505.0385,14.0085493410158,543.529069593784,0.0,11.1,32,1,Distance_shift-1
32,1222128000000,236989731.758168,369142673.675801,13.8255750694027,544.305176485047,0.0,10.3666666666667,33,1,Distance_shift-1
33,1222214400000,236819769.513166,369426861.371609,13.6423681232099,545.086737306574,0.0,9.3,34,1,Distance_shift-1
34,1222300800000,236648994.77262202,369703033.358904,13.4589317890915,545.8737310038749,0.0,8.43333333333333,35,1,Distance_shift-1
35,1222387200000,236477418.54869902,369971157.457756,13.2752713959306,546.666135887293,0.0,7.08333333333333,36,1,Distance_shift-1
36,1222473600000,236305051.95631403,370231207.15587205,13.0913941021075,547.4639296199961,0.0,5.91666666666667,37,1,Distance_shift-1
37,1222560000000,236131906.21336803,370483164.122284,12.907308571166,548.267089205881,0.0,3.85,38,1,Distance_shift-1
38,1222646400000,235957992.640962,370727019.965505,12.723024567219698,549.075590977379,0.0,0.0,39,1,Distance_shift-1
39,1222732800000,235783322.66359702,370962777.113678,12.5385525141307,549.889410583179,0.0,0.0,40,1,Distance_shift-1
40,1222819200000,235607907.809372,371190448.819776,12.353903069535198,550.7085229758641,0.0,0.0,41,1,Distance_shift-1
41,1222905600000,235431759.71015498,371410058.441525,12.169086759827499,551.5329023994869,0.0,0.0,42,1,Distance_shift-1
42,1222992000000,235254890.101746,371621638.256268,11.984113705371499,552.362522377083,0.0,0.0,43,1,Distance_shift-1
43,1223078400000,235077310.824017,371825228.107074,11.7989934426591,553.197355698134,0.0,0.0,44,1,Distance_shift-1
44,1223164800000,234899033.821032,372020874.137215,11.613734829628301,554.037374406006,0.0,0.0,45,1,Distance_shift-1
45,1223251200000,234720071.141144,372208627.783324,11.428346006930301,554.882549785361,0.0,0.0,46,1,Distance_shift-1
46,1223337600000,234540434.93706098,372388545.09613997,11.242834382444999,555.732852349571,0.0,0.0,47,1,Distance_shift-1
47,1223424000000,234360137.465886,372560686.36292404,11.057206606995301,556.588251828139,0.0,0.0,48,1,Distance_shift-1
48,1223510400000,234179191.08912998,372725115.92252403,10.871468513817,557.448717154142,0.0,0.0,49,1,Distance_shift-1
49,1223596800000,233997608.27268702,372881901.987969,10.685625002198199,558.3142164516929,0.0,0.0,50,1,Distance_shift-1
50,1223683200000,233815401.58679,373031116.220254,10.499679858176,559.184717023428,0.0,0.0,51,1,Distance_shift-1
51,1223769600000,233632583.705929,373172832.74388903,10.313635525030199,560.060185337999,0.0,0.0,52,1,Distance_shift-1
52,1223856000000,233449167.408761,373307126.30002004,10.1274928651995,560.940587017541,0.0,0.0,53,1,Distance_shift-1
53,1223942400000,233265165.578004,373434069.359957,9.94125098916998,561.825886825095,0.0,0.0,54,1,Distance_shift-1
54,1224028800000,233080591.20033398,373553728.321894,9.754907251429538,562.7160486519081,0.0,0.0,55,1,Distance_shift-1
55,1224115200000,232895457.36628398,373666159.350277,9.568457505356289,563.611035504604,0.0,0.0,56,1,Distance_shift-1
56,1224201600000,232709777.27017596,373771404.80683196,9.38189665015878,564.510809492117,0.0,0.0,57,1,Distance_shift-1
57,1224288000000,232523564.210069,373869491.290605,9.19521940509621,565.415331812417,0.0,0.0,58,1,Distance_shift-1
58,1224374400000,232336831.58775097,373960429.90139,9.008421157025241,566.324562738957,0.0,0.0,59,1,Distance_shift-1
59,1224460800000,232149592.90874502,374044218.631113,8.82149870124017,567.238461606887,0.0,0.0,60,1,Distance_shift-1
60,1224547200000,231961861.782356,374120846.167453,8.63445074707338,568.156986799048,0.0,0.0,61,1,Distance_shift-1
61,1224633600000,231773651.921711,374190296.172231,8.44727815120419,569.080095731801,0.0,0.0,62,1,Distance_shift-1
62,1224720000000,231584977.143808,374252551.277092,8.25998391892538,570.007744840792,0.0,0.0,63,1,Distance_shift-1
63,1224806400000,231395851.369544,374307596.39849705,8.07257304745923,570.939889566686,0.0,0.0,64,1,Distance_shift-1
64,1224892800000,231206288.62371,374355421.286015,7.885052280517991,571.87648434097,0.0,0.0,65,1,Distance_shift-1
65,1224979200000,231016303.03495097,374396022.381797,7.697429820836611,572.817482571852,0.0,0.0,66,1,Distance_shift-1
66,1225065600000,230825908.83567002,374429404.101519,7.50971502602098,573.762836630334,0.0,0.0,67,1,Distance_shift-1
67,1225152000000,230635120.36189198,374455579.614456,7.3219181013281505,574.712497836442,0.0,0.0,68,1,Distance_shift-1
68,1225238400000,230443952.053067,374474571.164839,7.134049800682419,575.666416445653,0.0,0.0,69,1,Distance_shift-1
69,1225324800000,230252418.451833,374486409.971621,6.946121149508799,576.624541635489,0.0,0.0,70,1,Distance_shift-1
70,1225411200000,230060534.203727,374491135.771393,6.758143204428119,577.586821492297,0.0,0.0,71,1,Distance_shift-1
71,1225497600000,229868314.056858,374488796.11082405,6.570126862167469,578.553202998182,0.0,0.0,72,1,Distance_shift-1
72,1225584000000,229675772.861546,374479445.526285,6.382082722919541,579.523632018081,0.0,0.0,73,1,Distance_shift-1
73,1225670400000,229482925.569919,374463144.752774,6.194021003853231,580.498053286986,0.0,0.0,74,1,Distance_shift-1
74,1225756800000,229289787.235487,374439960.078484,6.005951489232169,581.476410397291,0.0,0.0,75,1,Distance_shift-1
75,1225843200000,229096373.012684,374409962.91111404,5.817883496605919,582.458645786261,0.0,0.0,76,1,Distance_shift-1
76,1225929600000,228902698.156382,374373229.55507404,5.62982583465698,583.444700723631,0.0,0.0,77,1,Distance_shift-1
77,1226016000000,228708778.02138302,374329841.118465,5.441786727923451,584.434515299327,0.0,0.0,78,1,Distance_shift-1
78,1226102400000,228514628.061884,374279883.37463397,5.253773687870161,585.428028411324,0.0,0.0,79,1,Distance_shift-1
79,1226188800000,228320263.83091402,374223446.298261,5.06579332157668,586.425177753633,0.0,0.0,80,1,Distance_shift-1
80,1226275200000,228125700.97975,374160622.903211,4.87785109310957,587.425899804443,0.0,0.0,81,1,Distance_shift-1
81,1226361600000,227930955.257306,374091506.9905,4.689951091778941,588.430129814422,0.0,0.0,82,1,Distance_shift-1
82,1226448000000,227736042.509496,374016189.572837,4.502095910833019,589.43780179517,0.0,0.0,83,1,Distance_shift-1
83,1226534400000,227540978.678567,373934754.168168,4.31428677745623,590.448848507872,0.0,0.0,84,1,Distance_shift-1
84,1226620800000,227345779.802412,373847271.795605,4.12652406150634,591.46320145213,0.0,0.0,85,1,Distance_shift-1
85,1226707200000,227150462.01384398,373753797.048311,3.9388081976286,592.480790855001,0.0,0.0,86,1,Distance_shift-1
86,1226793600000,226955041.53985497,373654366.59729,3.75114090846287,593.5015456602559,0.0,0.0,87,1,Distance_shift-1
87,1226880000000,226759534.70083302,373549000.706137,3.5635265044243503,594.525393517869,0.0,0.0,88,1,Distance_shift-1
88,1226966400000,226563957.909752,373437707.208346,3.37597304447493,595.552260773747,0.0,0.0,89,1,Distance_shift-1
89,1227052800000,226368327.671338,373320486.628723,3.1884932727104403,596.582072459727,0.0,0.0,90,1,Distance_shift-1
90,1227139200000,226172660.581192,373197337.104496,3.00110541396373,597.614752283836,0.0,0.0,91,1,Distance_shift-1
91,1227225600000,225976973.324891,373068258.282616,2.81383403683318,598.650222620845,0.0,0.0,92,1,Distance_shift-1
92,1227312000000,225781282.677048,372933253.98328704,2.62671126029269,599.688404503125,0.0,0.0,93,1,Distance_shift-1
93,1227398400000,225585605.500339,372792333.820279,2.4397786350437203,600.729217611811,0.0,0.0,94,1,Distance_shift-1
94,1227484800000,225389958.744503,372645514.105547,2.25309014077738,601.77258026831,0.0,0.0,95,1,Distance_shift-1
95,1227571200000,225194359.445298,372492818.329269,2.0667169856630503,602.8184094261389,0.0,0.0,96,1,Distance_shift-1
96,1227657600000,224998824.72342598,372334277.40290296,1.88075539895584,603.866620663144,0.0,0.0,97,1,Distance_shift-1
97,1227744000000,224803371.78341898,372169929.752361,1.69533962445585,604.917128174078,0.0,0.0,98,1,Distance_shift-1
98,1227830400000,224608017.912492,371999821.282763,1.5106644308202202,605.969844763579,0.0,0.0,99,1,Distance_shift-1
99,1227916800000,224412780.479352,371824005.212341,1.32702607494527,607.024681839554,0.0,0.0,100,1,Distance_shift-1
100,1228003200000,224217676.932977,371642541.78252596,1.14490153019426,608.0815494069931,0.0,0.0,101,1,Distance_shift-1
101,1228089600000,224022724.80135,371455497.878061,0.965113657828018,609.140356062205,0.0,0.0,102,1,Distance_shift-1
102,1228176000000,223827941.690159,371262946.616861,0.7892087133951379,610.201008987528,0.0,0.0,103,1,Distance_shift-1
103,1228262400000,223633345.281452,371064966.97941,0.620419194172889,611.263413946495,0.0,0.0,104,1,Distance_shift-1
104,1228348800000,223438953.33225697,370861643.532772,0.4664130557978161,612.3274752794921,0.0,0.0,105,1,Distance_shift-1
105,1228435200000,223244783.673162,370653066.26092005,0.347258638471075,613.393095899917,0.0,0.0,106,1,Distance_shift-1
106,1228521600000,223050854.206849,370439330.440033,0.30647170266885,614.460177290857,0.0,0.0,107,1,Distance_shift-1
107,1228608000000,222857182.906594,370220536.394998,0.370678401736758,615.528619502296,0.0,0.0,108,1,Distance_shift-1
108,1228694400000,222663787.81472299,369996788.849931,0.5008647076432701,616.598321148875,0.0,0.0,109,1,Distance_shift-1
109,1228780800000,222470687.04102403,369768195.47384304,0.6589027114393989,617.6691794082141,0.0,0.0,110,1,Distance_shift-1
110,1228867200000,222277898.761121,369534864.202069,0.8289160577558989,618.741090019818,0.0,0.0,111,1,Distance_shift-1
111,1228953600000,222085441.214804,369296899.11345696,1.0047649238120502,619.81394728458,0.0,0.0,112,1,Distance_shift-1
112,1229040000000,221893332.704321,369054395.16802996,1.1837869164263701,620.8876440648941,0.0,0.0,113,1,Distance_shift-1
113,1229126400000,221701591.592621,368807432.869458,1.36468104834421,621.962071785397,0.0,0.0,114,1,Distance_shift-1
114,1229212800000,221510236.30155802,368556074.48525697,1.54674714154062,623.037120434361,0.0,0.0,115,1,Distance_shift-1
115,1229299200000,221319285.310055,368300363.26855296,1.7295783513217802,624.112678565738,0.0,0.0,116,1,Distance_shift-1
116,1229385600000,221128757.15222,368040326.045663,1.91292274500657,625.188633301883,0.0,0.0,117,1,Distance_shift-1
117,1229472000000,220938670.415421,367775978.195472,2.09661530497951,626.264870336977,0.0,0.0,118,1,Distance_shift-1
118,1229558400000,220749043.73832202,367507329.336123,2.28054222271161,627.3412739411431,0.0,0.0,119,1,Distance_shift-1
119,1229644800000,220559895.80886802,367234388.26127404,2.4646211831729703,628.417726965294,0.0,0.0,120,1,Distance_shift-1
120,1229731200000,220371245.362236,366957166.422911,2.64879002658334,629.494110846722,0.0,0.0,121,1,Distance_shift-1
121,1229817600000,220183111.17873397,366675679.963606,2.8329999770188303,630.570305615424,0.0,0.0,122,1,Distance_shift-1
122,1229904000000,219995512.08166602,366389950.675881,3.01721144097103,631.646189901217,0.0,0.0,123,1,Distance_shift-1
123,1229990400000,219808466.935143,366100006.33672404,3.2013913000228102,632.7216409416191,0.0,0.0,124,1,Distance_shift-1
124,1230076800000,219621994.641863,365805880.773104,3.3855111069404704,633.796534590535,0.0,0.0,125,1,Distance_shift-1
125,1230163200000,219436114.140836,365507613.87698597,3.56954585457712,634.870745327757,0.0,0.0,126,1,Distance_shift-1
126,1230249600000,219250844.405078,365205251.666169,3.75347312742724,635.944146269287,0.0,0.0,127,1,Distance_shift-1
127,1230336000000,219066204.43924698,364898846.400482,3.93727252142621,637.016609178511,0.0,0.0,128,1,Distance_shift-1
128,1230422400000,218882213.277246,364588456.714127,4.1209252581745,638.08800447823,0.0,0.0,129,1,Distance_shift-1
129,1230508800000,218698889.979779,364274147.710467,4.30441394152349,639.158201263574,0.0,0.0,130,1,Distance_shift-1
130,1230595200000,218516253.631856,363955990.97807205,4.48772241719335,640.227067315819,0.0,0.0,131,1,Distance_shift-1
131,1230681600000,218334323.340255,363634064.514632,4.670835705612499,641.29446911712,0.0,0.0,132,1,Distance_shift-1
132,1230768000000,218153118.230932,363308452.573179,4.853739987727651,642.360271866207,0.0,0.0,133,1,Distance_shift-1
133,1230854400000,217972657.446384,362979245.456466,5.03642263401612,643.4243394950421,0.0,0.0,134,1,Distance_shift-1
134,1230940800000,217792960.142945,362646539.266747,5.21887227734929,644.486534686505,0.0,0.0,135,1,Distance_shift-1
135,1231027200000,217614045.488042,362310435.561572,5.40107893828733,645.546718893105,0.0,0.0,136,1,Distance_shift-1
136,1231113600000,217435932.657369,361971040.772187,5.583034212966191,646.604752356787,0.0,0.0,137,1,Distance_shift-1
137,1231200000000,217258640.832011,361628465.12549704,5.76473152400362,647.6604941298459,0.0,0.0,138,1,Distance_shift-1
138,1231286400000,217082189.195489,361282820.717146,5.94616640844607,648.713802096988,0.0,0.0,139,1,Distance_shift-1
139,1231372800000,216906596.930744,360934218.400038,6.127336772368309,649.764532998552,0.0,0.0,140,1,Distance_shift-1
140,1231459200000,216731883.217044,360582763.398539,6.308242990652761,650.812542454915,0.0,0.0,141,1,Distance_shift-1
141,1231545600000,216558067.226835,360228550.100271,6.4888877053792,651.857684992059,0.0,0.0,142,1,Distance_shift-1
142,1231632000000,216385168.122524,359871657.168342,6.66927522295463,652.899814068263,0.0,0.0,143,1,Distance_shift-1
143,1231718400000,216213205.053226,359512144.518116,6.84941054717767,653.9387821018901,0.0,0.0,144,1,Distance_shift-1
144,1231804800000,216042197.15146598,359150053.33838,7.02929825626909,654.974440500176,0.0,0.0,145,1,Distance_shift-1
145,1231891200000,215872163.52987,358785409.219308,7.208941520785969,656.006639688973,0.0,0.0,146,1,Distance_shift-1
146,1231977600000,215703123.277835,358418227.255366,7.388341493644731,657.0352291433429,0.0,0.0,147,1,Distance_shift-1
147,1232064000000,215535095.458215,358048517.487778,7.56749713219508,658.060057418968,0.0,0.0,148,1,Distance_shift-1
148,1232150400000,215368099.104006,357676289.397663,7.746405355536099,659.080972184337,0.0,0.0,149,1,Distance_shift-1
149,1232236800000,215202153.21504,357301554.910528,7.9250613756716906,660.097820253701,0.0,0.0,150,1,Distance_shift-1
150,1232323200000,215037276.75468898,356924330.010809,8.10345906180279,661.110447620831,0.0,0.0,151,1,Distance_shift-1
151,1232409600000,214873488.64655602,356544635.3773,8.28159125417985,662.118699493626,0.0,0.0,152,1,Distance_shift-1
152,1232496000000,214710807.771158,356162496.490407,8.45944999754642,663.122420329637,0.0,0.0,153,1,Distance_shift-1
153,1232582400000,214549252.962583,355777943.566327,8.63702669899596,664.121453872571,0.0,0.0,154,1,Distance_shift-1
154,1232668800000,214388843.00511,355391011.543773,8.814312232139471,665.115643189842,0.0,0.0,155,1,Distance_shift-1
155,1232755200000,214229596.629789,355001740.232685,8.991297014873169,666.104830711218,0.0,0.0,156,1,Distance_shift-1
156,1232841600000,214071532.51097,354610174.643288,9.167971086788018,667.088858268584,0.0,0.0,157,1,Distance_shift-1
157,1232928000000,213914669.262787,354216365.447353,9.34432420716918,668.067567136854,0.0,0.0,158,1,Distance_shift-1
158,1233014400000,213759025.43559098,353820369.48102796,9.52034598701673,669.04079807602,0.0,3.46666666666667,159,1,Distance_shift-1
159,1233100800000,213604619.512331,353422250.181917,9.696026059879289,670.00839137434,0.0,20.5666666666667,160,1,Distance_shift-1
160,1233187200000,213451469.904894,353022077.862648,9.871354288362278,670.9701868926339,0.0,26.5833333333333,161,1,Distance_shift-1
161,1233273600000,213299594.950403,352619929.75271404,10.0463209981226,671.926024109675,0.0,32.75,162,1,Distance_shift-1
162,1233360000000,213149012.907473,352215889.774362,10.220917230508501,672.875742168646,0.0,36.316666666666706,163,1,Distance_shift-1
163,1233446400000,212999741.952437,351810048.035914,10.3951350083384,673.819179924622,0.0,40.45,164,1,Distance_shift-1
164,1233532800000,212851800.175536,351402500.009205,10.5689676137779,674.7561759930829,0.0,43.0,165,1,Distance_shift-1
165,1233619200000,212705205.57708502,350993345.303285,10.742409877809301,675.686568799386,0.0,46.05,166,1,Distance_shift-1
166,1233705600000,212559976.063615,350582685.873904,10.9154584716436,676.610196629198,0.0,48.0,167,1,Distance_shift-1
167,1233792000000,212416129.443986,350170623.467644,11.088112167689,677.526897679861,0.0,50.3166666666667,168,1,Distance_shift-1
168,1233878400000,212273683.425493,349757256.168162,11.2603720037698,678.436510112653,11.216666666666699,51.8166666666667,169,1,Distance_shift-1
169,1233964800000,212132655.60993898,349342674.16368103,11.4322412535087,679.338872105923,19.3666666666667,53.6,170,1,Distance_shift-1
170,1234051200000,211993063.489705,348926955.285713,11.6037251055969,680.233821909078,23.5833333333333,54.75,171,1,Distance_shift-1
171,1234137600000,211854924.443803,348510161.308292,11.7748300126283,681.121197897393,27.9333333333333,56.133333333333304,172,1,Distance_shift-1
172,1234224000000,211718255.73391598,348092336.122825,11.9455627839154,682.000838627612,30.6833333333333,57.0,173,1,Distance_shift-1
173,1234310400000,211583074.500427,347673506.469234,12.1159296127171,682.872582894322,33.8,58.05,174,1,Distance_shift-1
174,1234396800000,211449397.758445,347253685.036472,12.2859352687744,683.736269787067,35.85,58.6666666666667,175,1,Distance_shift-1
175,1234483200000,211317242.393825,346832874.944004,12.4555826179715,684.591738748161,38.25,59.4166666666667,176,1,Distance_shift-1
176,1234569600000,211186625.159173,346411074.344157,12.6248724981777,685.438829631206,39.8666666666667,59.866666666666696,177,1,Distance_shift-1
177,1234656000000,211057562.669862,345988280.188316,12.793803866384803,686.2773827602321,41.783333333333296,60.366666666666696,178,1,Distance_shift-1
178,1234742400000,210930071.40004098,345564490.760782,12.962374086322699,687.107238989473,43.0666666666667,60.633333333333304,179,1,Distance_shift-1
179,1234828800000,210804167.67863998,345139707.061251,13.1305792414556,687.928239763716,44.6,60.9166666666667,180,1,Distance_shift-1
180,1234915200000,210679867.68538502,344713933.364437,13.298414401817698,688.740227179202,45.6666666666667,61.0666666666667,181,1,Distance_shift-1
181,1235001600000,210557187.44681698,344287177.334198,13.4658738159434,689.543044045034,46.9166666666667,61.133333333333304,182,1,Distance_shift-1
182,1235088000000,210436142.832308,343859450.011073,13.632951029236699,690.3365339450661,47.7666666666667,61.1666666666667,183,1,Distance_shift-1
183,1235174400000,210316749.550097,343430765.89961296,13.7996389474518,691.1205413002251,48.55,61.133333333333304,184,1,Distance_shift-1
184,1235260800000,210199023.143329,343001143.28941,13.965929872713803,691.894911431227,49.4833333333333,61.05,185,1,Distance_shift-1
185,1235347200000,210082978.986104,342570604.858316,14.1318155431358,692.659490621652,50.1,60.883333333333304,186,1,Distance_shift-1
186,1235433600000,209968632.279547,342139178.524599,14.297287206920199,693.414126181337,50.85,60.7,187,1,Distance_shift-1
187,1235520000000,209855998.047886,341706898.43624103,14.462335757274401,694.1586665100281,51.3166666666667,60.383333333333304,188,1,Distance_shift-1
188,1235606400000,209745091.134555,341273805.91973996,14.626951944601,694.892961161267,51.9333333333333,60.1,189,1,Distance_shift-1
189,1235692800000,209635926.198306,340839950.17546403,14.7911266676339,695.616860906467,52.2833333333333,59.65,190,1,Distance_shift-1
190,1235779200000,209528517.709356,340405388.518342,14.9548513284991,696.3302177991051,52.7333333333333,59.2833333333333,191,1,Distance_shift-1
191,1235865600000,209422879.94554698,339970186.02278596,15.1181182230768,697.032885239025,53.0,58.7166666666667,192,1,Distance_shift-1
192,1235952000000,209319026.988537,339534414.51719904,15.280920931994698,697.724718036766,53.3333333333333,58.2666666666667,193,1,Distance_shift-1
193,1236038400000,209216972.720017,339098150.949652,15.443254679753199,698.40557247789,53.5166666666667,57.5833333333333,194,1,Distance_shift-1
194,1236124800000,209116730.817958,338661475.183498,15.6051166355409,699.075306387255,53.7166666666667,57.0666666666667,195,1,Distance_shift-1
195,1236211200000,209018314.752892,338224467.281619,15.766506132259199,699.7337791931731,53.8333333333333,56.2833333333333,196,1,Distance_shift-1
196,1236297600000,208921737.784224,337787204.338826,15.9274247753121,700.380851991423,53.9333333333333,55.6833333333333,197,1,Distance_shift-1
197,1236384000000,208827012.95658,337349756.979319,16.0878764021002,701.016387609043,53.9833333333333,54.8166666666667,198,1,Distance_shift-1
198,1236470400000,208734153.096199,336912185.784319,16.2478668479386,701.6402506678751,54.0166666666667,54.15,199,1,Distance_shift-1
199,1236556800000,208643170.807356,336474538.121204,16.4074034900529,702.252307647783,54.0166666666667,53.1833333333333,200,1,Distance_shift-1
200,1236643200000,208554078.46883798,336036845.991842,16.5664945875518,702.8524269495099,53.9833333333333,52.45,201,1,Distance_shift-1
201,1236729600000,208466888.230455,335599125.452449,16.7251485010684,703.440478957128,53.9333333333333,51.4333333333333,202,1,Distance_shift-1
202,1236816000000,208381612.009601,335161377.81607205,16.8833729284405,704.016336100004,53.8333333333333,50.633333333333304,203,1,Distance_shift-1
203,1236902400000,208298261.48786798,334723592.35146403,17.0411742974618,704.579872914245,53.7166666666667,49.5333333333333,204,1,Distance_shift-1
204,1236988800000,208216848.107703,334285749.790646,17.198557405179802,705.130966103573,53.5666666666667,48.6666666666667,205,1,Distance_shift-1
205,1237075200000,208137383.069122,333847825.849742,17.3555253130039,705.6694945995531,53.366666666666696,47.5,206,1,Distance_shift-1
206,1237161600000,208059877.326481,333409794.157375,17.5120794392373,706.195339621147,53.1833333333333,46.5833333333333,207,1,Distance_shift-1
207,1237248000000,207984341.585297,332971628.316168,17.6682197604588,706.708384733523,52.9333333333333,45.633333333333304,208,1,Distance_shift-1
208,1237334400000,207910786.299135,332533303.123513,17.8239450390162,707.208515906075,52.7166666666667,44.366666666666696,209,1,Distance_shift-1
209,1237420800000,207839221.666549,332094795.159902,17.9792530192162,707.695621569586,52.4166666666667,43.366666666666696,210,1,Distance_shift-1
210,1237507200000,207769657.628095,331656083.018384,18.134140563450803,708.1695926724941,52.1666666666667,42.0166666666667,211,1,Distance_shift-1
211,1237593600000,207702103.86340502,331217147.439317,18.2886037230867,708.630322736195,51.9,40.966666666666704,212,1,Distance_shift-1
212,1237680000000,207636569.788322,330777971.571266,18.4426377561257,709.0777079093381,51.5333333333333,39.533333333333296,213,1,Distance_shift-1
213,1237766400000,207573064.552122,330338541.52185804,18.596237116434,709.5116470210401,51.25,38.4166666666667,214,1,Distance_shift-1
214,1237852800000,207511597.034794,329898847.29238904,18.7493954496912,709.9320416329859,50.8166666666667,36.9,215,1,Distance_shift-1
215,1237939200000,207452175.844399,329458884.096987,18.902105638918897,710.33879609034,50.5,35.7333333333333,216,1,Distance_shift-1
216,1238025600000,207394809.31451598,329018653.944696,19.0543599443563,710.7318175714281,50.05,34.1,217,1,Distance_shift-1
217,1238112000000,207339505.501752,328578167.223071,19.2061502733444,711.111016136137,49.7,32.85,218,1,Distance_shift-1
218,1238198400000,207286272.183348,328137443.906194,19.3574685918054,711.476304772973,49.2333333333333,31.1333333333333,219,1,Distance_shift-1
219,1238284800000,207235116.854859,327696513.98027796,19.5083074520052,711.827599444738,48.85,29.783333333333303,220,1,Distance_shift-1
220,1238371200000,207186046.72792602,327255416.783308,19.6586605728186,712.164819132783,48.35,27.9166666666667,221,1,Distance_shift-1
221,1238457600000,207139068.72812802,326814199.179196,19.808523385343896,712.487885879796,47.95,26.4333333333333,222,1,Distance_shift-1
222,1238544000000,207094189.49291998,326372912.746848,19.9578934601765,712.796724831097,47.4,24.35,223,1,Distance_shift-1
223,1238630400000,207051415.369656,325931610.35007995,20.106770760498396,713.091264274418,46.866666666666696,22.733333333333302,224,1,Distance_shift-1
224,1238716800000,207010752.41369298,325490342.50355,20.2551577017937,713.371435678157,46.45,20.35,225,1,Distance_shift-1
225,1238803200000,206972206.386567,325049153.887345,20.4030590272647,713.6371737280999,46.0166666666667,18.483333333333302,226,1,Distance_shift-1
226,1238889600000,206935782.754247,324608080.267769,20.5504815207869,713.888416362613,45.4333333333333,15.55,227,1,Distance_shift-1
227,1238976000000,206901486.685452,324167146.022674,20.697433581982697,714.125104806317,44.9833333333333,13.1166666666667,228,1,Distance_shift-1
