,Unnamed: 0,eclipse_day,duration,time_eclipse_end,sunmars_km,earthmars_km,sunmarsearthangle_deg,solarconstantmars,dist_shift,year
25,25,174,33.8,2009-02-11 23:46:57,211583074.500427,347673506.469234,12.1159296127171,682.872582894322,1,1
26,26,175,34.55,2009-02-12 06:41:00,211449397.758445,347253685.036472,12.2859352687744,683.736269787067,1,1
27,27,175,35.2,2009-02-12 13:34:57,211449397.758445,347253685.036472,12.2859352687744,683.736269787067,1,1
28,28,175,35.85,2009-02-12 20:28:56,211449397.758445,347253685.036472,12.2859352687744,683.736269787067,1,1
29,29,176,36.5,2009-02-13 03:22:56,211317242.393825,346832874.944004,12.4555826179715,684.591738748161,1,1
30,30,176,37.1,2009-02-13 10:16:53,211317242.393825,346832874.944004,12.4555826179715,684.591738748161,1,1
31,31,176,37.7,2009-02-13 17:10:55,211317242.393825,346832874.944004,12.4555826179715,684.591738748161,1,1
32,32,177,38.25,2009-02-14 00:04:50,211186625.159173,346411074.344157,12.6248724981777,685.438829631206,1,1
33,33,177,38.85,2009-02-14 06:58:51,211186625.159173,346411074.344157,12.6248724981777,685.438829631206,1,1
34,34,177,39.35,2009-02-14 13:52:43,211186625.159173,346411074.344157,12.6248724981777,685.438829631206,1,1
35,35,177,39.86666666666667,2009-02-14 20:46:40,211186625.159173,346411074.344157,12.6248724981777,685.438829631206,1,1
36,36,178,40.36666666666667,2009-02-15 03:40:35,211057562.669862,345988280.188316,12.793803866384804,686.2773827602322,1,1
37,37,178,40.85,2009-02-15 10:34:30,211057562.669862,345988280.188316,12.793803866384804,686.2773827602322,1,1
38,38,178,41.333333333333336,2009-02-15 17:28:28,211057562.669862,345988280.188316,12.793803866384804,686.2773827602322,1,1
39,39,179,41.766666666666666,2009-02-16 00:22:21,210930071.40004095,345564490.760782,12.962374086322699,687.107238989473,1,1
40,40,179,42.25,2009-02-16 07:16:20,210930071.40004095,345564490.760782,12.962374086322699,687.107238989473,1,1
41,41,179,42.65,2009-02-16 14:10:10,210930071.40004095,345564490.760782,12.962374086322699,687.107238989473,1,1
42,42,179,43.06666666666666,2009-02-16 21:04:06,210930071.40004095,345564490.760782,12.962374086322699,687.107238989473,1,1
43,43,180,43.46666666666666,2009-02-17 03:57:57,210804167.67864,345139707.061251,13.1305792414556,687.928239763716,1,1
44,44,180,43.86666666666667,2009-02-17 10:51:52,210804167.67864,345139707.061251,13.1305792414556,687.928239763716,1,1
45,45,180,44.26666666666666,2009-02-17 17:45:45,210804167.67864,345139707.061251,13.1305792414556,687.928239763716,1,1
46,46,181,44.61666666666667,2009-02-18 00:39:37,210679867.68538505,344713933.364437,13.298414401817697,688.740227179202,1,1
47,47,181,45.0,2009-02-18 07:33:32,210679867.68538505,344713933.364437,13.298414401817697,688.740227179202,1,1
48,48,181,45.31666666666666,2009-02-18 14:27:21,210679867.68538505,344713933.364437,13.298414401817697,688.740227179202,1,1
49,49,181,45.66666666666666,2009-02-18 21:21:17,210679867.68538505,344713933.364437,13.298414401817697,688.740227179202,1,1
50,50,182,45.98333333333333,2009-02-19 04:15:06,210557187.44681695,344287177.334198,13.4658738159434,689.543044045034,1,1
51,51,182,46.33333333333334,2009-02-19 11:09:00,210557187.44681695,344287177.334198,13.4658738159434,689.543044045034,1,1
52,52,182,46.63333333333333,2009-02-19 18:02:49,210557187.44681695,344287177.334198,13.4658738159434,689.543044045034,1,1
53,53,183,46.91666666666666,2009-02-20 00:56:39,210436142.832308,343859450.011073,13.632951029236699,690.3365339450661,1,1
54,54,183,47.21666666666666,2009-02-20 07:50:31,210436142.832308,343859450.011073,13.632951029236699,690.3365339450661,1,1
55,55,183,47.48333333333333,2009-02-20 14:44:20,210436142.832308,343859450.011073,13.632951029236699,690.3365339450661,1,1
56,56,183,47.76666666666666,2009-02-20 21:38:15,210436142.832308,343859450.011073,13.632951029236699,690.3365339450661,1,1
57,57,184,48.03333333333334,2009-02-21 04:32:04,210316749.550097,343430765.89961296,13.7996389474518,691.1205413002251,1,1
58,58,184,48.3,2009-02-21 11:25:57,210316749.550097,343430765.89961296,13.7996389474518,691.1205413002251,1,1
59,59,184,48.55,2009-02-21 18:19:44,210316749.550097,343430765.89961296,13.7996389474518,691.1205413002251,1,1
60,60,185,48.78333333333334,2009-02-22 01:13:35,210199023.143329,343001143.28941,13.965929872713804,691.894911431227,1,1
61,61,185,49.03333333333334,2009-02-22 08:07:24,210199023.143329,343001143.28941,13.965929872713804,691.894911431227,1,1
62,62,185,49.23333333333333,2009-02-22 15:01:13,210199023.143329,343001143.28941,13.965929872713804,691.894911431227,1,1
63,63,185,49.48333333333333,2009-02-22 21:55:06,210199023.143329,343001143.28941,13.965929872713804,691.894911431227,1,1
64,64,186,49.68333333333334,2009-02-23 04:48:54,210082978.986104,342570604.858316,14.1318155431358,692.659490621652,1,1
65,65,186,49.9,2009-02-23 11:42:47,210082978.986104,342570604.858316,14.1318155431358,692.659490621652,1,1
66,66,186,50.1,2009-02-23 18:36:33,210082978.986104,342570604.858316,14.1318155431358,692.659490621652,1,1
67,67,187,50.28333333333334,2009-02-24 01:30:24,209968632.279547,342139178.524599,14.297287206920199,693.414126181337,1,1
68,68,187,50.48333333333333,2009-02-24 08:24:12,209968632.279547,342139178.524599,14.297287206920199,693.414126181337,1,1
69,69,187,50.65,2009-02-24 15:18:01,209968632.279547,342139178.524599,14.297287206920199,693.414126181337,1,1
70,70,187,50.85,2009-02-24 22:11:51,209968632.279547,342139178.524599,14.297287206920199,693.414126181337,1,1
71,71,188,51.0,2009-02-25 05:05:38,209855998.047886,341706898.43624103,14.462335757274401,694.1586665100281,1,1
72,72,188,51.18333333333334,2009-02-25 11:59:30,209855998.047886,341706898.43624103,14.462335757274401,694.1586665100281,1,1
73,73,188,51.31666666666666,2009-02-25 18:53:15,209855998.047886,341706898.43624103,14.462335757274401,694.1586665100281,1,1
74,74,189,51.48333333333333,2009-02-26 01:47:07,209745091.134555,341273805.91974,14.626951944601,694.892961161267,1,1
75,75,189,51.63333333333333,2009-02-26 08:40:53,209745091.134555,341273805.91974,14.626951944601,694.892961161267,1,1
76,76,189,51.76666666666666,2009-02-26 15:34:43,209745091.134555,341273805.91974,14.626951944601,694.892961161267,1,1
77,77,189,51.93333333333334,2009-02-26 22:28:30,209745091.134555,341273805.91974,14.626951944601,694.892961161267,1,1
78,78,190,52.03333333333334,2009-02-27 05:22:16,209635926.198306,340839950.17546403,14.7911266676339,695.616860906467,1,1
79,79,190,52.16666666666666,2009-02-27 12:16:05,209635926.198306,340839950.17546403,14.7911266676339,695.616860906467,1,1
80,80,190,52.28333333333334,2009-02-27 19:09:51,209635926.198306,340839950.17546403,14.7911266676339,695.616860906467,1,1
81,81,191,52.4,2009-02-28 02:03:43,209528517.709356,340405388.518342,14.9548513284991,696.3302177991051,1,1
82,82,191,52.51666666666666,2009-02-28 08:57:29,209528517.709356,340405388.518342,14.9548513284991,696.3302177991051,1,1
83,83,191,52.61666666666667,2009-02-28 15:51:19,209528517.709356,340405388.518342,14.9548513284991,696.3302177991051,1,1
84,84,191,52.73333333333333,2009-02-28 22:45:04,209528517.709356,340405388.518342,14.9548513284991,696.3302177991051,1,1
85,85,192,52.81666666666666,2009-03-01 05:38:51,209422879.94554695,339970186.022786,15.1181182230768,697.032885239025,1,1
86,86,192,52.91666666666666,2009-03-01 12:32:38,209422879.94554695,339970186.022786,15.1181182230768,697.032885239025,1,1
87,87,192,53.0,2009-03-01 19:26:25,209422879.94554695,339970186.022786,15.1181182230768,697.032885239025,1,1
88,88,193,53.11666666666667,2009-03-02 02:20:16,209319026.988537,339534414.51719904,15.280920931994698,697.724718036766,1,1
89,89,193,53.16666666666666,2009-03-02 09:14:01,209319026.988537,339534414.51719904,15.280920931994698,697.724718036766,1,1
90,90,193,53.26666666666666,2009-03-02 16:07:52,209319026.988537,339534414.51719904,15.280920931994698,697.724718036766,1,1
91,91,193,53.33333333333334,2009-03-02 23:01:36,209319026.988537,339534414.51719904,15.280920931994698,697.724718036766,1,1
92,92,194,53.38333333333333,2009-03-03 05:55:24,209216972.720017,339098150.949652,15.443254679753199,698.40557247789,1,1
93,93,194,53.46666666666666,2009-03-03 12:49:10,209216972.720017,339098150.949652,15.443254679753199,698.40557247789,1,1
94,94,194,53.51666666666666,2009-03-03 19:42:57,209216972.720017,339098150.949652,15.443254679753199,698.40557247789,1,1
95,95,195,53.58333333333334,2009-03-04 02:36:45,209116730.817958,338661475.183498,15.6051166355409,699.075306387255,1,1
96,96,195,53.61666666666667,2009-03-04 09:30:30,209116730.817958,338661475.183498,15.6051166355409,699.075306387255,1,1
97,97,195,53.68333333333334,2009-03-04 16:24:20,209116730.817958,338661475.183498,15.6051166355409,699.075306387255,1,1
98,98,195,53.71666666666666,2009-03-04 23:18:03,209116730.817958,338661475.183498,15.6051166355409,699.075306387255,1,1
99,99,196,53.75,2009-03-05 06:11:53,209018314.752892,338224467.281619,15.766506132259199,699.7337791931731,1,1
100,100,196,53.81666666666666,2009-03-05 13:05:38,209018314.752892,338224467.281619,15.766506132259199,699.7337791931731,1,1
101,101,196,53.83333333333334,2009-03-05 19:59:26,209018314.752892,338224467.281619,15.766506132259199,699.7337791931731,1,1
102,102,197,53.88333333333333,2009-03-06 02:53:11,208921737.784224,337787204.338826,15.9274247753121,700.380851991423,1,1
103,103,197,53.88333333333333,2009-03-06 09:46:55,208921737.784224,337787204.338826,15.9274247753121,700.380851991423,1,1
104,104,197,53.93333333333334,2009-03-06 16:40:43,208921737.784224,337787204.338826,15.9274247753121,700.380851991423,1,1
105,105,197,53.93333333333334,2009-03-06 23:34:27,208921737.784224,337787204.338826,15.9274247753121,700.380851991423,1,1
106,106,198,53.95,2009-03-07 06:28:17,208827012.95658,337349756.979319,16.0878764021002,701.016387609043,1,1
107,107,198,53.98333333333333,2009-03-07 13:22:02,208827012.95658,337349756.979319,16.0878764021002,701.016387609043,1,1
108,108,198,53.98333333333333,2009-03-07 20:15:50,208827012.95658,337349756.979319,16.0878764021002,701.016387609043,1,1
109,109,199,54.01666666666666,2009-03-08 03:09:34,208734153.096199,336912185.784319,16.2478668479386,701.6402506678751,1,1
110,110,199,54.0,2009-03-08 10:03:19,208734153.096199,336912185.784319,16.2478668479386,701.6402506678751,1,1
111,111,199,54.01666666666666,2009-03-08 16:57:05,208734153.096199,336912185.784319,16.2478668479386,701.6402506678751,1,1
112,112,199,54.01666666666666,2009-03-08 23:50:50,208734153.096199,336912185.784319,16.2478668479386,701.6402506678751,1,1
113,113,200,54.01666666666666,2009-03-09 06:44:39,208643170.807356,336474538.121204,16.4074034900529,702.252307647783,1,1
114,114,200,54.0,2009-03-09 13:38:24,208643170.807356,336474538.121204,16.4074034900529,702.252307647783,1,1
115,115,200,54.0,2009-03-09 20:32:13,208643170.807356,336474538.121204,16.4074034900529,702.252307647783,1,1
116,116,201,53.98333333333333,2009-03-10 03:25:55,208554078.468838,336036845.991842,16.5664945875518,702.8524269495099,1,1
117,117,201,53.95,2009-03-10 10:19:42,208554078.468838,336036845.991842,16.5664945875518,702.8524269495099,1,1
118,118,201,53.96666666666666,2009-03-10 17:13:27,208554078.468838,336036845.991842,16.5664945875518,702.8524269495099,1,1
119,119,202,53.93333333333334,2009-03-11 00:07:13,208466888.230455,335599125.452449,16.7251485010684,703.440478957128,1,1
120,120,202,53.93333333333334,2009-03-11 07:01:00,208466888.230455,335599125.452449,16.7251485010684,703.440478957128,1,1
121,121,202,53.88333333333333,2009-03-11 13:54:44,208466888.230455,335599125.452449,16.7251485010684,703.440478957128,1,1
122,122,202,53.86666666666667,2009-03-11 20:48:32,208466888.230455,335599125.452449,16.7251485010684,703.440478957128,1,1
123,123,203,53.83333333333334,2009-03-12 03:42:14,208381612.009601,335161377.81607205,16.8833729284405,704.016336100004,1,1
124,124,203,53.8,2009-03-12 10:36:03,208381612.009601,335161377.81607205,16.8833729284405,704.016336100004,1,1
125,125,203,53.78333333333334,2009-03-12 17:29:47,208381612.009601,335161377.81607205,16.8833729284405,704.016336100004,1,1
126,126,204,53.73333333333333,2009-03-13 00:23:34,208298261.487868,334723592.35146403,17.0411742974618,704.579872914245,1,1
127,127,204,53.71666666666666,2009-03-13 07:17:18,208298261.487868,334723592.35146403,17.0411742974618,704.579872914245,1,1
128,128,204,53.65,2009-03-13 14:11:01,208298261.487868,334723592.35146403,17.0411742974618,704.579872914245,1,1
129,129,204,53.63333333333333,2009-03-13 21:04:48,208298261.487868,334723592.35146403,17.0411742974618,704.579872914245,1,1
130,130,205,53.56666666666666,2009-03-14 03:58:31,208216848.107703,334285749.790646,17.198557405179802,705.130966103573,1,1
131,131,205,53.51666666666666,2009-03-14 10:52:20,208216848.107703,334285749.790646,17.198557405179802,705.130966103573,1,1
132,132,205,53.46666666666666,2009-03-14 17:46:03,208216848.107703,334285749.790646,17.198557405179802,705.130966103573,1,1
133,133,206,53.41666666666666,2009-03-15 00:39:51,208137383.069122,333847825.849742,17.3555253130039,705.6694945995531,1,1
134,134,206,53.36666666666667,2009-03-15 07:33:33,208137383.069122,333847825.849742,17.3555253130039,705.6694945995531,1,1
135,135,206,53.31666666666666,2009-03-15 14:27:18,208137383.069122,333847825.849742,17.3555253130039,705.6694945995531,1,1
136,136,206,53.25,2009-03-15 21:21:02,208137383.069122,333847825.849742,17.3555253130039,705.6694945995531,1,1
137,137,207,53.18333333333334,2009-03-16 04:14:46,208059877.326481,333409794.157375,17.5120794392373,706.195339621147,1,1
138,138,207,53.13333333333333,2009-03-16 11:08:35,208059877.326481,333409794.157375,17.5120794392373,706.195339621147,1,1
139,139,207,53.06666666666666,2009-03-16 18:02:19,208059877.326481,333409794.157375,17.5120794392373,706.195339621147,1,1
140,140,208,53.0,2009-03-17 00:56:07,207984341.585297,332971628.316168,17.6682197604588,706.708384733523,1,1
141,141,208,52.93333333333334,2009-03-17 07:49:48,207984341.585297,332971628.316168,17.6682197604588,706.708384733523,1,1
142,142,208,52.85,2009-03-17 14:43:34,207984341.585297,332971628.316168,17.6682197604588,706.708384733523,1,1
143,143,208,52.8,2009-03-17 21:37:18,207984341.585297,332971628.316168,17.6682197604588,706.708384733523,1,1
144,144,209,52.71666666666666,2009-03-18 04:31:03,207910786.299135,332533303.123513,17.8239450390162,707.208515906075,1,1
145,145,209,52.65,2009-03-18 11:24:50,207910786.299135,332533303.123513,17.8239450390162,707.208515906075,1,1
146,146,209,52.56666666666666,2009-03-18 18:18:33,207910786.299135,332533303.123513,17.8239450390162,707.208515906075,1,1
147,147,210,52.5,2009-03-19 01:12:21,207839221.666549,332094795.159902,17.9792530192162,707.695621569586,1,1
148,148,210,52.41666666666666,2009-03-19 08:06:02,207839221.666549,332094795.159902,17.9792530192162,707.695621569586,1,1
149,149,210,52.33333333333334,2009-03-19 14:59:50,207839221.666549,332094795.159902,17.9792530192162,707.695621569586,1,1
150,150,210,52.25,2009-03-19 21:53:33,207839221.666549,332094795.159902,17.9792530192162,707.695621569586,1,1
151,151,211,52.15,2009-03-20 04:47:19,207769657.628095,331656083.018384,18.134140563450803,708.1695926724941,1,1
152,152,211,52.08333333333334,2009-03-20 11:41:03,207769657.628095,331656083.018384,18.134140563450803,708.1695926724941,1,1
153,153,211,52.0,2009-03-20 18:34:46,207769657.628095,331656083.018384,18.134140563450803,708.1695926724941,1,1
154,154,212,51.9,2009-03-21 01:28:31,207702103.86340505,331217147.439317,18.2886037230867,708.630322736195,1,1
155,155,212,51.8,2009-03-21 08:22:13,207702103.86340505,331217147.439317,18.2886037230867,708.630322736195,1,1
156,156,212,51.71666666666666,2009-03-21 15:16:02,207702103.86340505,331217147.439317,18.2886037230867,708.630322736195,1,1
157,157,212,51.63333333333333,2009-03-21 22:09:45,207702103.86340505,331217147.439317,18.2886037230867,708.630322736195,1,1
158,158,213,51.51666666666666,2009-03-22 05:03:32,207636569.788322,330777971.571266,18.4426377561257,709.0777079093381,1,1
159,159,213,51.45,2009-03-22 11:57:14,207636569.788322,330777971.571266,18.4426377561257,709.0777079093381,1,1
160,160,213,51.33333333333334,2009-03-22 18:50:57,207636569.788322,330777971.571266,18.4426377561257,709.0777079093381,1,1
161,161,214,51.23333333333333,2009-03-23 01:44:41,207573064.552122,330338541.52185804,18.596237116434,709.5116470210402,1,1
162,162,214,51.13333333333333,2009-03-23 08:38:24,207573064.552122,330338541.52185804,18.596237116434,709.5116470210402,1,1
163,163,214,51.03333333333334,2009-03-23 15:32:12,207573064.552122,330338541.52185804,18.596237116434,709.5116470210402,1,1
164,164,214,50.91666666666666,2009-03-23 22:25:55,207573064.552122,330338541.52185804,18.596237116434,709.5116470210402,1,1
165,165,215,50.81666666666666,2009-03-24 05:19:43,207511597.034794,329898847.29238904,18.7493954496912,709.9320416329858,1,1
166,166,215,50.71666666666666,2009-03-24 12:13:24,207511597.034794,329898847.29238904,18.7493954496912,709.9320416329858,1,1
167,167,215,50.6,2009-03-24 19:07:09,207511597.034794,329898847.29238904,18.7493954496912,709.9320416329858,1,1
168,168,216,50.5,2009-03-25 02:00:52,207452175.844399,329458884.096987,18.902105638918897,710.33879609034,1,1
169,169,216,50.38333333333333,2009-03-25 08:54:37,207452175.844399,329458884.096987,18.902105638918897,710.33879609034,1,1
170,170,216,50.28333333333334,2009-03-25 15:48:23,207452175.844399,329458884.096987,18.902105638918897,710.33879609034,1,1
171,171,216,50.16666666666666,2009-03-25 22:42:06,207452175.844399,329458884.096987,18.902105638918897,710.33879609034,1,1
172,172,217,50.05,2009-03-26 05:35:53,207394809.314516,329018653.944696,19.0543599443563,710.7318175714281,1,1
173,173,217,49.93333333333334,2009-03-26 12:29:34,207394809.314516,329018653.944696,19.0543599443563,710.7318175714281,1,1
174,174,217,49.81666666666666,2009-03-26 19:23:21,207394809.314516,329018653.944696,19.0543599443563,710.7318175714281,1,1
175,175,218,49.7,2009-03-27 02:17:03,207339505.501752,328578167.223071,19.2061502733444,711.111016136137,1,1
176,176,218,49.58333333333334,2009-03-27 09:10:49,207339505.501752,328578167.223071,19.2061502733444,711.111016136137,1,1
177,177,218,49.48333333333333,2009-03-27 16:04:33,207339505.501752,328578167.223071,19.2061502733444,711.111016136137,1,1
178,178,218,49.35,2009-03-27 22:58:15,207339505.501752,328578167.223071,19.2061502733444,711.111016136137,1,1
179,179,219,49.23333333333333,2009-03-28 05:52:00,207286272.183348,328137443.906194,19.3574685918054,711.476304772973,1,1
180,180,219,49.1,2009-03-28 12:45:41,207286272.183348,328137443.906194,19.3574685918054,711.476304772973,1,1
181,181,219,48.96666666666666,2009-03-28 19:39:29,207286272.183348,328137443.906194,19.3574685918054,711.476304772973,1,1
182,182,220,48.85,2009-03-29 02:33:12,207235116.854859,327696513.980278,19.5083074520052,711.827599444738,1,1
183,183,220,48.71666666666666,2009-03-29 09:26:58,207235116.854859,327696513.980278,19.5083074520052,711.827599444738,1,1
184,184,220,48.6,2009-03-29 16:20:40,207235116.854859,327696513.980278,19.5083074520052,711.827599444738,1,1
185,185,220,48.46666666666666,2009-03-29 23:14:22,207235116.854859,327696513.980278,19.5083074520052,711.827599444738,1,1
186,186,221,48.35,2009-03-30 06:08:06,207186046.727926,327255416.783308,19.6586605728186,712.164819132783,1,1
187,187,221,48.2,2009-03-30 13:01:48,207186046.727926,327255416.783308,19.6586605728186,712.164819132783,1,1
188,188,221,48.06666666666666,2009-03-30 19:55:36,207186046.727926,327255416.783308,19.6586605728186,712.164819132783,1,1
189,189,222,47.95,2009-03-31 02:49:19,207139068.728128,326814199.179196,19.808523385343896,712.487885879796,1,1
190,190,222,47.81666666666666,2009-03-31 09:43:06,207139068.728128,326814199.179196,19.808523385343896,712.487885879796,1,1
191,191,222,47.68333333333334,2009-03-31 16:36:46,207139068.728128,326814199.179196,19.808523385343896,712.487885879796,1,1
192,192,222,47.55,2009-03-31 23:30:31,207139068.728128,326814199.179196,19.808523385343896,712.487885879796,1,1
193,193,223,47.41666666666666,2009-04-01 06:24:14,207094189.49292,326372912.746848,19.9578934601765,712.796724831097,1,1
194,194,223,47.26666666666666,2009-04-01 13:17:58,207094189.49292,326372912.746848,19.9578934601765,712.796724831097,1,1
195,195,223,47.13333333333333,2009-04-01 20:11:44,207094189.49292,326372912.746848,19.9578934601765,712.796724831097,1,1
196,196,224,47.0,2009-04-02 03:05:26,207051415.369656,325931610.35007995,20.106770760498396,713.091264274418,1,1
197,197,224,46.86666666666667,2009-04-02 09:59:13,207051415.369656,325931610.35007995,20.106770760498396,713.091264274418,1,1
198,198,224,46.71666666666666,2009-04-02 16:52:53,207051415.369656,325931610.35007995,20.106770760498396,713.091264274418,1,1
199,199,224,46.56666666666666,2009-04-02 23:46:39,207051415.369656,325931610.35007995,20.106770760498396,713.091264274418,1,1
200,200,225,46.45,2009-04-03 06:40:22,207010752.41369295,325490342.50355,20.2551577017937,713.371435678157,1,1
201,201,225,46.28333333333334,2009-04-03 13:34:07,207010752.41369295,325490342.50355,20.2551577017937,713.371435678157,1,1
202,202,225,46.16666666666666,2009-04-03 20:27:51,207010752.41369295,325490342.50355,20.2551577017937,713.371435678157,1,1
203,203,226,46.0,2009-04-04 03:21:32,206972206.386567,325049153.887345,20.4030590272647,713.6371737280998,1,1
204,204,226,45.86666666666667,2009-04-04 10:15:17,206972206.386567,325049153.887345,20.4030590272647,713.6371737280998,1,1
205,205,226,45.73333333333333,2009-04-04 17:08:58,206972206.386567,325049153.887345,20.4030590272647,713.6371737280998,1,1
206,206,227,45.56666666666666,2009-04-05 00:02:45,206935782.754247,324608080.267769,20.5504815207869,713.888416362613,1,1
207,207,227,45.43333333333334,2009-04-05 06:56:28,206935782.754247,324608080.267769,20.5504815207869,713.888416362613,1,1
208,208,227,45.28333333333334,2009-04-05 13:50:14,206935782.754247,324608080.267769,20.5504815207869,713.888416362613,1,1
209,209,227,45.13333333333333,2009-04-05 20:43:55,206935782.754247,324608080.267769,20.5504815207869,713.888416362613,1,1
210,210,228,44.98333333333333,2009-04-06 03:37:37,206901486.685452,324167146.022674,20.697433581982697,714.125104806317,1,1
211,211,228,44.85,2009-04-06 10:31:20,206901486.685452,324167146.022674,20.697433581982697,714.125104806317,1,1
212,212,228,44.68333333333334,2009-04-06 17:25:01,206901486.685452,324167146.022674,20.697433581982697,714.125104806317,1,1
213,213,229,44.53333333333334,2009-04-07 00:18:49,206869323.050034,323726362.456981,20.8439246920234,714.347183602263,1,1
214,214,229,44.38333333333333,2009-04-07 07:12:32,206869323.050034,323726362.456981,20.8439246920234,714.347183602263,1,1
215,215,229,44.21666666666666,2009-04-07 14:06:18,206869323.050034,323726362.456981,20.8439246920234,714.347183602263,1,1
216,216,229,44.08333333333334,2009-04-07 20:59:59,206869323.050034,323726362.456981,20.8439246920234,714.347183602263,1,1
217,217,230,43.91666666666666,2009-04-08 03:53:42,206839296.417412,323285727.082447,20.9899648112576,714.5546006425819,1,1
218,218,230,43.76666666666666,2009-04-08 10:47:24,206839296.417412,323285727.082447,20.9899648112576,714.5546006425819,1,1
219,219,230,43.61666666666667,2009-04-08 17:41:08,206839296.417412,323285727.082447,20.9899648112576,714.5546006425819,1,1
220,220,231,43.46666666666666,2009-04-09 00:34:55,206811411.055072,322845223.964927,21.1355637677031,714.7473071976151,1,1
221,221,231,43.31666666666666,2009-04-09 07:28:37,206811411.055072,322845223.964927,21.1355637677031,714.7473071976151,1,1
222,222,231,43.15,2009-04-09 14:22:23,206811411.055072,322845223.964927,21.1355637677031,714.7473071976151,1,1
223,223,231,43.0,2009-04-09 21:16:03,206811411.055072,322845223.964927,21.1355637677031,714.7473071976151,1,1
224,224,232,42.816666666666656,2009-04-10 04:09:48,206785670.927119,322404825.090102,21.2807307071473,714.925257943495,1,1
225,225,232,42.66666666666666,2009-04-10 11:03:30,206785670.927119,322404825.090102,21.2807307071473,714.925257943495,1,1
226,226,232,42.516666666666666,2009-04-10 17:57:16,206785670.927119,322404825.090102,21.2807307071473,714.925257943495,1,1
227,227,233,42.36666666666667,2009-04-11 00:50:59,206762079.692892,321964492.507339,21.425473669258498,715.088410988101,1,1
228,228,233,42.2,2009-04-11 07:44:40,206762079.692892,321964492.507339,21.425473669258498,715.088410988101,1,1
229,229,233,42.05,2009-04-11 14:38:25,206762079.692892,321964492.507339,21.425473669258498,715.088410988101,1,1
230,230,233,41.88333333333333,2009-04-11 21:32:05,206762079.692892,321964492.507339,21.425473669258498,715.088410988101,1,1
231,231,234,41.716666666666654,2009-04-12 04:25:52,206740640.705662,321524180.865026,21.569799327292,715.236727895302,1,1
232,232,234,41.566666666666656,2009-04-12 11:19:34,206740640.705662,321524180.865026,21.569799327292,715.236727895302,1,1
