,ut_ms_x,description,round_time,duration,ut_ms_y,sunmars_km,earthmars_km,sunmarsearthangle_deg,solarconstantmars,eclipseduration_min,occultationduration_min,season,group
24,1234371178000,MAR_PENUMBRA_END,174,33.083333333333336,1234310400000,211583074.500427,347673506.469234,12.1159296127171,682.872582894322,33.8,58.05,1,Distance_shift-1
25,1234396017000,MAR_PENUMBRA_END,174,33.8,1234310400000,211583074.500427,347673506.469234,12.1159296127171,682.872582894322,33.8,58.05,1,Distance_shift-1
26,1234420860000,MAR_PENUMBRA_END,175,34.55,1234396800000,211449397.758445,347253685.036472,12.2859352687744,683.736269787067,35.85,58.6666666666667,1,Distance_shift-1
27,1234445697000,MAR_PENUMBRA_END,175,35.2,1234396800000,211449397.758445,347253685.036472,12.2859352687744,683.736269787067,35.85,58.6666666666667,1,Distance_shift-1
28,1234470536000,MAR_PENUMBRA_END,175,35.85,1234396800000,211449397.758445,347253685.036472,12.2859352687744,683.736269787067,35.85,58.6666666666667,1,Distance_shift-1
29,1234495376000,MAR_PENUMBRA_END,176,36.5,1234483200000,211317242.393825,346832874.944004,12.4555826179715,684.591738748161,38.25,59.4166666666667,1,Distance_shift-1
30,1234520213000,MAR_PENUMBRA_END,176,37.1,1234483200000,211317242.393825,346832874.944004,12.4555826179715,684.591738748161,38.25,59.4166666666667,1,Distance_shift-1
31,1234545055000,MAR_PENUMBRA_END,176,37.7,1234483200000,211317242.393825,346832874.944004,12.4555826179715,684.591738748161,38.25,59.4166666666667,1,Distance_shift-1
32,1234569890000,MAR_PENUMBRA_END,177,38.25,1234569600000,211186625.159173,346411074.344157,12.6248724981777,685.438829631206,39.8666666666667,59.866666666666696,1,Distance_shift-1
33,1234594731000,MAR_PENUMBRA_END,177,38.85,1234569600000,211186625.159173,346411074.344157,12.6248724981777,685.438829631206,39.8666666666667,59.866666666666696,1,Distance_shift-1
34,1234619563000,MAR_PENUMBRA_END,177,39.35,1234569600000,211186625.159173,346411074.344157,12.6248724981777,685.438829631206,39.8666666666667,59.866666666666696,1,Distance_shift-1
35,1234644400000,MAR_PENUMBRA_END,177,39.86666666666667,1234569600000,211186625.159173,346411074.344157,12.6248724981777,685.438829631206,39.8666666666667,59.866666666666696,1,Distance_shift-1
36,1234669235000,MAR_PENUMBRA_END,178,40.36666666666667,1234656000000,211057562.669862,345988280.188316,12.793803866384803,686.2773827602321,41.783333333333296,60.366666666666696,1,Distance_shift-1
37,1234694070000,MAR_PENUMBRA_END,178,40.85,1234656000000,211057562.669862,345988280.188316,12.793803866384803,686.2773827602321,41.783333333333296,60.366666666666696,1,Distance_shift-1
38,1234718908000,MAR_PENUMBRA_END,178,41.333333333333336,1234656000000,211057562.669862,345988280.188316,12.793803866384803,686.2773827602321,41.783333333333296,60.366666666666696,1,Distance_shift-1
39,1234743741000,MAR_PENUMBRA_END,179,41.766666666666666,1234742400000,210930071.40004098,345564490.760782,12.962374086322699,687.107238989473,43.0666666666667,60.633333333333304,1,Distance_shift-1
40,1234768580000,MAR_PENUMBRA_END,179,42.25,1234742400000,210930071.40004098,345564490.760782,12.962374086322699,687.107238989473,43.0666666666667,60.633333333333304,1,Distance_shift-1
41,1234793410000,MAR_PENUMBRA_END,179,42.65,1234742400000,210930071.40004098,345564490.760782,12.962374086322699,687.107238989473,43.0666666666667,60.633333333333304,1,Distance_shift-1
42,1234818246000,MAR_PENUMBRA_END,179,43.06666666666666,1234742400000,210930071.40004098,345564490.760782,12.962374086322699,687.107238989473,43.0666666666667,60.633333333333304,1,Distance_shift-1
43,1234843077000,MAR_PENUMBRA_END,180,43.46666666666666,1234828800000,210804167.67863998,345139707.061251,13.1305792414556,687.928239763716,44.6,60.9166666666667,1,Distance_shift-1
44,1234867912000,MAR_PENUMBRA_END,180,43.86666666666667,1234828800000,210804167.67863998,345139707.061251,13.1305792414556,687.928239763716,44.6,60.9166666666667,1,Distance_shift-1
45,1234892745000,MAR_PENUMBRA_END,180,44.266666666666666,1234828800000,210804167.67863998,345139707.061251,13.1305792414556,687.928239763716,44.6,60.9166666666667,1,Distance_shift-1
46,1234917577000,MAR_PENUMBRA_END,181,44.61666666666667,1234915200000,210679867.68538502,344713933.364437,13.298414401817698,688.740227179202,45.6666666666667,61.0666666666667,1,Distance_shift-1
47,1234942412000,MAR_PENUMBRA_END,181,45.0,1234915200000,210679867.68538502,344713933.364437,13.298414401817698,688.740227179202,45.6666666666667,61.0666666666667,1,Distance_shift-1
48,1234967241000,MAR_PENUMBRA_END,181,45.31666666666666,1234915200000,210679867.68538502,344713933.364437,13.298414401817698,688.740227179202,45.6666666666667,61.0666666666667,1,Distance_shift-1
49,1234992077000,MAR_PENUMBRA_END,181,45.666666666666664,1234915200000,210679867.68538502,344713933.364437,13.298414401817698,688.740227179202,45.6666666666667,61.0666666666667,1,Distance_shift-1
50,1235016906000,MAR_PENUMBRA_END,182,45.983333333333334,1235001600000,210557187.44681698,344287177.334198,13.4658738159434,689.543044045034,46.9166666666667,61.133333333333304,1,Distance_shift-1
51,1235041740000,MAR_PENUMBRA_END,182,46.333333333333336,1235001600000,210557187.44681698,344287177.334198,13.4658738159434,689.543044045034,46.9166666666667,61.133333333333304,1,Distance_shift-1
52,1235066569000,MAR_PENUMBRA_END,182,46.63333333333333,1235001600000,210557187.44681698,344287177.334198,13.4658738159434,689.543044045034,46.9166666666667,61.133333333333304,1,Distance_shift-1
53,1235091399000,MAR_PENUMBRA_END,183,46.916666666666664,1235088000000,210436142.832308,343859450.011073,13.632951029236699,690.3365339450661,47.7666666666667,61.1666666666667,1,Distance_shift-1
54,1235116231000,MAR_PENUMBRA_END,183,47.21666666666666,1235088000000,210436142.832308,343859450.011073,13.632951029236699,690.3365339450661,47.7666666666667,61.1666666666667,1,Distance_shift-1
55,1235141060000,MAR_PENUMBRA_END,183,47.483333333333334,1235088000000,210436142.832308,343859450.011073,13.632951029236699,690.3365339450661,47.7666666666667,61.1666666666667,1,Distance_shift-1
56,1235165895000,MAR_PENUMBRA_END,183,47.766666666666666,1235088000000,210436142.832308,343859450.011073,13.632951029236699,690.3365339450661,47.7666666666667,61.1666666666667,1,Distance_shift-1
57,1235190724000,MAR_PENUMBRA_END,184,48.03333333333334,1235174400000,210316749.550097,343430765.89961296,13.7996389474518,691.1205413002251,48.55,61.133333333333304,1,Distance_shift-1
58,1235215557000,MAR_PENUMBRA_END,184,48.3,1235174400000,210316749.550097,343430765.89961296,13.7996389474518,691.1205413002251,48.55,61.133333333333304,1,Distance_shift-1
59,1235240384000,MAR_PENUMBRA_END,184,48.55,1235174400000,210316749.550097,343430765.89961296,13.7996389474518,691.1205413002251,48.55,61.133333333333304,1,Distance_shift-1
60,1235265215000,MAR_PENUMBRA_END,185,48.78333333333334,1235260800000,210199023.143329,343001143.28941,13.965929872713803,691.894911431227,49.4833333333333,61.05,1,Distance_shift-1
61,1235290044000,MAR_PENUMBRA_END,185,49.03333333333334,1235260800000,210199023.143329,343001143.28941,13.965929872713803,691.894911431227,49.4833333333333,61.05,1,Distance_shift-1
62,1235314873000,MAR_PENUMBRA_END,185,49.233333333333334,1235260800000,210199023.143329,343001143.28941,13.965929872713803,691.894911431227,49.4833333333333,61.05,1,Distance_shift-1
63,1235339706000,MAR_PENUMBRA_END,185,49.483333333333334,1235260800000,210199023.143329,343001143.28941,13.965929872713803,691.894911431227,49.4833333333333,61.05,1,Distance_shift-1
64,1235364534000,MAR_PENUMBRA_END,186,49.68333333333334,1235347200000,210082978.986104,342570604.858316,14.1318155431358,692.659490621652,50.1,60.883333333333304,1,Distance_shift-1
65,1235389367000,MAR_PENUMBRA_END,186,49.9,1235347200000,210082978.986104,342570604.858316,14.1318155431358,692.659490621652,50.1,60.883333333333304,1,Distance_shift-1
66,1235414193000,MAR_PENUMBRA_END,186,50.1,1235347200000,210082978.986104,342570604.858316,14.1318155431358,692.659490621652,50.1,60.883333333333304,1,Distance_shift-1
67,1235439024000,MAR_PENUMBRA_END,187,50.28333333333334,1235433600000,209968632.279547,342139178.524599,14.297287206920199,693.414126181337,50.85,60.7,1,Distance_shift-1
68,1235463852000,MAR_PENUMBRA_END,187,50.483333333333334,1235433600000,209968632.279547,342139178.524599,14.297287206920199,693.414126181337,50.85,60.7,1,Distance_shift-1
69,1235488681000,MAR_PENUMBRA_END,187,50.65,1235433600000,209968632.279547,342139178.524599,14.297287206920199,693.414126181337,50.85,60.7,1,Distance_shift-1
70,1235513511000,MAR_PENUMBRA_END,187,50.85,1235433600000,209968632.279547,342139178.524599,14.297287206920199,693.414126181337,50.85,60.7,1,Distance_shift-1
71,1235538338000,MAR_PENUMBRA_END,188,51.0,1235520000000,209855998.047886,341706898.43624103,14.462335757274401,694.1586665100281,51.3166666666667,60.383333333333304,1,Distance_shift-1
72,1235563170000,MAR_PENUMBRA_END,188,51.18333333333334,1235520000000,209855998.047886,341706898.43624103,14.462335757274401,694.1586665100281,51.3166666666667,60.383333333333304,1,Distance_shift-1
73,1235587995000,MAR_PENUMBRA_END,188,51.31666666666666,1235520000000,209855998.047886,341706898.43624103,14.462335757274401,694.1586665100281,51.3166666666667,60.383333333333304,1,Distance_shift-1
74,1235612827000,MAR_PENUMBRA_END,189,51.483333333333334,1235606400000,209745091.134555,341273805.91973996,14.626951944601,694.892961161267,51.9333333333333,60.1,1,Distance_shift-1
75,1235637653000,MAR_PENUMBRA_END,189,51.63333333333333,1235606400000,209745091.134555,341273805.91973996,14.626951944601,694.892961161267,51.9333333333333,60.1,1,Distance_shift-1
76,1235662483000,MAR_PENUMBRA_END,189,51.766666666666666,1235606400000,209745091.134555,341273805.91973996,14.626951944601,694.892961161267,51.9333333333333,60.1,1,Distance_shift-1
77,1235687310000,MAR_PENUMBRA_END,189,51.93333333333334,1235606400000,209745091.134555,341273805.91973996,14.626951944601,694.892961161267,51.9333333333333,60.1,1,Distance_shift-1
78,1235712136000,MAR_PENUMBRA_END,190,52.03333333333334,1235692800000,209635926.198306,340839950.17546403,14.7911266676339,695.616860906467,52.2833333333333,59.65,1,Distance_shift-1
79,1235736965000,MAR_PENUMBRA_END,190,52.166666666666664,1235692800000,209635926.198306,340839950.17546403,14.7911266676339,695.616860906467,52.2833333333333,59.65,1,Distance_shift-1
80,1235761791000,MAR_PENUMBRA_END,190,52.28333333333334,1235692800000,209635926.198306,340839950.17546403,14.7911266676339,695.616860906467,52.2833333333333,59.65,1,Distance_shift-1
81,1235786623000,MAR_PENUMBRA_END,191,52.4,1235779200000,209528517.709356,340405388.518342,14.9548513284991,696.3302177991051,52.7333333333333,59.2833333333333,1,Distance_shift-1
82,1235811449000,MAR_PENUMBRA_END,191,52.516666666666666,1235779200000,209528517.709356,340405388.518342,14.9548513284991,696.3302177991051,52.7333333333333,59.2833333333333,1,Distance_shift-1
83,1235836279000,MAR_PENUMBRA_END,191,52.61666666666667,1235779200000,209528517.709356,340405388.518342,14.9548513284991,696.3302177991051,52.7333333333333,59.2833333333333,1,Distance_shift-1
84,1235861104000,MAR_PENUMBRA_END,191,52.733333333333334,1235779200000,209528517.709356,340405388.518342,14.9548513284991,696.3302177991051,52.7333333333333,59.2833333333333,1,Distance_shift-1
85,1235885931000,MAR_PENUMBRA_END,192,52.81666666666666,1235865600000,209422879.94554698,339970186.02278596,15.1181182230768,697.032885239025,53.0,58.7166666666667,1,Distance_shift-1
86,1235910758000,MAR_PENUMBRA_END,192,52.916666666666664,1235865600000,209422879.94554698,339970186.02278596,15.1181182230768,697.032885239025,53.0,58.7166666666667,1,Distance_shift-1
87,1235935585000,MAR_PENUMBRA_END,192,53.0,1235865600000,209422879.94554698,339970186.02278596,15.1181182230768,697.032885239025,53.0,58.7166666666667,1,Distance_shift-1
88,1235960416000,MAR_PENUMBRA_END,193,53.11666666666667,1235952000000,209319026.988537,339534414.51719904,15.280920931994698,697.724718036766,53.3333333333333,58.2666666666667,1,Distance_shift-1
89,1235985241000,MAR_PENUMBRA_END,193,53.166666666666664,1235952000000,209319026.988537,339534414.51719904,15.280920931994698,697.724718036766,53.3333333333333,58.2666666666667,1,Distance_shift-1
90,1236010072000,MAR_PENUMBRA_END,193,53.266666666666666,1235952000000,209319026.988537,339534414.51719904,15.280920931994698,697.724718036766,53.3333333333333,58.2666666666667,1,Distance_shift-1
91,1236034896000,MAR_PENUMBRA_END,193,53.333333333333336,1235952000000,209319026.988537,339534414.51719904,15.280920931994698,697.724718036766,53.3333333333333,58.2666666666667,1,Distance_shift-1
92,1236059724000,MAR_PENUMBRA_END,194,53.38333333333333,1236038400000,209216972.720017,339098150.949652,15.443254679753199,698.40557247789,53.5166666666667,57.5833333333333,1,Distance_shift-1
93,1236084550000,MAR_PENUMBRA_END,194,53.46666666666666,1236038400000,209216972.720017,339098150.949652,15.443254679753199,698.40557247789,53.5166666666667,57.5833333333333,1,Distance_shift-1
94,1236109377000,MAR_PENUMBRA_END,194,53.516666666666666,1236038400000,209216972.720017,339098150.949652,15.443254679753199,698.40557247789,53.5166666666667,57.5833333333333,1,Distance_shift-1
95,1236134205000,MAR_PENUMBRA_END,195,53.583333333333336,1236124800000,209116730.817958,338661475.183498,15.6051166355409,699.075306387255,53.7166666666667,57.0666666666667,1,Distance_shift-1
96,1236159030000,MAR_PENUMBRA_END,195,53.61666666666667,1236124800000,209116730.817958,338661475.183498,15.6051166355409,699.075306387255,53.7166666666667,57.0666666666667,1,Distance_shift-1
97,1236183860000,MAR_PENUMBRA_END,195,53.68333333333334,1236124800000,209116730.817958,338661475.183498,15.6051166355409,699.075306387255,53.7166666666667,57.0666666666667,1,Distance_shift-1
98,1236208683000,MAR_PENUMBRA_END,195,53.71666666666666,1236124800000,209116730.817958,338661475.183498,15.6051166355409,699.075306387255,53.7166666666667,57.0666666666667,1,Distance_shift-1
99,1236233513000,MAR_PENUMBRA_END,196,53.75,1236211200000,209018314.752892,338224467.281619,15.766506132259199,699.7337791931731,53.8333333333333,56.2833333333333,1,Distance_shift-1
100,1236258338000,MAR_PENUMBRA_END,196,53.81666666666666,1236211200000,209018314.752892,338224467.281619,15.766506132259199,699.7337791931731,53.8333333333333,56.2833333333333,1,Distance_shift-1
101,1236283166000,MAR_PENUMBRA_END,196,53.833333333333336,1236211200000,209018314.752892,338224467.281619,15.766506132259199,699.7337791931731,53.8333333333333,56.2833333333333,1,Distance_shift-1
102,1236307991000,MAR_PENUMBRA_END,197,53.88333333333333,1236297600000,208921737.784224,337787204.338826,15.9274247753121,700.380851991423,53.9333333333333,55.6833333333333,1,Distance_shift-1
103,1236332815000,MAR_PENUMBRA_END,197,53.88333333333333,1236297600000,208921737.784224,337787204.338826,15.9274247753121,700.380851991423,53.9333333333333,55.6833333333333,1,Distance_shift-1
104,1236357643000,MAR_PENUMBRA_END,197,53.93333333333334,1236297600000,208921737.784224,337787204.338826,15.9274247753121,700.380851991423,53.9333333333333,55.6833333333333,1,Distance_shift-1
105,1236382467000,MAR_PENUMBRA_END,197,53.93333333333334,1236297600000,208921737.784224,337787204.338826,15.9274247753121,700.380851991423,53.9333333333333,55.6833333333333,1,Distance_shift-1
106,1236407297000,MAR_PENUMBRA_END,198,53.95,1236384000000,208827012.95658,337349756.979319,16.0878764021002,701.016387609043,53.9833333333333,54.8166666666667,1,Distance_shift-1
107,1236432122000,MAR_PENUMBRA_END,198,53.983333333333334,1236384000000,208827012.95658,337349756.979319,16.0878764021002,701.016387609043,53.9833333333333,54.8166666666667,1,Distance_shift-1
108,1236456950000,MAR_PENUMBRA_END,198,53.983333333333334,1236384000000,208827012.95658,337349756.979319,16.0878764021002,701.016387609043,53.9833333333333,54.8166666666667,1,Distance_shift-1
109,1236481774000,MAR_PENUMBRA_END,199,54.016666666666666,1236470400000,208734153.096199,336912185.784319,16.2478668479386,701.6402506678751,54.0166666666667,54.15,1,Distance_shift-1
110,1236506599000,MAR_PENUMBRA_END,199,54.0,1236470400000,208734153.096199,336912185.784319,16.2478668479386,701.6402506678751,54.0166666666667,54.15,1,Distance_shift-1
111,1236531425000,MAR_PENUMBRA_END,199,54.016666666666666,1236470400000,208734153.096199,336912185.784319,16.2478668479386,701.6402506678751,54.0166666666667,54.15,1,Distance_shift-1
112,1236556250000,MAR_PENUMBRA_END,199,54.016666666666666,1236470400000,208734153.096199,336912185.784319,16.2478668479386,701.6402506678751,54.0166666666667,54.15,1,Distance_shift-1
113,1236581079000,MAR_PENUMBRA_END,200,54.016666666666666,1236556800000,208643170.807356,336474538.121204,16.4074034900529,702.252307647783,54.0166666666667,53.1833333333333,1,Distance_shift-1
114,1236605904000,MAR_PENUMBRA_END,200,54.0,1236556800000,208643170.807356,336474538.121204,16.4074034900529,702.252307647783,54.0166666666667,53.1833333333333,1,Distance_shift-1
115,1236630733000,MAR_PENUMBRA_END,200,54.0,1236556800000,208643170.807356,336474538.121204,16.4074034900529,702.252307647783,54.0166666666667,53.1833333333333,1,Distance_shift-1
116,1236655555000,MAR_PENUMBRA_END,201,53.983333333333334,1236643200000,208554078.46883798,336036845.991842,16.5664945875518,702.8524269495099,53.9833333333333,52.45,1,Distance_shift-1
117,1236680382000,MAR_PENUMBRA_END,201,53.95,1236643200000,208554078.46883798,336036845.991842,16.5664945875518,702.8524269495099,53.9833333333333,52.45,1,Distance_shift-1
118,1236705207000,MAR_PENUMBRA_END,201,53.96666666666666,1236643200000,208554078.46883798,336036845.991842,16.5664945875518,702.8524269495099,53.9833333333333,52.45,1,Distance_shift-1
119,1236730033000,MAR_PENUMBRA_END,202,53.93333333333334,1236729600000,208466888.230455,335599125.452449,16.7251485010684,703.440478957128,53.9333333333333,51.4333333333333,1,Distance_shift-1
120,1236754860000,MAR_PENUMBRA_END,202,53.93333333333334,1236729600000,208466888.230455,335599125.452449,16.7251485010684,703.440478957128,53.9333333333333,51.4333333333333,1,Distance_shift-1
121,1236779684000,MAR_PENUMBRA_END,202,53.88333333333333,1236729600000,208466888.230455,335599125.452449,16.7251485010684,703.440478957128,53.9333333333333,51.4333333333333,1,Distance_shift-1
122,1236804512000,MAR_PENUMBRA_END,202,53.86666666666667,1236729600000,208466888.230455,335599125.452449,16.7251485010684,703.440478957128,53.9333333333333,51.4333333333333,1,Distance_shift-1
123,1236829334000,MAR_PENUMBRA_END,203,53.833333333333336,1236816000000,208381612.009601,335161377.81607205,16.8833729284405,704.016336100004,53.8333333333333,50.633333333333304,1,Distance_shift-1
124,1236854163000,MAR_PENUMBRA_END,203,53.8,1236816000000,208381612.009601,335161377.81607205,16.8833729284405,704.016336100004,53.8333333333333,50.633333333333304,1,Distance_shift-1
125,1236878987000,MAR_PENUMBRA_END,203,53.78333333333334,1236816000000,208381612.009601,335161377.81607205,16.8833729284405,704.016336100004,53.8333333333333,50.633333333333304,1,Distance_shift-1
126,1236903814000,MAR_PENUMBRA_END,204,53.733333333333334,1236902400000,208298261.48786798,334723592.35146403,17.0411742974618,704.579872914245,53.7166666666667,49.5333333333333,1,Distance_shift-1
127,1236928638000,MAR_PENUMBRA_END,204,53.71666666666666,1236902400000,208298261.48786798,334723592.35146403,17.0411742974618,704.579872914245,53.7166666666667,49.5333333333333,1,Distance_shift-1
128,1236953461000,MAR_PENUMBRA_END,204,53.65,1236902400000,208298261.48786798,334723592.35146403,17.0411742974618,704.579872914245,53.7166666666667,49.5333333333333,1,Distance_shift-1
129,1236978288000,MAR_PENUMBRA_END,204,53.63333333333333,1236902400000,208298261.48786798,334723592.35146403,17.0411742974618,704.579872914245,53.7166666666667,49.5333333333333,1,Distance_shift-1
130,1237003111000,MAR_PENUMBRA_END,205,53.56666666666666,1236988800000,208216848.107703,334285749.790646,17.198557405179802,705.130966103573,53.5666666666667,48.6666666666667,1,Distance_shift-1
131,1237027940000,MAR_PENUMBRA_END,205,53.516666666666666,1236988800000,208216848.107703,334285749.790646,17.198557405179802,705.130966103573,53.5666666666667,48.6666666666667,1,Distance_shift-1
132,1237052763000,MAR_PENUMBRA_END,205,53.46666666666666,1236988800000,208216848.107703,334285749.790646,17.198557405179802,705.130966103573,53.5666666666667,48.6666666666667,1,Distance_shift-1
133,1237077591000,MAR_PENUMBRA_END,206,53.416666666666664,1237075200000,208137383.069122,333847825.849742,17.3555253130039,705.6694945995531,53.366666666666696,47.5,1,Distance_shift-1
134,1237102413000,MAR_PENUMBRA_END,206,53.36666666666667,1237075200000,208137383.069122,333847825.849742,17.3555253130039,705.6694945995531,53.366666666666696,47.5,1,Distance_shift-1
135,1237127238000,MAR_PENUMBRA_END,206,53.31666666666666,1237075200000,208137383.069122,333847825.849742,17.3555253130039,705.6694945995531,53.366666666666696,47.5,1,Distance_shift-1
136,1237152062000,MAR_PENUMBRA_END,206,53.25,1237075200000,208137383.069122,333847825.849742,17.3555253130039,705.6694945995531,53.366666666666696,47.5,1,Distance_shift-1
137,1237176886000,MAR_PENUMBRA_END,207,53.18333333333334,1237161600000,208059877.326481,333409794.157375,17.5120794392373,706.195339621147,53.1833333333333,46.5833333333333,1,Distance_shift-1
138,1237201715000,MAR_PENUMBRA_END,207,53.13333333333333,1237161600000,208059877.326481,333409794.157375,17.5120794392373,706.195339621147,53.1833333333333,46.5833333333333,1,Distance_shift-1
139,1237226539000,MAR_PENUMBRA_END,207,53.06666666666666,1237161600000,208059877.326481,333409794.157375,17.5120794392373,706.195339621147,53.1833333333333,46.5833333333333,1,Distance_shift-1
140,1237251367000,MAR_PENUMBRA_END,208,53.0,1237248000000,207984341.585297,332971628.316168,17.6682197604588,706.708384733523,52.9333333333333,45.633333333333304,1,Distance_shift-1
141,1237276188000,MAR_PENUMBRA_END,208,52.93333333333334,1237248000000,207984341.585297,332971628.316168,17.6682197604588,706.708384733523,52.9333333333333,45.633333333333304,1,Distance_shift-1
142,1237301014000,MAR_PENUMBRA_END,208,52.85,1237248000000,207984341.585297,332971628.316168,17.6682197604588,706.708384733523,52.9333333333333,45.633333333333304,1,Distance_shift-1
143,1237325838000,MAR_PENUMBRA_END,208,52.8,1237248000000,207984341.585297,332971628.316168,17.6682197604588,706.708384733523,52.9333333333333,45.633333333333304,1,Distance_shift-1
144,1237350663000,MAR_PENUMBRA_END,209,52.71666666666666,1237334400000,207910786.299135,332533303.123513,17.8239450390162,707.208515906075,52.7166666666667,44.366666666666696,1,Distance_shift-1
145,1237375490000,MAR_PENUMBRA_END,209,52.65,1237334400000,207910786.299135,332533303.123513,17.8239450390162,707.208515906075,52.7166666666667,44.366666666666696,1,Distance_shift-1
146,1237400313000,MAR_PENUMBRA_END,209,52.56666666666666,1237334400000,207910786.299135,332533303.123513,17.8239450390162,707.208515906075,52.7166666666667,44.366666666666696,1,Distance_shift-1
147,1237425141000,MAR_PENUMBRA_END,210,52.5,1237420800000,207839221.666549,332094795.159902,17.9792530192162,707.695621569586,52.4166666666667,43.366666666666696,1,Distance_shift-1
148,1237449962000,MAR_PENUMBRA_END,210,52.416666666666664,1237420800000,207839221.666549,332094795.159902,17.9792530192162,707.695621569586,52.4166666666667,43.366666666666696,1,Distance_shift-1
149,1237474790000,MAR_PENUMBRA_END,210,52.333333333333336,1237420800000,207839221.666549,332094795.159902,17.9792530192162,707.695621569586,52.4166666666667,43.366666666666696,1,Distance_shift-1
150,1237499613000,MAR_PENUMBRA_END,210,52.25,1237420800000,207839221.666549,332094795.159902,17.9792530192162,707.695621569586,52.4166666666667,43.366666666666696,1,Distance_shift-1
