ut_ms,description
1278757840000,"MAD_AOS_05_/_RTLT_01855"
1278757867000,"CEB_AOS_05_/_RTLT_01855"
1278758155000,"MAD_AOS_06_/_RTLT_01855"
1278759415000,"MAD_AOS_10_/_RTLT_01855"
1278759442000,"CEB_AOS_10_/_RTLT_01855"
1278759866000,"CAN_LOS_10_/_RTLT_01855"
1278761071000,"CAN_LOS_06_/_RTLT_01855"
1278761370000,"CAN_LOS_05_/_RTLT_01855"
1278762473000,"4000_KM_DESCEND"
1278763784000,"2000_KM_DESCEND"
1278764138000,"MRB_/_RANGE_06000KM_START"
1278764328000,"1200_KM_DESCEND"
1278764646000,"800_KM_DESCEND"
1278764690000,"OCC_MARS_200KM_START_/_RA_169.50_/_DE_005.34_/_OMP_(252.72,-54.15)_/_SZA_077"
1278764871000,"OCC_MARS_START_/_RA_169.50_/_DE_005.34_/_OMP_(264.33,-45.71)_/_SZA_072"
1278765395000,"PERICENTRE_PASSAGE_08346_/_SSP_(312.79,-24.04)_/_SZA_086"
1278765560000,"OCC_MARS_END_/_RA_169.50_/_DE_005.34_/_OMP_(289.91,-02.93)_/_SZA_057"
1278765756000,"OCC_MARS_200KM_END_/_RA_169.50_/_DE_005.34_/_OMP_(294.60,008.31)_/_SZA_057"
1278766161000,"800_KM_ASCEND"
1278766475000,"1200_KM_ASCEND"
1278767012000,"2000_KM_ASCEND"
1278767365000,"MRB_/_RANGE_06000KM_END"
1278768020000,"NNO_LOS_10_/_RTLT_01856"
1278768313000,"4000_KM_ASCEND"
1278769445000,"NNO_LOS_05_/_RTLT_01856"
1278769809000,"NNO_LOS_04_/_RTLT_01856"
1278773977000,"MLG_AOS_00_/_RTLT_01856"
1278775365000,"MLG_AOS_05_/_RTLT_01856"
1278776875000,"MLG_AOS_10_/_RTLT_01856"
1278777984000,"APOCENTRE_PASSAGE_08347"
1278781303000,"MRB_AOS_00"
1278784792000,"MRB_AOS_10"
1278784924000,"GDS_AOS_05_/_RTLT_01857"
1278785218000,"GDS_AOS_06_/_RTLT_01857"
1278785934000,"MRB_LOS_10"
1278786394000,"GDS_AOS_10_/_RTLT_01857"
1278787623000,"MRB_LOS_00"
1278787645000,"4000_KM_DESCEND"
1278787896000,"KLZ_LOS_10_/_RTLT_01857"
1278787943000,"BLK_LOS_10_/_RTLT_01857"
1278788399000,"MRB_/_RANGE_06000KM_START"
1278788956000,"2000_KM_DESCEND"
1278789500000,"1200_KM_DESCEND"
1278789756000,"MRB_/_RANGE_06000KM_END"
1278789818000,"800_KM_DESCEND"
1278789865000,"OCC_MARS_200KM_START_/_RA_169.65_/_DE_005.27_/_OMP_(150.56,-54.19)_/_SZA_077"
1278790048000,"OCC_MARS_START_/_RA_169.65_/_DE_005.27_/_OMP_(162.29,-45.67)_/_SZA_072"
1278790080000,"BLK_LOS_05_/_RTLT_01857"
1278790112000,"KLZ_LOS_05_/_RTLT_01857"
1278790567000,"PERICENTRE_PASSAGE_08347_/_SSP_(210.53,-24.24)_/_SZA_086"
1278790729000,"OCC_MARS_END_/_RA_169.66_/_DE_005.27_/_OMP_(187.66,-03.39)_/_SZA_057"
1278790927000,"OCC_MARS_200KM_END_/_RA_169.66_/_DE_005.27_/_OMP_(192.39,007.96)_/_SZA_057"
1278791333000,"800_KM_ASCEND"
1278791647000,"1200_KM_ASCEND"
1278792185000,"2000_KM_ASCEND"
1278792226000,"BLK_LOS_00_/_RTLT_01857"
1278792337000,"KLZ_LOS_00_/_RTLT_01857"
1278793485000,"4000_KM_ASCEND"
1278795601000,"MRB_AOS_00"
1278796579000,"MRB_AOS_10"
1278798399000,"MAD_LOS_10_/_RTLT_01858"
1278798426000,"CEB_LOS_10_/_RTLT_01858"
1278798944000,"MAD_LOS_08_/_RTLT_01858"
1278799974000,"MAD_LOS_05_/_RTLT_01858"
1278800002000,"CEB_LOS_05_/_RTLT_01858"
1278800367000,"CEB_LOS_04_/_RTLT_01858"
1278803160000,"APOCENTRE_PASSAGE_08348"
1278809274000,"CAN_AOS_05_/_RTLT_01859"
1278810754000,"CAN_AOS_10_/_RTLT_01859"
1278810775000,"CAN_AOS_10_/_RTLT_01859"
1278812211000,"MLG_LOS_10_/_RTLT_01859"
1278812239000,"MRB_LOS_10"
1278812826000,"4000_KM_DESCEND"
1278812924000,"MRB_LOS_00"
1278813521000,"MRB_/_RANGE_06000KM_START"
1278813720000,"MLG_LOS_05_/_RTLT_01859"
1278814136000,"2000_KM_DESCEND"
1278814581000,"MLG_LOS_02_/_RTLT_01859"
1278814680000,"1200_KM_DESCEND"
1278814998000,"800_KM_DESCEND"
1278815049000,"OCC_MARS_200KM_START_/_RA_169.81_/_DE_005.20_/_OMP_(048.44,-54.19)_/_SZA_077"
1278815233000,"OCC_MARS_START_/_RA_169.81_/_DE_005.20_/_OMP_(060.30,-45.57)_/_SZA_071"
1278815609000,"NNO_AOS_00_/_RTLT_01859"
1278815748000,"PERICENTRE_PASSAGE_08348_/_SSP_(108.23,-24.41)_/_SZA_086"
1278815906000,"OCC_MARS_END_/_RA_169.81_/_DE_005.20_/_OMP_(085.36,-03.87)_/_SZA_057"
1278816022000,"MRB_/_RANGE_06000KM_END"
1278816105000,"OCC_MARS_200KM_END_/_RA_169.81_/_DE_005.20_/_OMP_(090.15,007.61)_/_SZA_057"
1278816514000,"800_KM_ASCEND"
1278816828000,"1200_KM_ASCEND"
1278816921000,"NNO_AOS_05_/_RTLT_01859"
1278817366000,"2000_KM_ASCEND"
1278818344000,"NNO_AOS_10_/_RTLT_01860"
1278818666000,"4000_KM_ASCEND"
1278825415000,"GDS_LOS_10_/_RTLT_01860"
1278826590000,"GDS_LOS_06_/_RTLT_01860"
1278826883000,"GDS_LOS_05_/_RTLT_01860"
1278828339000,"APOCENTRE_PASSAGE_08349"
1278831625000,"KLZ_AOS_00_/_RTLT_01861"
1278831709000,"BLK_AOS_00_/_RTLT_01861"
1278833854000,"KLZ_AOS_05_/_RTLT_01861"
1278833859000,"BLK_AOS_05_/_RTLT_01861"
1278835999000,"BLK_AOS_10_/_RTLT_01861"
1278836073000,"KLZ_AOS_10_/_RTLT_01861"
1278838003000,"4000_KM_DESCEND"
1278839313000,"2000_KM_DESCEND"
1278839636000,"MRB_/_RANGE_06000KM_START"
1278839857000,"1200_KM_DESCEND"
1278840175000,"800_KM_DESCEND"
1278840229000,"OCC_MARS_200KM_START_/_RA_169.96_/_DE_005.13_/_OMP_(306.38,-54.17)_/_SZA_077"
1278840415000,"OCC_MARS_START_/_RA_169.96_/_DE_005.13_/_OMP_(318.35,-45.44)_/_SZA_071"
1278840925000,"PERICENTRE_PASSAGE_08349_/_SSP_(005.95,-24.58)_/_SZA_086"
1278840941000,"MRB_AOS_00"
1278841078000,"OCC_MARS_END_/_RA_169.97_/_DE_005.13_/_OMP_(343.06,-04.39)_/_SZA_057"
1278841082000,"MRB_AOS_10"
1278841280000,"OCC_MARS_200KM_END_/_RA_169.97_/_DE_005.13_/_OMP_(347.91,007.23)_/_SZA_057"
1278841691000,"800_KM_ASCEND"
1278841734000,"MRB_LOS_10"
1278842005000,"1200_KM_ASCEND"
1278842118000,"MRB_LOS_00"
1278842542000,"2000_KM_ASCEND"
1278843017000,"MRB_/_RANGE_06000KM_END"
1278843346000,"CEB_AOS_02_/_RTLT_01861"
1278843843000,"4000_KM_ASCEND"
1278844180000,"MAD_AOS_05_/_RTLT_01862"
1278844207000,"CEB_AOS_05_/_RTLT_01862"
1278844494000,"MAD_AOS_06_/_RTLT_01862"
1278845756000,"MAD_AOS_10_/_RTLT_01862"
1278845783000,"CEB_AOS_10_/_RTLT_01862"
1278846201000,"CAN_LOS_10_/_RTLT_01862"
1278847405000,"CAN_LOS_06_/_RTLT_01862"
1278847704000,"CAN_LOS_05_/_RTLT_01862"
1278853518000,"APOCENTRE_PASSAGE_08350"
1278854350000,"NNO_LOS_10_/_RTLT_01862"
1278855774000,"NNO_LOS_05_/_RTLT_01862"
1278856153000,"NNO_LOS_04_/_RTLT_01862"
1278860225000,"MLG_AOS_00_/_RTLT_01863"
1278861612000,"MLG_AOS_05_/_RTLT_01863"
1278863121000,"MLG_AOS_10_/_RTLT_01863"
1278863185000,"4000_KM_DESCEND"
1278864495000,"2000_KM_DESCEND"
1278864838000,"MRB_/_RANGE_06000KM_START"
1278865039000,"1200_KM_DESCEND"
1278865357000,"800_KM_DESCEND"
1278865413000,"OCC_MARS_200KM_START_/_RA_170.12_/_DE_005.06_/_OMP_(204.23,-54.19)_/_SZA_077"
1278865602000,"OCC_MARS_START_/_RA_170.12_/_DE_005.06_/_OMP_(216.32,-45.36)_/_SZA_071"
1278866107000,"PERICENTRE_PASSAGE_08350_/_SSP_(263.64,-24.75)_/_SZA_086"
1278866256000,"OCC_MARS_END_/_RA_170.12_/_DE_005.06_/_OMP_(240.77,-04.85)_/_SZA_057"
1278866459000,"OCC_MARS_200KM_END_/_RA_170.12_/_DE_005.06_/_OMP_(245.67,006.89)_/_SZA_057"
1278866873000,"800_KM_ASCEND"
1278867187000,"1200_KM_ASCEND"
1278867340000,"MRB_/_RANGE_06000KM_END"
1278867725000,"2000_KM_ASCEND"
1278869025000,"4000_KM_ASCEND"
1278871256000,"GDS_AOS_05_/_RTLT_01864"
1278871550000,"GDS_AOS_06_/_RTLT_01864"
1278872726000,"GDS_AOS_10_/_RTLT_01864"
1278873111000,"MRB_AOS_00"
1278874099000,"KLZ_LOS_10_/_RTLT_01864"
1278874151000,"BLK_LOS_10_/_RTLT_01864"
1278874866000,"MRB_AOS_10"
1278876287000,"BLK_LOS_05_/_RTLT_01864"
1278876314000,"KLZ_LOS_05_/_RTLT_01864"
1278878431000,"BLK_LOS_00_/_RTLT_01864"
1278878537000,"KLZ_LOS_00_/_RTLT_01864"
1278878698000,"APOCENTRE_PASSAGE_08351"
1278884642000,"MAD_LOS_10_/_RTLT_01865"
1278884669000,"CEB_LOS_10_/_RTLT_01865"
1278885180000,"MAD_LOS_08_/_RTLT_01865"
1278886216000,"MAD_LOS_05_/_RTLT_01865"
1278886243000,"CEB_LOS_05_/_RTLT_01865"
1278886598000,"CEB_LOS_04_/_RTLT_01865"
1278887389000,"MRB_/_RANGE_06000KM_START"
1278888362000,"4000_KM_DESCEND"
1278888797000,"MRB_LOS_10"
1278889116000,"MRB_LOS_00"
1278889673000,"2000_KM_DESCEND"
1278890217000,"1200_KM_DESCEND"
1278890436000,"MRB_/_RANGE_06000KM_END"
1278890535000,"800_KM_DESCEND"
1278890594000,"OCC_MARS_200KM_START_/_RA_170.27_/_DE_004.99_/_OMP_(102.19,-54.16)_/_SZA_077"
1278890784000,"OCC_MARS_START_/_RA_170.27_/_DE_004.99_/_OMP_(114.41,-45.19)_/_SZA_071"
1278891284000,"PERICENTRE_PASSAGE_08351_/_SSP_(161.36,-24.89)_/_SZA_086"
1278891428000,"OCC_MARS_END_/_RA_170.28_/_DE_004.99_/_OMP_(138.46,-05.40)_/_SZA_057"
1278891634000,"OCC_MARS_200KM_END_/_RA_170.28_/_DE_004.99_/_OMP_(143.43,006.49)_/_SZA_057"
1278892050000,"800_KM_ASCEND"
1278892364000,"1200_KM_ASCEND"
1278892902000,"2000_KM_ASCEND"
1278894202000,"4000_KM_ASCEND"
1278895524000,"CAN_AOS_05_/_RTLT_01865"
1278896979000,"CAN_AOS_10_/_RTLT_01866"
1278897023000,"CAN_AOS_10_/_RTLT_01866"
1278897043000,"MRB_AOS_00"
1278898547000,"MLG_LOS_10_/_RTLT_01866"
1278899417000,"MRB_AOS_10"
1278900056000,"MLG_LOS_05_/_RTLT_01866"
1278900915000,"MLG_LOS_02_/_RTLT_01866"
1278901863000,"NNO_AOS_00_/_RTLT_01866"
1278903029000,"MRB_LOS_10"
1278903177000,"NNO_AOS_05_/_RTLT_01866"
1278903874000,"APOCENTRE_PASSAGE_08352"
1278904599000,"NNO_AOS_10_/_RTLT_01866"
1278906622000,"MRB_LOS_00"
1278911665000,"GDS_LOS_10_/_RTLT_01867"
1278912840000,"GDS_LOS_06_/_RTLT_01867"
1278913134000,"GDS_LOS_05_/_RTLT_01867"
1278913536000,"4000_KM_DESCEND"
1278914846000,"2000_KM_DESCEND"
1278915045000,"MRB_/_RANGE_06000KM_START"
1278915390000,"1200_KM_DESCEND"
1278915708000,"800_KM_DESCEND"
1278915770000,"OCC_MARS_200KM_START_/_RA_170.43_/_DE_004.92_/_OMP_(359.99,-54.22)_/_SZA_077"
1278915962000,"OCC_MARS_START_/_RA_170.43_/_DE_004.92_/_OMP_(012.34,-45.18)_/_SZA_071"
1278916458000,"PERICENTRE_PASSAGE_08352_/_SSP_(059.10,-25.08)_/_SZA_086"
1278916599000,"OCC_MARS_END_/_RA_170.43_/_DE_004.92_/_OMP_(036.22,-05.82)_/_SZA_057"
1278916806000,"OCC_MARS_200KM_END_/_RA_170.43_/_DE_004.92_/_OMP_(041.23,006.17)_/_SZA_057"
1278917225000,"800_KM_ASCEND"
1278917539000,"1200_KM_ASCEND"
1278918007000,"KLZ_AOS_00_/_RTLT_01867"
1278918076000,"2000_KM_ASCEND"
1278918086000,"BLK_AOS_00_/_RTLT_01867"
1278918222000,"MRB_/_RANGE_06000KM_END"
1278919376000,"4000_KM_ASCEND"
1278920233000,"KLZ_AOS_05_/_RTLT_01867"
1278920234000,"BLK_AOS_05_/_RTLT_01867"
1278922376000,"BLK_AOS_10_/_RTLT_01868"
1278922454000,"KLZ_AOS_10_/_RTLT_01868"
1278929048000,"APOCENTRE_PASSAGE_08353"
1278929691000,"CEB_AOS_02_/_RTLT_01868"
1278930521000,"MAD_AOS_05_/_RTLT_01868"
1278930548000,"CEB_AOS_05_/_RTLT_01868"
1278930836000,"MAD_AOS_06_/_RTLT_01868"
1278932097000,"MAD_AOS_10_/_RTLT_01868"
1278932125000,"CEB_AOS_10_/_RTLT_01868"
1278932537000,"CAN_LOS_10_/_RTLT_01868"
1278933740000,"CAN_LOS_06_/_RTLT_01868"
1278934038000,"CAN_LOS_05_/_RTLT_01868"
1278938712000,"4000_KM_DESCEND"
1278940022000,"2000_KM_DESCEND"
1278940393000,"MRB_/_RANGE_06000KM_START"
1278940566000,"1200_KM_DESCEND"
1278940678000,"NNO_LOS_10_/_RTLT_01869"
1278940884000,"800_KM_DESCEND"
1278940948000,"OCC_MARS_200KM_START_/_RA_170.58_/_DE_004.85_/_OMP_(257.93,-54.21)_/_SZA_077"
1278941143000,"OCC_MARS_START_/_RA_170.58_/_DE_004.85_/_OMP_(270.42,-45.04)_/_SZA_071"
1278941634000,"PERICENTRE_PASSAGE_08353_/_SSP_(316.83,-25.25)_/_SZA_086"
1278941769000,"OCC_MARS_END_/_RA_170.59_/_DE_004.85_/_OMP_(293.92,-06.36)_/_SZA_058"
1278941979000,"OCC_MARS_200KM_END_/_RA_170.59_/_DE_004.85_/_OMP_(299.00,005.78)_/_SZA_057"
1278942101000,"NNO_LOS_05_/_RTLT_01869"
1278942400000,"800_KM_ASCEND"
1278942496000,"NNO_LOS_04_/_RTLT_01869"
1278942714000,"1200_KM_ASCEND"
1278943251000,"2000_KM_ASCEND"
1278943649000,"MRB_/_RANGE_06000KM_END"
1278944552000,"4000_KM_ASCEND"
1278946475000,"MLG_AOS_00_/_RTLT_01869"
1278947862000,"MLG_AOS_05_/_RTLT_01870"
1278949368000,"MLG_AOS_10_/_RTLT_01870"
1278954222000,"APOCENTRE_PASSAGE_08354"
1278957589000,"GDS_AOS_05_/_RTLT_01870"
1278957883000,"GDS_AOS_06_/_RTLT_01870"
1278958728000,"MRB_AOS_00"
1278959059000,"GDS_AOS_10_/_RTLT_01870"
1278960299000,"KLZ_LOS_10_/_RTLT_01870"
1278960354000,"BLK_LOS_10_/_RTLT_01871"
1278962492000,"BLK_LOS_05_/_RTLT_01871"
1278962514000,"KLZ_LOS_05_/_RTLT_01871"
1278963645000,"MRB_LOS_00"
1278963883000,"4000_KM_DESCEND"
1278964635000,"BLK_LOS_00_/_RTLT_01871"
1278964736000,"KLZ_LOS_00_/_RTLT_01871"
1278964736000,"MRB_/_RANGE_06000KM_START"
1278965194000,"2000_KM_DESCEND"
1278965737000,"1200_KM_DESCEND"
1278966055000,"800_KM_DESCEND"
1278966110000,"MRB_/_RANGE_06000KM_END"
1278966122000,"OCC_MARS_200KM_START_/_RA_170.74_/_DE_004.78_/_OMP_(155.77,-54.25)_/_SZA_077"
1278966319000,"OCC_MARS_START_/_RA_170.74_/_DE_004.78_/_OMP_(168.40,-44.99)_/_SZA_071"
1278966805000,"PERICENTRE_PASSAGE_08354_/_SSP_(214.57,-25.45)_/_SZA_085"
1278966937000,"OCC_MARS_END_/_RA_170.74_/_DE_004.78_/_OMP_(191.65,-06.84)_/_SZA_058"
1278967149000,"OCC_MARS_200KM_END_/_RA_170.75_/_DE_004.78_/_OMP_(196.79,005.43)_/_SZA_057"
1278967572000,"800_KM_ASCEND"
1278967886000,"1200_KM_ASCEND"
1278968423000,"2000_KM_ASCEND"
1278969723000,"4000_KM_ASCEND"
1278970884000,"MAD_LOS_10_/_RTLT_01871"
1278970911000,"CEB_LOS_10_/_RTLT_01871"
1278971417000,"MAD_LOS_08_/_RTLT_01871"
1278971972000,"MRB_AOS_00"
1278972458000,"MAD_LOS_05_/_RTLT_01871"
1278972485000,"CEB_LOS_05_/_RTLT_01871"
1278972826000,"CEB_LOS_04_/_RTLT_01871"
1278972989000,"MRB_AOS_10"
1278979398000,"APOCENTRE_PASSAGE_08355"
1278981772000,"CAN_AOS_05_/_RTLT_01872"
1278983203000,"CAN_AOS_10_/_RTLT_01872"
1278983270000,"CAN_AOS_10_/_RTLT_01872"
1278984884000,"MLG_LOS_10_/_RTLT_01872"
1278986391000,"MLG_LOS_05_/_RTLT_01873"
1278987250000,"MLG_LOS_02_/_RTLT_01873"
1278988115000,"NNO_AOS_00_/_RTLT_01873"
1278988735000,"MRB_LOS_10"
1278989064000,"4000_KM_DESCEND"
1278989333000,"MRB_LOS_00"
1278989432000,"NNO_AOS_05_/_RTLT_01873"
1278989509000,"MRB_/_RANGE_06000KM_START"
1278990374000,"2000_KM_DESCEND"
1278990852000,"NNO_AOS_10_/_RTLT_01873"
1278990918000,"1200_KM_DESCEND"
1278991236000,"800_KM_DESCEND"
1278991306000,"OCC_MARS_200KM_START_/_RA_170.89_/_DE_004.71_/_OMP_(053.68,-54.24)_/_SZA_077"
1278991505000,"OCC_MARS_START_/_RA_170.90_/_DE_004.71_/_OMP_(066.45,-44.85)_/_SZA_071"
1278991986000,"PERICENTRE_PASSAGE_08355_/_SSP_(112.26,-25.62)_/_SZA_085"
1278992048000,"MRB_/_RANGE_06000KM_END"
1278992113000,"OCC_MARS_END_/_RA_170.90_/_DE_004.71_/_OMP_(089.34,-07.36)_/_SZA_058"
1278992327000,"OCC_MARS_200KM_END_/_RA_170.90_/_DE_004.71_/_OMP_(094.55,005.06)_/_SZA_057"
1278992753000,"800_KM_ASCEND"
1278993066000,"1200_KM_ASCEND"
1278993604000,"2000_KM_ASCEND"
1278994904000,"4000_KM_ASCEND"
1278997917000,"GDS_LOS_10_/_RTLT_01873"
1278999092000,"GDS_LOS_06_/_RTLT_01873"
1278999385000,"GDS_LOS_05_/_RTLT_01873"
1279004391000,"KLZ_AOS_00_/_RTLT_01874"
1279004466000,"BLK_AOS_00_/_RTLT_01874"
1279004577000,"APOCENTRE_PASSAGE_08356"
1279006613000,"BLK_AOS_05_/_RTLT_01874"
1279006617000,"KLZ_AOS_05_/_RTLT_01874"
1279008756000,"BLK_AOS_10_/_RTLT_01874"
1279008839000,"KLZ_AOS_10_/_RTLT_01874"
1279014240000,"4000_KM_DESCEND"
1279015551000,"2000_KM_DESCEND"
1279015887000,"MRB_/_RANGE_06000KM_START"
1279016034000,"CEB_AOS_02_/_RTLT_01875"
1279016095000,"1200_KM_DESCEND"
1279016413000,"800_KM_DESCEND"
1279016486000,"OCC_MARS_200KM_START_/_RA_171.05_/_DE_004.64_/_OMP_(311.61,-54.23)_/_SZA_077"
1279016687000,"OCC_MARS_START_/_RA_171.05_/_DE_004.64_/_OMP_(324.52,-44.69)_/_SZA_071"
1279016861000,"MAD_AOS_05_/_RTLT_01875"
1279016888000,"CEB_AOS_05_/_RTLT_01875"
1279017163000,"PERICENTRE_PASSAGE_08356_/_SSP_(009.99,-25.79)_/_SZA_085"
1279017176000,"MAD_AOS_06_/_RTLT_01875"
1279017235000,"MRB_AOS_00"
1279017284000,"OCC_MARS_END_/_RA_171.06_/_DE_004.64_/_OMP_(347.03,-07.91)_/_SZA_058"
1279017399000,"MRB_AOS_10"
1279017501000,"OCC_MARS_200KM_END_/_RA_171.06_/_DE_004.63_/_OMP_(352.31,004.67)_/_SZA_057"
1279017929000,"800_KM_ASCEND"
1279017939000,"MRB_LOS_10"
1279018243000,"1200_KM_ASCEND"
1279018364000,"MRB_LOS_00"
1279018437000,"MAD_AOS_10_/_RTLT_01875"
1279018465000,"CEB_AOS_10_/_RTLT_01875"
1279018780000,"2000_KM_ASCEND"
1279018873000,"CAN_LOS_10_/_RTLT_01875"
1279019271000,"MRB_/_RANGE_06000KM_END"
1279020074000,"CAN_LOS_06_/_RTLT_01875"
1279020081000,"4000_KM_ASCEND"
1279020372000,"CAN_LOS_05_/_RTLT_01875"
1279027008000,"NNO_LOS_10_/_RTLT_01876"
1279028429000,"NNO_LOS_05_/_RTLT_01876"
1279028841000,"NNO_LOS_04_/_RTLT_01876"
1279029756000,"APOCENTRE_PASSAGE_08357"
1279032724000,"MLG_AOS_00_/_RTLT_01876"
1279034110000,"MLG_AOS_05_/_RTLT_01876"
1279035614000,"MLG_AOS_10_/_RTLT_01876"
1279039422000,"4000_KM_DESCEND"
1279040732000,"2000_KM_DESCEND"
1279041089000,"MRB_/_RANGE_06000KM_START"
1279041276000,"1200_KM_DESCEND"
1279041594000,"800_KM_DESCEND"
1279041670000,"OCC_MARS_200KM_START_/_RA_171.21_/_DE_004.57_/_OMP_(209.47,-54.25)_/_SZA_077"
1279041874000,"OCC_MARS_START_/_RA_171.21_/_DE_004.57_/_OMP_(222.52,-44.59)_/_SZA_071"
1279042344000,"PERICENTRE_PASSAGE_08357_/_SSP_(267.68,-25.96)_/_SZA_085"
1279042462000,"OCC_MARS_END_/_RA_171.21_/_DE_004.56_/_OMP_(244.72,-08.41)_/_SZA_058"
1279042680000,"OCC_MARS_200KM_END_/_RA_171.21_/_DE_004.56_/_OMP_(250.07,004.33)_/_SZA_057"
1279043111000,"800_KM_ASCEND"
1279043425000,"1200_KM_ASCEND"
1279043688000,"MRB_/_RANGE_06000KM_END"
1279043921000,"GDS_AOS_05_/_RTLT_01877"
1279043962000,"2000_KM_ASCEND"
1279044215000,"GDS_AOS_06_/_RTLT_01877"
1279045263000,"4000_KM_ASCEND"
1279045392000,"GDS_AOS_10_/_RTLT_01877"
1279046500000,"KLZ_LOS_10_/_RTLT_01877"
1279046561000,"BLK_LOS_10_/_RTLT_01877"
1279048699000,"BLK_LOS_05_/_RTLT_01877"
1279048717000,"KLZ_LOS_05_/_RTLT_01877"
1279049835000,"MRB_AOS_00"
1279050841000,"BLK_LOS_00_/_RTLT_01877"
1279050938000,"KLZ_LOS_00_/_RTLT_01877"
1279051698000,"MRB_AOS_10"
1279054935000,"APOCENTRE_PASSAGE_08358"
1279057126000,"MAD_LOS_10_/_RTLT_01878"
1279057153000,"CEB_LOS_10_/_RTLT_01878"
1279057653000,"MAD_LOS_08_/_RTLT_01878"
1279058701000,"MAD_LOS_05_/_RTLT_01878"
1279058728000,"CEB_LOS_05_/_RTLT_01878"
1279059049000,"CEB_LOS_04_/_RTLT_01878"
1279063617000,"MRB_/_RANGE_06000KM_START"
1279064598000,"4000_KM_DESCEND"
1279065068000,"MRB_LOS_10"
1279065383000,"MRB_LOS_00"
1279065908000,"2000_KM_DESCEND"
1279066452000,"1200_KM_DESCEND"
1279066708000,"MRB_/_RANGE_06000KM_END"
1279066771000,"800_KM_DESCEND"
1279066849000,"OCC_MARS_200KM_START_/_RA_171.36_/_DE_004.49_/_OMP_(107.42,-54.23)_/_SZA_077"
1279067055000,"OCC_MARS_START_/_RA_171.36_/_DE_004.49_/_OMP_(120.63,-44.42)_/_SZA_071"
1279067520000,"PERICENTRE_PASSAGE_08358_/_SSP_(165.41,-26.10)_/_SZA_085"
1279067631000,"OCC_MARS_END_/_RA_171.37_/_DE_004.49_/_OMP_(142.39,-08.99)_/_SZA_058"
1279067853000,"OCC_MARS_200KM_END_/_RA_171.37_/_DE_004.49_/_OMP_(147.83,003.93)_/_SZA_057"
1279068021000,"CAN_AOS_05_/_RTLT_01879"
1279068287000,"800_KM_ASCEND"
1279068601000,"1200_KM_ASCEND"
1279069138000,"2000_KM_ASCEND"
1279069429000,"CAN_AOS_10_/_RTLT_01879"
1279069518000,"CAN_AOS_10_/_RTLT_01879"
1279070438000,"4000_KM_ASCEND"
1279071220000,"MLG_LOS_10_/_RTLT_01879"
1279072726000,"MLG_LOS_05_/_RTLT_01879"
1279073243000,"MRB_AOS_00"
1279073583000,"MLG_LOS_02_/_RTLT_01879"
1279074369000,"NNO_AOS_00_/_RTLT_01879"
1279075163000,"MRB_AOS_10"
1279075689000,"NNO_AOS_05_/_RTLT_01879"
1279077107000,"NNO_AOS_10_/_RTLT_01879"
1279080109000,"APOCENTRE_PASSAGE_08359"
1279080839000,"MRB_LOS_10"
1279083891000,"MRB_LOS_00"
1279084167000,"GDS_LOS_10_/_RTLT_01880"
